12015,69153,,,
302370,12015,77342,,,
302372,12015,75289,,,
302373,12015,75286,,,
302374,12015,71188,,,
302375,12015,69136,,,
302376,12015,77324,,,
302377,12015,77323,,,
302379,12015,73225,,,
302380,12015,71175,,,
302381,12015,69125,,,
302382,12015,67065,,,
302384,12015,73196,,,
302385,12015,75242,,,
302386,12015,73194,,,
302388,12015,73188,,,
302389,12015,73187,,,
302390,12015,73184,,,
302391,12015,73181,,,
302392,12015,69082,,,
302393,12015,75219,,,
302395,12015,69068,,,
302396,12015,67013,,,
302397,12015,77241,,,
302398,12015,77240,,,
302399,12015,77230,,,
302400,12015,77229,,,
302402,12015,77228,,,
302403,12015,75180,,,
302404,12015,77226,,,
302405,12015,77223,,,
302406,12015,77218,,,
302407,12015,75171,,,
302409,12015,75160,,,
302410,12015,75157,,,
302411,12015,77199,,,
302412,12015,71056,,,
302413,12015,77197,,,
302414,12015,77196,,,
302416,12015,66956,,,
302417,12015,77192,,,
302418,12015,71042,,,
302419,12015,75137,,,
302420,12015,77182,,,
302421,12015,77181,,,
302423,12015,77177,,,
302424,12015,77175,,,
302425,12015,77174,,,
302426,12015,73077,,,
302427,12015,75118,,,
302428,12015,75104,,,
302430,12015,70995,,,
302431,12015,75089,,,
302432,12015,75063,,,
302433,12015,70961,,,
302434,12015,68910,,,
302435,12015,75048,,,
302437,12015,70947,,,
302438,12015,70946,,,
302439,12015,75039,,,
302440,12015,75037,,,
302441,12015,77082,,,
302442,12015,70935,,,
302444,12015,77069,,,
302445,12015,77068,,,
302446,12015,68874,,,
302447,12015,77064,,,
302448,12015,77061,,,
302449,12015,68868,,,
302451,12015,77050,,,
302452,12015,77047,,,
302453,12015,72952,,,
302454,12015,68855,,,
302455,12015,77045,,,
302456,12015,72946,,,
302458,12015,68848,,,
302459,12015,77039,,,
302460,12015,74979,,,
302461,12015,66787,,,
302462,12015,70865,,,
302463,12015,77006,,,
302465,12015,76975,,,
302466,12015,70818,,,
302467,12015,76957,,,
302468,12015,70811,,,
302469,12015,66715,,,
302470,12015,66714,,,
302472,12015,76952,,,
302473,12015,66711,,,
302474,12015,66710,,,
302475,12015,66697,,,
302476,12015,74883,,,
302477,12015,74878,,,
302479,12015,70778,,,
302480,12015,74872,,,
302481,12015,76907,,,
302482,12015,74857,,,
302483,12015,72807,,,
302484,12015,70745,,,
302486,12015,70743,,,
302487,12015,70741,,,
302488,12015,66645,,,
302489,12015,76883,,,
302491,12015,74826,,,
302492,12015,74823,,,
302493,12015,74821,,,
302495,12015,76868,,,
302496,12015,70719,,,
302497,12015,66623,,,
302498,12015,74814,,,
302499,12015,74810,,,
302500,12015,74804,,,
302502,12015,74792,,,
302503,12015,74790,,,
302504,12015,68635,,,
302505,12015,72728,,,
302506,12015,72726,,,
302507,12015,66582,,,
302509,12015,68623,,,
302510,12015,70670,,,
302511,12015,70669,,,
302512,12015,70664,,,
302513,12015,70663,,,
302514,12015,76805,,,
302516,12015,74752,,,
302517,12015,76796,,,
302518,12015,68604,,,
302519,12015,66548,,,
302520,12015,66547,,,
302521,12015,66546,,,
302523,12015,74729,,,
302524,12015,74728,,,
302525,12015,70631,,,
302526,12015,72677,,,
302527,12015,76767,,,
302528,12015,74719,,,
302530,12015,66520,,,
302531,12015,66519,,,
302532,12015,76751,,,
302533,12015,70607,,,
302534,12015,70596,,,
302535,12015,76738,,,
302537,12015,66491,,,
302538,12015,66473,,,
302539,12015,76711,,,
302540,12015,74662,,,
302541,12015,74661,,,
302542,12015,74658,,,
302544,12015,76704,,,
302545,12015,66464,,,
302546,12015,70552,,,
302547,12015,68485,,,
302548,12015,70529,,,
302549,12015,76666,,,
302551,12015,66415,,,
302552,12015,70506,,,
302553,12015,70500,,,
302554,12015,70499,,,
302555,12015,70498,,,
302556,12015,70496,,,
302558,12015,68447,,,
302559,12015,70494,,,
302560,12015,68444,,,
302561,12015,66393,,,
