7214,79502,,,
2514321,87243,79359,,,
2514322,87243,83818,,,
2514323,87243,81611,,,
2514324,87243,80494,,,
2514325,87243,80488,,,
2514327,87243,87531,,,
2514328,87243,85224,,,
2514329,87243,87529,,,
2514330,87243,90984,,,
2514331,87243,86627,,,
2514332,87243,89927,,,
2514334,87243,86618,,,
2514335,87243,85588,,,
2514336,87243,78296,,,
2514337,87243,78295,,,
2514338,87243,87504,,,
2514339,87243,87509,,,
2514341,87243,87507,,,
2514342,87243,87506,,,
2514343,87243,87505,,,
2514344,87243,87120,,,
2514345,87243,87503,,,
2514346,87243,87502,,,
2514348,87243,84172,,,
2514349,87243,87499,,,
2514350,87243,87498,,,
2514351,87243,87497,,,
2514352,87243,87496,,,
2514353,87243,87495,,,
2514355,87243,89283,,,
2514356,87243,89922,,,
2514357,87243,87759,,,
2514358,87243,80705,,,
2514359,87243,79821,,,
2514360,87243,91580,,,
2514362,87243,84153,,,
2514363,87243,83379,,,
2514364,87243,83376,,,
2514365,87243,89270,,,
2514366,87243,84787,,,
2514367,87243,83763,,,
2514369,87243,82738,,,
2514370,87243,82737,,,
2514371,87243,87501,,,
2514372,87243,83503,,,
2514373,87243,87850,,,
2514374,87243,87500,,,
2514376,87243,89003,,,
2514377,87243,80298,,,
2514378,87243,79815,,,
2514379,87243,78925,,,
2514380,87243,82726,,,
2514381,87243,87753,,,
2514383,87243,83784,,,
2514384,87243,92834,,,
2514385,87243,92833,,,
2514386,87243,91424,,,
2514387,87243,78924,,,
2514388,87243,83783,,,
2514390,87243,91924,,,
2514391,87243,79502,,,
2514392,87243,88458,,,
2514393,87243,79368,,,
2514395,87243,90626,,,
2514396,87321,92540,,,
2514397,87321,84752,,,
2514399,87339,83589,,,
2514400,87466,84511,,,
2514401,87466,89691,,,
2514402,87466,89684,,,
2514403,87466,91441,,,
2514404,87466,91377,,,
2514406,87466,84996,,,
2514407,87466,84227,,,
2514408,87466,89697,,,
2514409,87466,84416,,,
2514410,87466,89696,,,
2514411,87577,80636,,,
2514413,87577,88437,,,
2514414,87577,87150,,,
2514415,87577,84589,,,
2514416,87577,80619,,,
2514417,87577,84583,,,
2514418,87577,79970,,,
2514420,87577,78560,,,
2514421,87577,79968,,,
2514422,87577,82523,,,
2514423,87577,82646,,,
2514424,87577,80594,,,
2514425,87577,80593,,,
2514427,87577,82637,,,
2514428,87577,79053,,,
2514429,87577,78282,,,
2514430,87577,89542,,,
2514431,87577,84418,,,
2514432,87577,86338,,,
2514434,87577,85691,,,
2514435,87577,84663,,,
2514436,87577,84661,,,
2514437,87577,80051,,,
2514438,87577,87858,,,
2514439,87577,91570,,,
2514441,87577,83117,,,
2514442,87577,82854,,,
2514443,87577,88100,,,
2514444,87577,88731,,,
2514445,87577,80661,,,
2514446,87577,85005,,,
2514448,87577,86280,,,
2514449,87669,87109,,,
2514450,87669,88017,,,
2514451,87767,86119,,,
2514452,87767,86126,,,
2514453,87767,86124,,,
2514455,87844,90393,,,
2514456,87844,84439,,,
2514457,87844,88017,,,
2514458,87844,88721,,,
2514459,87844,90380,,,
2514460,87844,87109,,,
2514462,87870,84473,,,
2514463,87870,79829,,,
2514464,87870,80724,,,
2514465,87870,79759,,,
2514466,87870,80409,,,
2514467,87870,79208,,,
2514469,87870,88455,,,
2514470,87870,89604,,,
2514471,87870,79802,,,
2514472,87895,88538,,,
2514473,87928,82118,,,
2514474,87943,91348,,,
2514476,87943,81913,,,
2514477,88030,85690,,,
2514478,88030,84473,,,
2514479,88030,85207,,,
2514480,88030,79829,,,
2514481,88030,80724,,,
2514483,88030,80409,,,
2514484,88030,87976,,,
2514485,88030,79208,,,
2514486,88030,84616,,,
2514487,88030,88455,,,
2514488,88030,89604,,,
2514490,88030,79802,,,
2514491,88063,85247,,,
2514492,88063,86776,,,
2514493,88063,80373,,,
2514494,88063,85358,,,
2514495,88063,84325,,,
2514497,88063,85207,,,
2514498,88063,85206,,,
2514499,88063,85201,,,
2514500,88063,87886,,,
2514502,88063,79812,,,
2514503,88063,90561,,,
2514504,88063,80320,,,
2514506,88063,94254,,,
2514507,88063,86827,,,
2514508,88063,87976,,,
2514509,88063,87974,,,
2514510,88063,80283,,,
2514511,88063,80408,,,
2514513,88063,79629,,,
2514514,88063,80396,,,
2514515,88063,79625,,,
2514516,88063,85253,,,
2514517,88063,80387,,,
2514518,88063,85249,,,
2514520,88163,91641,,,
2514521,88163,80215,,,
2514522,88163,89898,,,
2514523,88163,89396,,,
2514524,88163,83123,,,
2514525,88163,89938,,,
2514527,88163,80844,,,
2514528,88163,86124,,,
2514529,88163,86126,,,
2514530,88163,89933,,,
2514531,88163,89420,,,
2514532,88163,86121,,,
2514534,88163,83113,,,
2514535,88163,86120,,,
2514536,88163,86119,,,
2514537,88163,80964,,,
2514538,17969,91241,,,
2514539,17997,80661,,,
2514541,18150,81913,,,
2514542,18150,91348,,,
2514543,18150,86467,,,
2514544,18150,80369,,,
2514545,18187,83583,,,
2514546,18187,88316,,,
2514548,18187,79610,,,
2514549,18187,79606,,,
2514550,18187,88310,,,
2514551,18187,80402,,,
2514552,18187,84144,,,
2514553,18187,80511,,,
2514555,18187,81959,,,
2514556,18187,89446,,,
2514557,18187,83589,,,
2514558,18187,87491,,,
2514559,18187,88323,,,
2514560,18298,88398,,,
2514562,18298,78846,,,
2514563,18298,84787,,,
2514564,18345,92414,,,
2514565,18345,82043,,,
2514566,18345,84857,,,
2514567,18345,84855,,,
2514569,18345,82671,,,
2514570,18345,84591,,,
2514571,18345,86393,,,
2514572,18345,91750,,,
2514573,18345,91749,,,
2514574,18345,84830,,,
2514576,18345,79190,,,
2514577,18345,84817,,,
2514578,18345,83651,,,
2514579,18345,80952,,,
2514580,18345,91823,,,
