878,42167,79503,,,
2526879,42167,91276,,,
2526881,42167,90235,,,
2526882,42167,85989,,,
2526883,42167,85988,,,
2526884,42167,85987,,,
2526885,42167,85986,,,
2526886,42167,85985,,,
2526888,42167,85983,,,
2526889,42167,85982,,,
2526890,42167,85981,,,
2526891,42167,85980,,,
2526892,42167,85979,,,
2526893,42167,85978,,,
2526895,42167,85976,,,
2526896,42167,85975,,,
2526897,42167,85974,,,
2526898,42167,85973,,,
2526899,42167,85972,,,
2526900,42167,85971,,,
2526902,42167,85969,,,
2526903,42167,85968,,,
2526904,42167,85967,,,
2526905,42167,85966,,,
2526906,42167,85965,,,
2526907,42167,85964,,,
2526909,42167,85962,,,
2526910,42167,84425,,,
2526911,42167,84424,,,
2526912,42167,84412,,,
2526914,42167,86462,,,
2526915,42167,82365,,,
2526916,42167,85977,,,
2526918,42167,86453,,,
2526919,42167,82350,,,
2526920,42167,92587,,,
2526921,42167,85361,,,
2526922,42167,82847,,,
2526923,42167,82845,,,
2526925,42167,81391,,,
2526926,42167,85867,,,
2526927,42167,84850,,,
2526928,42167,85359,,,
2526929,42167,87442,,,
2526930,42167,81813,,,
2526932,42167,81811,,,
2526933,42167,86141,,,
2526934,42167,88559,,,
2526935,42167,82043,,,
2526936,42167,86650,,,
2526937,42167,79479,,,
2526939,42167,88557,,,
2526940,42167,84591,,,
2526941,42167,90730,,,
2526942,42167,91750,,,
2526943,42167,87142,,,
2526944,42167,91749,,,
2526946,42167,85087,,,
2526947,42167,88670,,,
2526948,42167,82002,,,
2526949,42167,87625,,,
2526950,42167,90990,,,
2526951,42167,84030,,,
2526953,42167,86586,,,
2526954,42167,86583,,,
2526955,42167,80952,,,
2526956,42167,89655,,,
2526957,42167,89651,,,
2526958,42167,89649,,,
2526960,42167,84518,,,
2526961,42167,91674,,,
2526962,42167,91673,,,
2526963,42167,91672,,,
2526964,42167,91671,,,
2526965,42167,91670,,,
2526967,42167,91668,,,
2526968,42167,91667,,,
2526969,42167,91666,,,
2526970,42167,92689,,,
2526971,42167,90465,,,
2526972,42167,84486,,,
2526974,42167,85504,,,
2526975,42496,84030,,,
2526976,42496,92730,,,
2526977,42496,78566,,,
2526978,42496,86795,,,
2526979,42496,92583,,,
2526981,42496,85160,,,
2526982,42496,85959,,,
2526983,42496,85318,,,
2526984,42496,87044,,,
2526985,42759,86119,,,
2526986,42759,86126,,,
2526988,42759,89898,,,
2526989,43319,86119,,,
2526990,43319,86126,,,
2526991,43319,86124,,,
2526992,43319,89898,,,
2526993,43648,83707,,,
2526995,43648,89462,,,
2526996,43648,89461,,,
2526997,43648,84198,,,
2526998,43648,84196,,,
2526999,43648,84195,,,
2527000,43648,92511,,,
2527002,43648,84189,,,
2527003,43648,80986,,,
2527004,43648,78666,,,
2527005,43648,78661,,,
2527006,43648,85192,,,
2527007,43648,85191,,,
2527009,43648,85189,,,
2527010,43648,85188,,,
2527011,43648,85187,,,
2527012,43648,85186,,,
2527013,43648,85185,,,
2527014,43648,85184,,,
2527016,43648,85182,,,
2527017,43648,85176,,,
2527018,43648,85173,,,
2527019,43648,81287,,,
2527021,43704,91641,,,
2527022,43704,80215,,,
2527023,43704,89898,,,
2527025,43704,83123,,,
2527026,43704,89938,,,
2527027,43704,89896,,,
2527028,43704,80844,,,
2527029,43704,86124,,,
2527030,43704,86126,,,
2527032,43704,89420,,,
2527033,43704,86121,,,
2527034,43704,86122,,,
2527035,43704,83113,,,
2527036,43704,86120,,,
2527037,43704,86119,,,
2527039,44040,86119,,,
2527040,44040,86126,,,
2527041,44040,86124,,,
2527042,44040,89898,,,
2527043,44804,91250,,,
2527044,44804,91241,,,
2527046,45632,82613,,,
2527047,45632,82612,,,
2527048,45632,82611,,,
2527049,45632,94040,,,
2527050,45696,84799,,,
2527051,45696,88286,,,
2527053,45696,85275,,,
2527054,45696,85274,,,
2527055,45696,89849,,,
2527056,45696,89848,,,
2527057,45696,84475,,,
2527058,45696,95158,,,
2527060,45696,84798,,,
2527061,45696,84617,,,
2527062,45696,84472,,,
2527063,45696,94362,,,
2527064,45696,84801,,,
2527065,45696,84795,,,
2527067,45945,92480,,,
2527068,46102,78406,,,
2527069,46102,83315,,,
2527070,46102,78356,,,
2527071,46102,87620,,,
2527072,46102,82675,,,
2527074,46102,78398,,,
2527075,46102,86748,,,
2527076,46102,87028,,,
2527077,46102,78400,,,
2527078,46102,78348,,,
2527079,46102,78402,,,
2527081,46102,78377,,,
2527082,46102,78381,,,
2527083,46102,83034,,,
2527084,46102,83096,,,
2527085,46102,87337,,,
2527086,46102,88952,,,
2527088,46102,80058,,,
2527089,46102,84541,,,
2527090,46102,79804,,,
2527091,46102,83099,,,
2527092,46102,78753,,,
2527093,46102,89087,,,
2527095,46102,79357,,,
2527096,46102,93684,,,
2527097,46102,92652,,,
2527098,46102,92651,,,
2527099,46102,89052,,,
2527100,46102,78296,,,
2527102,46102,87508,,,
2527103,46102,81875,,,
2527104,46102,87501,,,
2527105,46102,87498,,,
2527106,46102,87497,,,
2527107,46102,87495,,,
2527109,46102,80832,,,
2527110,46102,92603,,,
2527111,46102,91581,,,
2527112,46102,91580,,,
2527113,46102,91579,,,
2527114,46102,86455,,,
2527116,46102,83379,,,
2527117,46102,82858,,,
2527118,46102,91566,,,
2527119,46102,92588,,,
2527120,46102,89004,,,
2527121,46102,89003,,,
2527123,46102,89001,,,
2527124,46102,89512,,,
2527125,46102,78752,,,
2527126,46102,86432,,,
2527128,46102,86943,,,
2527129,46102,88475,,,
2527130,46102,91024,,,
2527132,46102,88968,,,
2527133,46102,78726,,,
2527134,46102,86405,,,
2527135,46102,91011,,,
2527136,46102,88426,,,
2527137,46102,88424,,,
2527139,46102,94053,,,
2527140,46102,80228,,,
2527141,46102,80227,,,
2527142,46102,92514,,,
2527143,46102,92513,,,
2527144,46102,92508,,,
2527146,46102,78674,,,
2527147,46102,92496,,,
2527148,46102,88397,,,
2527149,46102,92484,,,
2527150,46102,88390,,,
2527151,46102,85319,,,
2527153,46102,89927,,,
2527154,46102,88389,,,
2527155,46102,85317,,,
2527156,46102,89412,,,
2527157,46102,92482,,,
2527158,46102,83259,,,
2527160,46102,82738,,,
2527161,46102,85804,,,
2527162,46102,85802,,,
2527163,46102,91944,,,
2527164,46102,82726,,,
2527165,46102,84252,,,
2527167,46102,91923,,,
2527168,46102,90319,,,
2527169,46102,85258,,,
2527170,46102,85251,,,
2527171,46102,90316,,,
2527172,46102,85249,,,
2527174,46102,85253,,,
2527175,46102,85252,,,
2527176,46102,82691,,,
2527177,46102,85250,,,
2527178,46102,82689,,,
2527179,46102,85248,,,
2527181,46102,79614,,,
2527182,46102,91388,,,
2527183,46102,82679,,,
2527184,46102,80627,,,
2527185,46102,92400,,,
2527186,46102,92397,,,
2527188,46102,82666,,,
2527189,46102,82665,,,
2527190,46102,85211,,,
2527191,46102,85219,,,
2527192,46102,85218,,,
2527193,46102,85217,,,
2527195,46102,85215,,,
2527196,46102,85214,,,
2527197,46102,85213,,,
2527198,46102,85212,,,
2527199,46102,85203,,,
2527200,46102,85210,,,
2527202,46102,85208,,,
2527203,46102,85207,,,
2527204,46102,85206,,,
2527205,46102,85205,,,
2527206,46102,85204,,,
2527207,46102,86737,,,
2527209,46102,80593,,,
2527210,46102,84172,,,
2527211,46102,87759,,,
2527212,46102,84174,,,
2527213,46102,84173,,,
2527214,46102,87756,,,
2527216,46102,90311,,,
2527217,46102,78531,,,
2527218,46102,86207,,,
2527219,46102,84154,,,
2527220,46102,84155,,,
2527221,46102,85690,,,
2527223,46102,86193,,,
2527224,46102,85168,,,
2527225,46102,79021,,,
2527226,46102,81065,,,
2527227,46102,84130,,,
2527228,46102,84132,,,
2527230,46102,92834,,,
2527231,46102,84129,,,
2527232,46102,84128,,,
2527233,46102,84127,,,
2527235,46102,84125,,,
2527236,46102,80536,,,
2527237,46102,80538,,,
2527239,46102,86680,,,
2527240,46102,83095,,,
2527241,46102,91285,,,
2527242,46102,80533,,,
2527243,46102,80522,,,
2527244,46102,83593,,,
2527246,46102,85202,,,
2527247,46102,83583,,,
2527248,46102,85201,,,
2527249,46102,83577,,,
2527250,46102,85200,,,
2527251,46102,85199,,,
2527253,46102,90737,,,
2527254,46102,85198,,,
2527255,46102,83566,,,
2527256,46102,80494,,,
2527257,46102,90221,,,
2527258,46102,85197,,,
2527260,46102,80489,,,
2527261,46102,90728,,,
2527262,46102,83035,,,
2527263,46102,91730,,,
2527264,46102,91726,,,
2527265,46102,87120,,,
2527267,46102,84045,,,
2527268,46102,78925,,,
2527269,46102,86091,,,
2527270,46102,79943,,,
2527271,46102,86083,,,
2527272,46102,79939,,,
2527274,46102,86074,,,
2527275,46102,78392,,,
2527276,46102,87088,,,
2527277,46102,83498,,,
2527278,46102,87078,,,
2527279,46102,78368,,,
2527281,46102,89609,,,
2527282,46102,84489,,,
2527283,46102,79368,,,
2527284,46102,84485,,,
2527285,46102,79364,,,
2527286,46102,78339,,,
2527288,46199,27131,,,
2527289,46199,27637,,,
2527290,46199,3564,,,
2527291,46199,4589,,,
2527292,46199,30700,,,
2527293,46199,19432,,,
2527295,46199,37347,,,
2527296,46199,37346,,,
2527297,46199,37345,,,
2527298,46199,66013,,,
2527299,46199,31192,,,
2527300,46199,4560,,,
2527302,46199,3021,,,
2527303,46199,31164,,,
2527304,46199,31163,,,
2527305,46199,62383,,,
2527306,46199,34220,,,
2527307,46199,31647,,,
2527309,46199,101280,,,
2527310,46199,55201,,,
2527311,46199,19359,,,
2527312,46199,31648,,,
2527313,46199,27551,,,
2527314,46199,28061,,,
2527316,46199,19355,,,
2527317,46199,28053,,,
2527318,46199,27538,,,
2527319,46199,31119,,,
2527320,46199,26511,,,
2527321,46199,62348,,,
2527323,46199,45957,,,
2527324,46199,37249,,,
2527325,46199,30595,,,
2527326,46199,30594,,,
2527327,46199,28033,,,
2527328,46199,37248,,,
2527330,46199,27507,,,
2527331,46199,37224,,,
2527332,46199,27496,,,
2527333,46199,4453,,,
2527334,46199,42853,,,
2527335,46199,37220,,,
2527337,46199,14168,,,
2527338,46199,65365,,,
2527339,46199,31058,,,
2527340,46199,26961,,,
2527342,46199,27980,,,
2527343,46199,39242,,,
