1857,76431,,,
30125,1857,77452,,,
30126,1857,71817,,,
30127,1857,76400,,,
30129,1857,69229,,,
30130,1857,75884,,,
30131,1857,75883,,,
30132,1857,75880,,,
30133,1857,75878,,,
30134,1857,69731,,,
30136,1857,72280,,,
30137,1857,72279,,,
30138,1857,77906,,,
30139,1857,76370,,,
30140,1857,77904,,,
30141,1857,68687,,,
30143,1857,71239,,,
30144,1857,71238,,,
30145,1857,75840,,,
30146,1857,75306,,,
30147,1857,69663,,,
30148,1857,69147,,,
30150,1857,71188,,,
30151,1857,69136,,,
30152,1857,77833,,,
30153,1873,68587,,,
30154,1873,68586,,,
30155,1873,77797,,,
30157,1873,75745,,,
30158,1873,75744,,,
30159,1873,74719,,,
30160,1873,75740,,,
30161,1873,76253,,,
30162,1873,70620,,,
30164,1873,70105,,,
30165,1873,75733,,,
30166,1873,75728,,,
30167,1873,77772,,,
30168,1873,77766,,,
30169,1873,75713,,,
30171,1873,69042,,,
30172,1873,77740,,,
30173,1873,69038,,,
30174,1873,66477,,,
30176,1873,69035,,,
30177,1873,77736,,,
30178,1873,77735,,,
30180,1873,77734,,,
30181,1873,73637,,,
30182,1873,69028,,,
30183,1873,75170,,,
30184,1873,76703,,,
30185,1873,69022,,,
30187,1873,69011,,,
30188,1873,69521,,,
30189,1873,76687,,,
30190,1873,69007,,,
30191,1873,76685,,,
30192,1873,70029,,,
30194,1873,77194,,,
30195,1873,72584,,,
30196,1873,68485,,,
30197,1873,77184,,,
30198,1873,76660,,,
30199,1873,66415,,,
30201,1873,70508,,,
30202,1873,74086,,,
30203,1873,76642,,,
30204,1873,73034,,,
30205,1873,68957,,,
30206,1873,76108,,,
30208,1873,76113,,,
30209,1873,73552,,,
30210,1873,76109,,,
30211,1873,76622,,,
30212,1873,69453,,,
30213,1873,76107,,,
30215,1873,76105,,,
30216,1873,74569,,,
30217,1873,73544,,,
30218,1873,77120,,,
30219,1873,73535,,,
30220,1873,70973,,,
30222,1873,70434,,,
30223,1873,70941,,,
30224,1873,70937,,,
30225,1873,70933,,,
30226,1873,70934,,,
30227,1873,70932,,,
30229,1873,68874,,,
30230,1873,69897,,,
30231,1873,74503,,,
30232,1873,68867,,,
30233,1873,74498,,,
30234,1873,74497,,,
30236,1873,69885,,,
30237,1873,68855,,,
30238,1873,75508,,,
30239,1873,74484,,,
30240,1873,77039,,,
30241,1873,74463,,,
30243,1873,75996,,,
30244,1873,77531,,,
30245,1873,68312,,,
30246,1873,70359,,,
30247,1873,68304,,,
30248,1873,76497,,,
30250,1873,70350,,,
30251,1873,78030,,,
30252,1873,76490,,,
30253,1873,77001,,,
30254,1873,68808,,,
30255,1873,70339,,,
30257,1873,75967,,,
30258,1873,67775,,,
30259,1873,77496,,,
30260,1873,76473,,,
30261,1873,70328,,,
30262,1873,76470,,,
30264,1873,66738,,,
30265,1873,69287,,,
30266,1873,75926,,,
30267,1873,69782,,,
30268,1873,67725,,,
30269,1873,76426,,,
30271,1873,72327,,,
30272,1873,77432,,,
30273,1873,68725,,,
30274,1873,69236,,,
30275,1873,69226,,,
30276,1873,72281,,,
30278,1873,70227,,,
30279,1873,69197,,,
30280,1873,69196,,,
30281,1873,69704,,,
30283,1873,75841,,,
30284,1873,77889,,,
30285,1873,75840,,,
30287,1873,71226,,,
30288,1873,73273,,,
30289,1873,70711,,,
30290,1873,74804,,,
30291,1873,74803,,,
30292,1873,74802,,,
30294,1873,77872,,,
30295,1873,67117,,,
