1,70357,,,
1033371,38671,70349,,,
1033372,38671,70343,,,
1033373,38671,70344,,,
1033375,38671,70337,,,
1033376,38671,72383,,,
1033377,38671,70325,,,
1033378,38671,70316,,,
1033379,38671,70311,,,
1033380,38671,70301,,,
1033382,38671,70297,,,
1033383,38671,70295,,,
1033384,38671,76435,,,
1033385,38671,66190,,,
1033386,38671,70279,,,
1033387,38671,68227,,,
1033389,38671,70272,,,
1033390,38671,66167,,,
1033391,38671,70258,,,
1033392,38671,76394,,,
1033393,38671,72289,,,
1033394,38671,76385,,,
1033396,38671,72281,,,
1033397,38671,72280,,,
1033398,38671,72279,,,
1033399,38671,67855,,,
1033400,38671,69899,,,
1033401,38671,69897,,,
1033403,38671,69892,,,
1033404,38671,71938,,,
1033405,38671,69889,,,
1033406,38671,69886,,,
1033408,38671,78077,,,
1033409,38671,69880,,,
1033410,38671,71923,,,
1033412,38671,76010,,,
1033413,38671,78036,,,
1033414,38671,67786,,,
1033415,38671,78025,,,
1033416,38671,67781,,,
1033417,38671,75931,,,
1033419,38671,67725,,,
1033420,38671,69760,,,
1033421,38671,69744,,,
1033422,38671,69743,,,
1033423,38671,77906,,,
1033424,38671,77904,,,
1033426,38671,69699,,,
1033427,38671,75840,,,
1033428,38671,75839,,,
1033429,38671,75837,,,
1033430,38671,69682,,,
1033431,38671,77872,,,
1033433,38671,69672,,,
1033434,38671,75813,,,
1033435,38671,75812,,,
1033436,38671,67610,,,
1033437,38671,71704,,,
1033438,38671,77835,,,
1033440,38671,69632,,,
1033441,38673,82108,,,
1033442,38673,87706,,,
1033443,38673,27764,,,
1033444,38673,90679,,,
1033445,38673,84340,,,
1033447,38673,77908,,,
1033448,38673,90579,,,
1033449,38673,77906,,,
1033450,38673,59340,,,
1033451,38673,77904,,,
1033452,38673,69935,,,
1033454,38673,69933,,,
1033455,38673,101356,,,
1033456,38673,80970,,,
1033457,38673,83174,,,
1033458,38673,92194,,,
1033459,38673,85664,,,
1033461,56993,1566,,,
1033462,56993,1466,,,
1033463,56993,41269,,,
1033464,56993,56447,,,
1033465,56993,3827,,,
1033466,56993,1562,,,
1033468,56993,30415,,,
1033469,56993,2605,,,
1033470,56993,844,,,
1033471,56993,1446,,,
1033472,56993,12709,,,
1033473,38605,18565,,,
1033475,38622,12734,,,
1033476,38622,732,,,
1033477,38622,58357,,,
1033478,38622,32695,,,
1033479,38622,24630,,,
1033480,38622,27639,,,
1033482,38622,4147,,,
1033483,38622,24751,,,
1033484,38622,43566,,,
1033485,38622,48909,,,
1033486,38622,63975,,,
1033487,38622,34081,,,
1033489,38706,17101,,,
1033490,38717,91836,,,
1033491,38717,82388,,,
1033492,38717,88944,,,
1033493,38717,85519,,,
1033494,38717,78569,,,
1033496,38717,78568,,,
1033497,38717,92742,,,
1033498,38717,91840,,,
1033499,38683,72281,,,
1033500,38683,77906,,,
1033501,38683,66547,,,
1033503,38683,66548,,,
1033504,38683,66324,,,
1033505,38683,76435,,,
1033506,38683,76370,,,
1033507,38683,70961,,,
1033508,38683,77904,,,
1033510,38683,75725,,,
1033511,38683,75306,,,
1033512,38683,66282,,,
1033513,38683,75722,,,
1033515,38683,73638,,,
1033516,38683,69284,,,
1033517,38683,75746,,,
1033519,38683,77504,,,
1033520,38696,80892,,,
1033521,38696,90875,,,
1033522,38696,90874,,,
1033523,38696,82809,,,
1033524,38696,90871,,,
1033526,38696,90867,,,
1033527,38696,90866,,,
1033528,38696,88169,,,
1033529,38696,80971,,,
1033530,38696,80967,,,
1033531,38696,82116,,,
1033533,38696,84281,,,
1033534,38696,90680,,,
1033535,38696,90678,,,
1033536,38696,88750,,,
1033537,38696,88749,,,
1033538,38696,82972,,,
1033540,38696,88595,,,
1033541,38696,90883,,,
1033542,38686,68982,,,
1033543,38686,70762,,,
1033544,38686,69994,,,
1033545,38686,67947,,,
1033547,38686,67306,,,
1033548,38686,70760,,,
1033549,38686,67304,,,
1033550,38686,70757,,,
1033551,38686,66277,,,
1033552,38686,73186,,,
1033554,38686,67294,,,
1033555,38686,72915,,,
1033556,38686,70738,,,
1033557,38686,73552,,,
1033558,38686,67530,,,
1033559,38686,67786,,,
1033561,38686,74817,,,
1033562,38686,73528,,,
1033563,38686,66101,,,
1033564,38686,72749,,,
1033565,38686,74657,,,
1033566,38686,73114,,,
1033568,38686,72584,,,
1033569,38686,69637,,,
1033570,38686,68867,,,
1033571,38688,74364,,,
1033572,38688,75118,,,
1033573,38688,75235,,,
1033575,38688,74973,,,
1033576,38688,75097,,,
1033577,38688,74964,,,
1033578,38688,74959,,,
1033579,38688,74572,,,
1033580,38688,73670,,,
1033582,38688,77490,,,
1033583,38688,68017,,,
1033584,38688,69280,,,
1033585,38688,72990,,,
1033586,38688,66586,,,
1033587,38688,67218,,,
1033589,38688,74374,,,
1033590,38688,66565,,,
1033591,38688,72323,,,
1033592,38688,66433,,,
1033593,38688,75264,,,
1033594,38707,101727,,,
1033596,38707,23035,,,
1033597,38707,43578,,,
1033598,38707,49654,,,
1033599,38707,27764,,,
1033600,38707,2352,,,
1033601,38707,59340,,,
1033603,38707,27627,,,
1033604,38707,56489,,,
1033605,38707,47241,,,
1033606,38707,456,,,
1033607,38707,62311,,,
1033608,38707,12740,,,
1033610,38742,91577,,,
1033611,38742,84629,,,
1033612,38742,84502,,,
1033613,38742,84661,,,
1033614,38742,84690,,,
1033615,38742,82350,,,
1033617,38742,82823,,,
1033618,38742,91750,,,
1033619,38742,84676,,,
1033620,38691,73887,,,
1033622,38691,75357,,,
1033623,38691,73148,,,
1033624,38691,73558,,,
1033626,38691,77853,,,
1033627,38691,66321,,,
1033628,38691,73247,,,
1033629,38691,66190,,,
1033630,38691,77452,,,
1033631,38691,66060,,,
1033633,38691,67112,,,
1033634,38691,77671,,,
1033635,38691,77222,,,
1033636,38691,77060,,,
1033637,38691,77249,,,
1033638,38691,75361,,,
1033640,38692,28219,,,
1033641,38692,59418,,,
1033642,38692,26521,,,
1033643,38692,11570,,,
1033644,38692,25165,,,
1033645,38692,39527,,,
1033647,38692,26692,,,
1033648,38694,76030,,,
1033649,38694,76241,,,
1033650,38694,70511,,,
1033651,38694,76270,,,
1033652,38694,76426,,,
1033654,38694,71076,,,
1033655,38694,72577,,,
1033656,38728,91962,,,
1033657,38728,94040,,,
1033658,38728,82614,,,
1033659,38728,82613,,,
1033661,38728,82612,,,
1033662,38728,82611,,,
1033663,38728,91401,,,
1033664,38698,27647,,,
1033665,38698,19438,,,
1033666,38698,49133,,,
1033668,38698,39395,,,
1033669,38698,39394,,,
1033670,38698,61921,,,
1033671,38698,1504,,,
1033672,38698,36299,,,
1033673,38698,50633,,,
1033675,38698,50630,,,
1033676,38698,38841,,,
1033677,38698,38840,,,
1033678,38698,20404,,,
1033679,38698,49069,,,
1033680,38698,33706,,,
1033682,38698,17797,,,
1033683,38698,17796,,,
1033684,38698,17795,,,
1033685,38698,2415,,,
1033686,38698,57707,,,
1033687,38698,29032,,,
1033689,38698,46930,,,
1033690,38698,4944,,,
1033691,38698,25935,,,
1033692,38698,37185,,,
1033693,38698,829,,,
1033694,38698,57647,,,
1033696,38698,57646,,,
1033697,38698,37677,,,
1033698,38698,59180,,,
1033699,38698,23849,,,
1033700,38698,23848,,,
1033701,38698,23847,,,
1033703,38698,23845,,,
1033704,38698,59682,,,
1033705,38698,27932,,,
1033706,38698,30488,,,
1033707,38698,1302,,,
1033708,38698,38676,,,
1033710,38698,37651,,,
1033711,38698,37650,,,
1033712,38698,37648,,,
1033713,38698,14090,,,
1033714,38698,57607,,,
1033715,38698,3843,,,
1033717,38698,27379,,,
1033718,38698,18161,,,
1033719,38698,60133,,,
1033720,38698,32454,,,
1033721,38698,19142,,,
1033722,38698,2240,,,
1033724,38698,29880,,,
1033725,38698,32432,,,
1033726,38698,61609,,,
1033727,38698,39067,,,
1033729,38698,57494,,,
1033730,38698,27281,,,
1033731,38698,56461,,,
1033733,38698,56456,,,
1033734,38698,3203,,,
1033735,38698,62079,,,
1033736,38698,56445,,,
1033737,38698,57465,,,
1033738,38698,34921,,,
1033740,38698,21078,,,
1033741,38698,28246,,,
