74450,69221,,,
1973689,74450,73314,,,
1973691,74450,69215,,,
1973692,74450,69213,,,
1973693,74450,69212,,,
1973694,74450,69209,,,
1973695,74450,67157,,,
1973696,74450,69207,,,
1973698,74450,77397,,,
1973699,74450,69202,,,
1973700,74450,69201,,,
1973701,74450,77393,,,
1973702,74450,69200,,,
1973703,74450,69192,,,
1973705,74450,77373,,,
1973706,74450,71228,,,
1973707,74450,71226,,,
1973708,74450,73268,,,
1973709,74450,69170,,,
1973710,74450,75309,,,
1973712,74450,75306,,,
1973713,74450,75303,,,
1973714,74450,69156,,,
1973715,74450,69157,,,
1973716,74450,73252,,,
1973717,74450,73251,,,
1973719,74450,77342,,,
1973720,74450,77340,,,
1973721,74450,73242,,,
1973722,74450,73238,,,
1973724,74450,69136,,,
1973725,74450,67088,,,
1973726,74450,77318,,,
1973728,74450,67063,,,
1973729,74450,69105,,,
1973730,74450,71151,,,
1973731,74450,73190,,,
1973732,74450,73188,,,
1973733,74450,73187,,,
1973735,74450,69082,,,
1973736,74450,75223,,,
1973737,74450,69072,,,
1973738,74450,69069,,,
1973739,74450,69068,,,
1973740,74450,71104,,,
1973742,74450,75200,,,
1973743,74450,71103,,,
1973744,74450,77238,,,
1973745,74450,66988,,,
1973746,74450,69036,,,
1973747,74450,75170,,,
1973749,74450,75160,,,
1973750,74450,75151,,,
1973751,74450,77190,,,
1973752,74450,77187,,,
1973753,74450,68984,,,
1973754,74450,71025,,,
1973756,74450,68944,,,
1973757,74450,77134,,,
1973758,74450,77128,,,
1973759,74450,75070,,,
1973760,74450,68924,,,
1973761,74450,75064,,,
1973763,74450,70959,,,
1973764,74450,70958,,,
1973765,74450,70937,,,
1973766,74450,70934,,,
1973767,74450,70931,,,
1973768,74450,72972,,,
1973770,74450,66825,,,
1973771,74450,72955,,,
1973772,74450,77049,,,
1973773,74450,68855,,,
1973774,74450,76988,,,
1973775,74450,66738,,,
1973777,74450,68777,,,
1973778,74450,74915,,,
1973779,74450,76949,,,
1973780,74450,66709,,,
1973781,74450,76948,,,
1973782,74450,76947,,,
1973784,74450,68740,,,
1973785,74450,76931,,,
1973786,74450,76929,,,
1973787,74450,76927,,,
1973788,74450,74866,,,
1973789,74450,70768,,,
1973791,74450,66669,,,
1973792,74450,76906,,,
1973793,74450,72800,,,
1973794,74450,72793,,,
1973795,74450,70745,,,
1973796,74450,76869,,,
1973798,74450,76868,,,
1973799,74450,70717,,,
1973800,74450,76857,,,
1973801,74450,74807,,,
1973802,74450,74804,,,
1973803,74450,76848,,,
1973805,74450,72730,,,
1973806,74450,74778,,,
1973807,74450,74776,,,
1973808,74450,74769,,,
1973809,74450,70664,,,
1973810,74450,74757,,,
1973812,74450,72706,,,
1973813,74450,66561,,,
1973814,74450,70655,,,
1973815,74450,70654,,,
1973816,74450,74749,,,
1973817,74450,68595,,,
1973819,74450,68583,,,
1973820,74450,72675,,,
1973821,74450,66531,,,
1973822,74450,74719,,,
1973823,74450,68575,,,
1973824,74450,70620,,,
1973826,74450,70617,,,
1973827,74450,72656,,,
1973828,74450,66511,,,
1973829,74450,72654,,,
1973831,74450,68544,,,
1973832,74450,74678,,,
1973833,74450,74676,,,
1973835,74450,74670,,,
1973836,74450,70569,,,
1973837,74450,66470,,,
1973838,74450,66469,,,
1973839,74450,74656,,,
1973840,74450,74649,,,
1973842,74450,76693,,,
1973843,74450,72589,,,
1973844,74450,76691,,,
1973845,74450,68493,,,
1973846,74450,68496,,,
1973847,74450,70544,,,
1973849,74450,68494,,,
1973850,74450,70541,,,
1973851,74450,70540,,,
1973852,74450,68490,,,
1973853,74450,70537,,,
1973854,74450,68486,,,
1973856,74450,70513,,,
1973857,74450,72561,,,
1973858,74450,66415,,,
1973859,74450,76654,,,
1973860,74450,70509,,,
1973861,74450,70508,,,
1973863,74450,76643,,,
1973864,74450,68450,,,
1973865,74450,68448,,,
1973866,74450,76638,,,
1973867,74450,66392,,,
1973868,74450,68440,,,
1973870,74450,74571,,,
1973871,74450,74569,,,
1973872,74450,68418,,,
1973873,74450,68393,,,
1973874,74450,66329,,,
1973875,74450,66328,,,
1973877,74450,72464,,,
1973878,74450,66318,,,
1973879,74450,72462,,,
1973880,74450,72461,,,
1973881,74450,76546,,,
1973882,74450,70394,,,
1973884,74450,66295,,,
1973885,74450,68334,,,
1973886,74450,70380,,,
1973887,74450,76515,,,
1973888,74450,76514,,,
1973889,74450,76508,,,
1973891,74450,68312,,,
1973892,74450,76497,,,
1973893,74450,68304,,,
1973894,74450,68303,,,
1973895,74450,70350,,,
1973896,74450,70337,,,
1973898,74450,68279,,,
1973899,74450,77886,,,
1973900,74450,70325,,,
1973901,74450,72373,,,
1973902,74450,68277,,,
1973903,74450,68276,,,
1973905,74450,70320,,,
1973906,74450,70318,,,
1973907,74450,70316,,,
1973908,74450,76459,,,
1973909,74450,76458,,,
1973910,74450,70312,,,
1973912,74450,68263,,,
1973913,74450,76446,,,
1973914,74450,76442,,,
1973915,74450,70289,,,
1973916,74450,70288,,,
1973917,74450,70287,,,
1973919,74450,72327,,,
1973920,74450,76413,,,
1973921,74450,76409,,,
1973922,74450,68206,,,
1973923,74450,76398,,,
1973924,74450,76391,,,
1973926,74450,72281,,,
1973927,74450,68183,,,
1973928,74450,76372,,,
1973929,74450,70227,,,
1973930,74450,68178,,,
1973931,74450,68177,,,
1973933,74450,66114,,,
1973934,74450,74304,,,
1973935,74450,74303,,,
1973936,74450,74302,,,
1973938,74450,72244,,,
1973939,74450,74290,,,
1973940,74450,66097,,,
1973942,74450,74283,,,
1973943,74450,76327,,,
1973944,74450,76322,,,
1973945,74450,66076,,,
1973946,74450,66073,,,
1973947,74450,70150,,,
1973949,74450,74224,,,
1973950,74450,70122,,,
1973951,74450,70112,,,
1973952,74450,70111,,,
1973953,74450,70109,,,
1973954,74450,70105,,,
1973956,74450,69696,,,
1973957,74450,74176,,,
1973958,74450,68027,,,
1973959,74450,72121,,,
1973960,74450,76212,,,
1973961,74450,72113,,,
1973963,74450,74151,,,
1973964,74450,72099,,,
1973965,74450,76193,,,
1973966,74450,76190,,,
1973967,74450,70045,,,
1973968,74450,74134,,,
1973970,74450,72081,,,
1973971,74450,76171,,,
1973972,74450,76168,,,
1973973,74450,74118,,,
1973974,74450,74114,,,
1973975,74450,74111,,,
1973977,74450,70011,,,
1973978,74450,76146,,,
1973979,74450,76143,,,
1973980,74450,74093,,,
1973981,74450,69995,,,
1973982,74450,74091,,,
1973984,74450,74086,,,
1973985,74450,76120,,,
1973986,74450,69972,,,
1973987,74450,74066,,,
1973988,74450,76113,,,
1973989,74450,74058,,,
1973991,74450,74052,,,
1973992,74450,78141,,,
1973993,74450,74041,,,
1973994,74450,76081,,,
1973995,74450,78121,,,
1973996,74450,74025,,,
1973998,74450,71955,,,
1973999,74450,76044,,,
1974000,74450,73994,,,
1974001,74450,73992,,,
1974002,74450,73981,,,
1974003,74450,73980,,,
1974005,74450,73970,,,
1974006,74450,78055,,,
1974007,74450,69862,,,
1974008,74450,69861,,,
1974009,74450,67810,,,
1974010,74450,73950,,,
1974012,74450,69852,,,
1974013,74450,73949,,,
1974014,74450,73948,,,
1974015,74450,69851,,,
1974016,74450,69850,,,
1974017,74450,69849,,,
1974019,74450,69847,,,
1974020,74450,69846,,,
1974021,74450,69845,,,
1974022,74450,69843,,,
1974023,74450,73934,,,
1974024,74450,75983,,,
1974026,74450,78024,,,
1974027,74450,73925,,,
1974028,74450,78017,,,
1974029,74450,69809,,,
1974030,74450,67759,,,
1974031,74450,73901,,,
1974033,74450,75774,,,
1974034,74450,69620,,,
1974035,74450,69619,,,
1974036,74450,69618,,,
1974037,74450,69617,,,
1974038,74450,77808,,,
1974040,74450,67562,,,
1974041,74450,71651,,,
1974042,74450,67557,,,
