,37454,68482,,,
991930,37505,75125,,,
991937,37505,74349,,,
991944,37505,69721,,,
991951,37505,67913,,,
991958,37505,70974,,,
991965,37505,69943,,,
991972,37505,66975,,,
991979,37505,77080,,,
991986,37505,66441,,,
991993,37506,72313,,,
991998,37506,70509,,,
992002,37506,71145,,,
992009,37506,70112,,,
992016,37506,69334,,,
992023,37506,70337,,,
992030,37506,75170,,,
992037,37506,69647,,,
992044,37507,77428,,,
992051,37507,76389,,,
992058,37507,72896,,,
992065,37507,77620,,,
992072,37507,75817,,,
992079,37507,77465,,,
992086,37526,85436,,,
992093,37509,74728,,,
992100,37509,67524,,,
992105,37509,77240,,,
992109,37509,66475,,,
992116,37509,76704,,,
992123,37509,74133,,,
992130,37509,75144,,,
992137,37509,73571,,,
992144,37509,69437,,,
992151,37509,70448,,,
992158,37509,77584,,,
992165,37509,75493,,,
992172,37509,74455,,,
992179,37509,76460,,,
992186,37509,77428,,,
992193,37509,75869,,,
992200,37509,74819,,,
992207,37509,71702,,,
992212,37509,75286,,,
992216,37509,67589,,,
992223,37510,72171,,,
992230,37510,74712,,,
992237,37510,76212,,,
992244,37510,74662,,,
992251,37510,76183,,,
992258,37510,75629,,,
992265,37510,72008,,,
992272,37510,66354,,,
992279,37510,68337,,,
992286,37510,72392,,,
992293,37510,71347,,,
992300,37510,77965,,,
992307,37510,76389,,,
992314,37510,69200,,,
992319,37510,75817,,,
992323,37510,67578,,,
992330,37510,74257,,,
992337,37511,72662,,,
992344,37511,71145,,,
992351,37511,72326,,,
992358,37512,69268,,,
992365,37512,68074,,,
992372,37513,73199,,,
992379,37513,72662,,,
992386,37513,73152,,,
992393,37513,73878,,,
992400,37513,72326,,,
992407,37514,75888,,,
992414,37514,76630,,,
992421,37514,73015,,,
992426,37514,66972,,,
992430,37514,67081,,,
992437,37515,77060,,,
992444,37516,73457,,,
992451,37516,70739,,,
992458,37516,71347,,,
992465,37516,73751,,,
992472,37516,68875,,,
992479,37517,75130,,,
992486,37540,27351,,,
992493,37540,60265,,,
992500,37520,70137,,,
992507,37520,68867,,,
992514,37522,78060,,,
992521,37522,77536,,,
992528,37522,72384,,,
992533,37522,69158,,,
992537,37522,76052,,,
992544,37522,77192,,,
992551,37523,68020,,,
992558,37523,70761,,,
992565,37524,75707,,,
992572,37524,67506,,,
992579,37524,77737,,,
992586,37524,68504,,,
992593,37524,70020,,,
992600,37524,71024,,,
992607,37524,75608,,,
992614,37524,68420,,,
992621,37524,67875,,,
992628,37524,74518,,,
992635,37524,76539,,,
992640,37524,78044,,,
992644,37524,68809,,,
992651,37524,78005,,,
992658,37524,70317,,,
992665,37524,66716,,,
992672,37524,72839,,,
992679,37524,68718,,,
992686,37524,77917,,,
992693,37524,76879,,,
992700,37524,68074,,,
992707,37524,69086,,,
992714,37524,73681,,,
992721,37524,66120,,,
992728,37524,74808,,,
992735,37524,67113,,,
992742,37524,70682,,,
992747,37524,66582,,,
992751,37524,67603,,,
992758,37524,71172,,,
992765,37493,146,,,
992772,37527,74936,,,
992779,37528,71416,,,
992786,37530,69744,,,
992793,37530,70495,,,
992800,37530,69074,,,
992807,37530,75711,,,
992814,37530,75821,,,
992821,37530,76192,,,
992828,37530,70025,,,
992835,37530,74752,,,
992842,37531,67570,,,
992849,37531,68074,,,
992854,37531,76388,,,
992858,37531,67292,,,
992865,37531,74705,,,
992872,37531,74048,,,
992879,37531,75314,,,
992886,37531,77352,,,
992893,37531,78108,,,
992900,37531,75538,,,
992907,37532,96314,,,
992914,37532,62577,,,
992921,37532,3555,,,
992928,37533,75241,,,
992935,37533,71126,,,
992942,37533,67910,,,
992949,37533,71477,,,
992956,37533,77607,,,
992961,37533,72726,,,
992965,37533,77454,,,
992972,37534,75134,,,
992979,37537,71673,,,
992986,37537,77797,,,
992993,37537,67014,,,
993000,37537,74150,,,
993007,37537,76694,,,
993014,37537,68956,,,
993021,37537,76564,,,
993028,37537,67835,,,
993035,37537,71890,,,
993042,37537,77992,,,
993049,37537,77971,,,
993056,37537,69731,,,
993063,37537,77862,,,
993068,37538,69627,,,
993072,37538,69931,,,
993079,37519,59761,,,
993086,37519,60116,,,
993093,37519,19265,,,
993100,37519,18097,,,
993107,37519,28188,,,
993114,37539,33051,,,
993121,37539,44242,,,
993128,37539,3362,,,
993135,37542,67300,,,
993142,37544,70379,,,
993149,37544,73660,,,
993156,37544,68135,,,
993163,37544,66307,,,
993170,37580,81627,,,
993175,37580,85187,,,
993179,37580,83511,,,
993186,37580,89506,,,
993193,37580,90247,,,
993200,37549,84340,,,
993207,37549,89901,,,
993214,37550,89278,,,
993221,37550,39473,,,
993228,37550,86787,,,
993235,37552,70133,,,
993242,37552,77766,,,
993249,37552,69022,,,
993256,37552,72584,,,
993263,37552,76127,,,
993270,37552,66369,,,
993277,37552,77604,,,
993282,37552,68867,,,
993286,37552,67306,,,
993293,37552,72915,,,
993300,37552,78008,,,
993307,37552,74915,,,
993314,37552,72826,,,
993321,37552,69222,,,
993328,37552,66614,,,
993335,37552,69637,,,
993342,37553,75149,,,
993349,37553,67454,,,
993356,37553,72558,,,
993363,37553,73559,,,
993370,37553,74051,,,
993377,37553,74546,,,
993384,37553,71453,,,
993389,37553,66326,,,
993393,37553,76539,,,
993400,37553,78056,,,
993407,37553,68303,,,
993414,37553,69315,,,
993421,37553,74942,,,
993428,37553,66227,,,
993435,37553,69284,,,
993442,37553,75933,,,
993449,37553,75413,,,
993456,37553,71808,,,
993463,37553,76393,,,
993470,37553,77910,,,
993477,37553,74829,,,
993484,37553,66545,,,
993491,37553,68071,,,
993496,37553,72163,,,
993500,37553,67037,,,
993507,37553,77270,,,
993514,37553,73167,,,
993521,37553,74691,,,
993528,37553,73654,,,
993535,37553,74152,,,
993542,37553,66453,,,
993549,37553,73792,,,
993556,37553,74286,,,
993563,37553,70684,,,
993570,37553,72212,,,
993577,37553,72206,,,
993584,37553,74241,,,
993591,37555,73970,,,
993598,37555,69263,,,
993603,37555,73251,,,
993607,37572,28183,,,
993614,37572,36875,,,
993621,37547,25535,,,
993628,37547,27109,,,
993635,37561,69620,,,
993642,37561,73187,,,
993649,37561,74678,,,
993656,37561,76192,,,
993663,37561,71042,,,
993670,37561,73580,,,
993677,37561,76102,,,
993684,37561,77577,,,
993691,37561,78048,,,
993698,37561,69263,,,
993705,37561,76394,,,
993710,37561,68177,,,
993714,37561,69699,,,
993721,37561,73251,,,
993728,37561,66060,,,
993735,37562,68572,,,
993742,37562,74711,,,
993749,37562,76229,,,
993756,37562,72631,,,
993763,37562,69037,,,
993770,37562,75173,,,
993777,37562,66446,,,
993784,37562,68485,,,
993791,37562,70004,,,
993798,37562,77163,,,
993805,37562,68444,,,
993812,37562,76102,,,
993817,37562,69942,,,
993821,37562,73001,,,
993828,37562,70934,,,
993835,37562,77069,,,
993842,37562,78049,,,
993849,37562,70359,,,
993856,37562,68303,,,
993863,37562,70328,,,
993870,37562,69284,,,
993877,37562,68736,,,
993884,37562,75888,,,
993891,37562,68714,,,
993898,37562,74848,,,
993905,37562,66545,,,
993912,37562,72163,,,
993919,37562,66631,,,
993924,37562,75840,,,
993928,37562,71232,,,
993935,37562,75824,,,
993942,37562,77342,,,
993949,37562,73239,,,
993956,37563,77563,,,
993963,37563,76906,,,
993970,37563,69215,,,
993977,37563,66511,,,
993984,37563,77346,,,
993991,37564,77213,,,
993998,37564,69262,,,
994005,37564,77219,,,
994012,37565,77588,,,
994019,37565,67117,,,
994026,37565,69885,,,
994031,37568,72436,,,
994035,37571,70717,,,
994042,37571,76069,,,
994049,37574,2415,,,
994056,37574,60133,,,
994063,37574,2270,,,
994070,37574,32454,,,
994077,37574,59180,,,
994084,37574,57109,,,
994091,37574,4493,,,
994098,37574,17796,,,
994105,37577,71935,,,
994112,37577,68334,,,
994119,37577,74591,,,
994126,37577,73677,,,
994133,37577,69828,,,
994138,37577,72757,,,
994142,37577,66198,,,
994149,37577,75659,,,
994156,37600,34581,,,
994163,37600,909,,,
994170,37581,69755,,,
994177,37581,68976,,,
994184,37581,76501,,,
994191,37581,75467,,,
994198,37581,70596,,,
994205,37581,67378,,,
994212,37581,77864,,,
994219,37581,70818,,,
994226,37581,70807,,,
994233,37581,70923,,,
994240,37581,67585,,,
994245,37584,70004,,,
994249,37584,69993,,,
994256,37584,66774,,,
994263,37584,67015,,,
994270,37584,78005,,,
994277,37584,76450,,,
994284,37584,67078,,,
994291,37548,58008,,,
994298,37548,21232,,,
994305,37548,22851,,,
994312,37589,62932,,,
994319,37589,29484,,,
994326,37590,74988,,,
994333,37590,73306,,,
994340,37590,70964,,,
994347,37590,68639,,,
994352,37590,69399,,,
994356,37590,74755,,,
994363,37591,77797,,,
994370,37591,72281,,,
994377,37591,68304,,,
994384,37591,75840,,,
994391,37591,75170,,,
994398,37591,68485,,,
994405,37567,31346,,,
994412,37567,24023,,,
994419,37567,19263,,,
994426,37567,27561,,,
994433,37567,58513,,,
994440,37597,82356,,,
994447,37597,87945,,,
994454,37597,92014,,,
994459,37597,82240,,,
994463,37597,90403,,,
994470,37597,65283,,,
994477,37597,82141,,,
994484,37597,82129,,,
994491,37597,82123,,,
994498,37597,89772,,,
994505,37597,76944,,,
994512,37597,29278,,,
994519,37597,45635,,,
994526,37597,90148,,,
994533,37597,7,,,
994540,37546,80020,,,
994547,37601,70115,,,
994554,37601,59836,,,
994561,37601,45482,,,
994566,37601,31251,,,
994570,37601,70543,,,
994577,37602,77307,,,
994584,37602,77794,,,
994591,37602,71126,,,
994598,37602,74172,,,
994605,37602,76209,,,
994612,37602,73637,,,
994619,37602,75160,,,
994626,37602,71045,,,
994633,37602,68974,,,
994640,37602,74581,,,
994647,37602,74569,,,
994654,37602,69442,,,
994661,37602,77607,,,
994668,37602,70932,,,
994673,37602,74484,,,
994677,37602,72928,,,
994684,37602,76508,,,
994691,37602,68801,,,
994698,37602,76462,,,
994705,37602,69783,,,
994712,37602,77453,,,
994719,37602,69754,,,
994726,37602,69225,,,
994733,37602,76370,,,
994740,37602,66631,,,
994747,37602,75824,,,
994754,37602,70180,,,
994761,37602,73247,,,
994768,37602,67584,,,
994775,37599,31019,,,
994780,37605,70137,,,
994784,37605,68587,,,
994791,37605,76253,,,
994798,37605,73171,,,
994805,37605,70085,,,
994812,37605,69050,,,
994819,37605,74152,,,
994826,37605,77215,,,
994833,37605,69011,,,
994840,37605,71547,,,
994847,37605,68973,,,
994854,37605,67895,,,
994861,37605,69930,,,
994868,37605,72480,,,
994875,37605,67858,,,
994882,37605,72450,,,
994887,37605,72952,,,
994891,37605,75508,,,
994898,37605,67304,,,
994905,37605,67294,,,
994912,37605,72915,,,
994919,37605,68808,,,
994926,37605,68800,,,
994933,37605,76470,,,
994940,37605,66216,,,
994947,37605,70304,,,
994954,37605,72847,,,
994961,37605,76933,,,
994968,37605,77432,,,
994975,37605,77420,,,
994982,37605,66136,,,
994989,37605,75345,,,
994994,37605,76873,,,
994998,37605,69180,,,
995005,37605,66909,,,
995012,37605,76113,,,
995019,37605,76105,,,
995026,37605,76605,,,
995033,37605,68141,,,
995040,37605,73255,,,
995047,37605,77853,,,
995054,37605,76309,,,
995061,37605,75275,,,
995068,37605,74755,,,
995075,37606,72052,,,
995082,37606,76385,,,
995089,37606,67157,,,
995096,37606,75086,,,
995101,37606,70084,,,
995105,37606,75716,,,
995112,37606,75194,,,
995119,37606,73135,,,
995126,37606,75819,,,
995133,37606,70807,,,
995140,37606,71816,,,
995147,37606,77696,,,
995154,37607,19063,,,
995161,37607,74351,,,
995168,37607,73189,,,
995175,37607,70864,,,
995182,37607,66367,,,
995189,37607,31157,,,
995196,37607,35371,,,
995203,37607,2072,,,
995208,37607,60559,,,
995212,37607,65804,,,
995219,37607,2304,,,
995226,37604,31019,,,
995233,37611,33844,,,
995240,37611,31592,,,
995247,37573,84214,,,
995254,37573,82275,,,
995261,37573,84186,,,
995268,37573,88767,,,
995275,37573,80275,,,
995282,37573,81536,,,
995289,37613,76372,,,
995296,37613,74052,,,
995303,37613,75821,,,
995310,37613,74778,,,
995315,37613,74769,,,
995319,37613,77190,,,
995326,37576,44581,,,
995333,37618,78049,,,
995340,37618,73145,,,
995347,37618,69918,,,
995354,37619,75418,,,
995361,37619,68720,,,
995368,37619,70017,,,
995375,37620,69067,,,
995382,37662,84984,,,
995389,37662,88548,,,
995396,37625,74224,,,
995403,37625,71906,,,
995410,37625,74964,,,
995417,37625,74188,,,
995422,37625,74052,,,
995426,37625,73780,,,
995433,37625,73644,,,
995440,37625,76067,,,
995447,37625,73756,,,
995454,37625,66709,,,
995461,37625,66433,,,
995468,37647,84587,,,
995475,37647,84301,,,
995482,37647,85432,,,
995489,37647,85142,,,
995496,37647,85127,,,
995503,37647,85120,,,
995510,37629,69086,,,
995517,37629,87814,,,
995524,37629,33744,,,
995529,37629,71626,,,
995533,37629,84422,,,
995540,37629,84415,,,
995547,37629,80823,,,
995554,37629,87804,,,
995561,37629,67494,,,
995568,37629,73113,,,
995575,37629,87798,,,
995582,37629,87796,,,
995589,37629,87794,,,
995596,37629,39269,,,
995603,37629,65887,,,
995610,37629,76626,,,
995617,37629,65282,,,
995624,37629,77303,,,
995631,37629,75060,,,
995636,37629,33578,,,
995640,37629,82721,,,
995647,37629,77596,,,
995654,37629,80661,,,
995661,37629,77070,,,
995668,37629,80647,,,
995675,37629,80640,,,
995682,37629,87801,,,
995689,37629,80645,,,
995696,37629,80619,,,
995703,37629,76506,,,
995710,37629,76497,,,
995717,37629,82622,,,
995724,37629,77996,,,
995731,37629,77470,,,
995738,37629,21502,,,
995743,37629,89742,,,
995747,37629,90762,,,
995754,37629,38014,,,
995761,37629,77426,,,
995768,37629,91757,,,
995775,37629,77409,,,
995782,37629,27645,,,
995789,37629,71144,,,
995796,37629,87817,,,
995803,37629,66633,,,
995810,37629,74808,,,
995817,37629,67114,,,
995824,37629,87579,,,
995831,37629,28173,,,
995838,37629,81409,,,
995845,37630,69241,,,
995850,37630,69227,,,
995854,37630,69216,,,
995861,37630,75336,,,
995868,37630,67113,,,
995875,37630,73247,,,
995882,37630,69119,,,
995889,37630,69068,,,
995896,37630,69043,,,
995903,37630,15768,,,
995910,37630,19855,,,
995917,37630,68947,,,
995924,37630,70958,,,
995931,37630,38113,,,
995938,37630,3252,,,
995945,37630,74903,,,
995952,37630,29839,,,
995957,37630,66671,,,
995961,37630,58455,,,
995968,37630,76829,,,
995975,37630,70655,,,
995982,37630,68568,,,
995989,37630,68534,,,
995996,37630,68510,,,
996003,37630,68486,,,
996010,37630,68448,,,
996017,37630,66355,,,
996024,37630,4871,,,
996031,37630,70380,,,
996038,37630,76476,,,
996045,37630,70316,,,
996052,37630,70297,,,
996059,37630,33395,,,
996064,37630,74331,,,
996068,37630,4681,,,
996075,37630,74302,,,
996082,37630,68141,,,
996089,37630,66063,,,
996096,37630,70127,,,
996103,37630,70072,,,
996110,37630,29082,,,
996117,37630,33155,,,
996124,37630,31091,,,
996131,37630,74091,,,
996138,37630,69972,,,
996145,37630,76069,,,
996152,37630,30983,,,
996159,37630,78069,,,
996166,37630,30955,,,
996171,37630,69861,,,
996175,37630,217,,,
996182,37630,69849,,,
996189,37630,69609,,,
996196,37630,67505,,,
996203,37630,77705,,,
996210,37630,75622,,,
996217,37630,73525,,,
996224,37630,77563,,,
996231,37630,16106,,,
996238,37630,71334,,,
996245,37630,59584,,,
996252,37630,57482,,,
996259,37630,69725,,,
996266,37630,30794,,,
996273,37630,30777,,,
996278,37630,73758,,,
996282,37630,73742,,,
996289,37635,96825,,,
996296,37639,69105,,,
996303,37639,69995,,,
996310,37639,68183,,,
996317,37639,75727,,,
996324,37639,75840,,,
996331,37639,75064,,,
996338,37639,76848,,,
996345,37639,73638,,,
996352,37639,77470,,,
996359,37639,68753,,,
996366,37648,15024,,,
996373,37641,32929,,,
996380,37663,88905,,,
996385,37683,80875,,,
996389,37683,80871,,,
996396,37683,92602,,,
996403,37683,87449,,,
996410,37683,84875,,,
996417,37683,80247,,,
996424,37683,85325,,,
996431,37683,83245,,,
996438,37683,79119,,,
996445,37683,84671,,,
996452,37683,89249,,,
996459,37683,90245,,,
996466,37683,84586,,,
996473,37683,89683,,,
996480,37683,88621,,,
996487,37683,80903,,,
996492,37645,86864,,,
996496,37645,83749,,,
996503,37646,37348,,,
996510,37646,75232,,,
996517,37646,73670,,,
996524,37646,68519,,,
996531,37646,71557,,,
996538,37646,33653,,,
996545,37646,1373,,,
996552,37646,74572,,,
996559,37646,69937,,,
996566,37646,75533,,,
996573,37646,91378,,,
996580,37646,1765,,,
996587,37646,72415,,,
996594,37646,74966,,,
996599,37646,74960,,,
996603,37646,25287,,,
996610,37646,77490,,,
996617,37646,28832,,,
996624,37646,28819,,,
996631,37646,74374,,,
996638,37646,72819,,,
996645,37646,71271,,,
996652,37646,32347,,,
996659,37646,90692,,,
996666,37646,59941,,,
996673,37646,33306,,,
996680,37646,66565,,,
996687,37656,31078,,,
996694,37651,67063,,,
996701,37651,73188,,,
996706,37651,75224,,,
996710,37651,71124,,,
996717,37651,75718,,,
996724,37651,74171,,,
996731,37651,72630,,,
996738,37651,77736,,,
996745,37651,73124,,,
996752,37651,75157,,,
996759,37651,67470,,,
996766,37651,72079,,,
996773,37651,71559,,,
996780,37651,74111,,,
996787,37651,67443,,,
996794,37651,69982,,,
996801,37651,72534,,,
996808,37651,73030,,,
996813,37651,75073,,,
996817,37651,73529,,,
996824,37651,75061,,,
996831,37651,68397,,,
996838,37651,68898,,,
996845,37651,68880,,,
996852,37651,75017,,,
996859,37651,70391,,,
996866,37651,74477,,,
996873,37651,70879,,,
996880,37651,78047,,,
996887,37651,74964,,,
996894,37651,71883,,,
996901,37651,75455,,,
996908,37651,70328,,,
996915,37651,75440,,,
996920,37651,69284,,,
996924,37651,69276,,,
996931,37651,71566,,,
996938,37651,74872,,,
996945,37651,69743,,,
996952,37651,77924,,,
996959,37651,75869,,,
996966,37651,75852,,,
996973,37651,77380,,,
996980,37651,75821,,,
996987,37651,68642,,,
996994,37651,74260,,,
997001,37651,72726,,,
997008,37651,73227,,,
997015,37654,73242,,,
997022,37654,74352,,,
997027,37654,74219,,,
997031,37677,88248,,,
997038,37677,80069,,,
997045,37658,67988,,,
997052,37658,78149,,,
997059,37659,29813,,,
997066,37659,60271,,,
997073,37659,22229,,,
997080,37659,27973,,,
997087,37659,37677,,,
997094,37659,34079,,,
997101,37659,72720,,,
997108,37622,33682,,,
997115,37664,73967,,,
997122,37664,71138,,,
997129,37664,68568,,,
997134,37664,77263,,,
997138,37664,66883,,,
997145,37664,74679,,,
997152,37664,76967,,,
997159,37664,74910,,,
997166,37664,68998,,,
997173,37624,85860,,,
997180,37668,71423,,,
997187,37668,71406,,,
997194,37668,72929,,,
997201,37668,72006,,,
997208,37668,77486,,,
997215,37668,71708,,,
997222,37668,71424,,,
997229,37634,1023,,,
997236,37634,3312,,,
997241,37634,3299,,,
997245,37634,478,,,
997252,37634,27602,,,
997259,37634,33224,,,
997266,37634,33332,,,
997273,37634,34220,,,
997280,37634,38437,,,
997287,37634,33819,,,
997294,37634,28813,,,
997301,37675,69119,,,
997308,37675,73328,,,
997315,37675,76508,,,
997322,37675,73157,,,
997329,37675,73638,,,
997336,37675,77470,,,
997343,37675,75412,,,
997348,37675,73740,,,
997352,37643,31229,,,
997359,37643,31182,,,
997366,37643,30126,,,
997373,37643,33190,,,
997380,37643,30588,,,
997387,37643,33135,,,
997394,37643,37210,,,
997401,37643,61234,,,
997408,37643,22824,,,
997415,37643,29980,,,
997422,37643,62206,,,
997429,37643,3312,,,
997436,37643,3299,,,
997443,37643,59600,,,
997450,37643,57021,,,
997455,37643,46753,,,
997459,37643,4248,,,
997466,37643,32401,,,
997473,37643,29831,,,
997480,37643,29301,,,
997487,37643,32342,,,
997494,37643,30277,,,
997501,37643,4657,,,
997508,37643,57357,,,
997515,37678,78076,,,
997522,37678,72297,,,
997529,37678,76501,,,
997536,37678,77638,,,
997543,37678,66239,,,
997550,37678,76460,,,
997557,37678,74658,,,
997562,37678,68505,,,
997566,37678,72979,,,
997573,37678,67589,,,
997580,37652,24537,,,
997587,37652,1336,,,
997594,37652,60067,,,
997601,37652,60048,,,
997608,37680,68488,,,
997615,37681,69688,,,
997622,37681,70380,,,
997629,37684,72311,,,
997636,37684,75878,,,
997643,37684,72318,,,
997650,37684,76736,,,
997657,37684,66358,,,
997664,37684,75823,,,
997669,37684,69162,,,
997673,37684,77734,,,
997680,37684,69918,,,
997687,37684,76431,,,
997694,37684,76805,,,
997701,37685,71024,,,
997708,37685,73790,,,
997715,37685,67243,,,
997722,37685,71190,,,
997729,37660,49011,,,
997736,37660,16261,,,
997743,37649,4542,,,
997750,37649,1084,,,
997757,37689,69166,,,
997764,37689,74661,,,
997771,37689,75148,,,
997776,37689,77056,,,
997780,37674,26741,,,
997787,37650,19700,,,
997794,37650,38990,,,
997801,37650,15806,,,
997808,37650,46766,,,
997815,37650,26525,,,
997822,37650,2956,,,
997829,37690,71673,,,
997836,37690,66537,,,
997843,37690,76757,,,
997850,37690,76738,,,
997857,37690,76713,,,
997864,37690,77718,,,
997871,37690,70526,,,
997878,37690,68447,,,
997883,37690,76796,,,
997887,37690,76589,,,
997894,37690,74000,,,
997901,37690,69880,,,
997908,37690,78057,,,
997915,37690,77006,,,
997922,37690,77983,,,
997929,37690,70283,,,
997936,37690,69731,,,
997943,37690,75347,,,
997950,37690,74808,,,
997957,37690,75798,,,
997964,37690,69127,,,
997971,37626,84477,,,
997978,37626,85916,,,
997985,37695,2426,,,
997990,37693,71431,,,
997994,37693,71432,,,
998001,37709,27645,,,
998008,37709,14296,,,
998015,37709,5042,,,
998022,37709,23960,,,
998029,37709,33670,,,
998036,37709,33662,,,
998043,37709,39269,,,
998050,37709,39267,,,
998057,37709,21847,,,
998064,37709,3395,,,
998071,37709,34097,,,
998078,37709,2340,,,
998085,37709,789,,,
998092,37709,62733,,,
998097,37709,65282,,,
998101,37709,32504,,,
998108,37709,4828,,,
998115,37709,195,,,
998122,37709,60575,,,
998129,37709,8334,,,
998136,37709,20605,,,
998143,37709,27759,,,
998150,37709,33883,,,
998157,37709,3636,,,
998164,37709,101918,,,
998171,37709,60428,,,
998178,37725,87196,,,
998185,37725,86409,,,
998192,37697,74973,,,
998199,37697,77840,,,
998204,37697,74147,,,
998208,37699,74038,,,
998215,37699,78021,,,
998222,37700,72163,,,
998229,37700,75738,,,
998236,37700,74705,,,
998243,37700,75713,,,
998250,37700,66480,,,
998257,37700,77192,,,
998264,37700,76155,,,
998271,37700,73580,,,
998278,37700,73569,,,
998285,37700,70961,,,
998292,37700,69918,,,
998299,37700,68874,,,
998306,37700,73952,,,
998311,37700,70359,,,
998315,37700,76497,,,
998322,37700,102082,,,
998329,37700,75956,,,
998336,37700,72335,,,
998343,37700,72313,,,
998350,37700,69226,,,
998357,37700,74848,,,
998364,37700,67497,,,
998371,37700,77719,,,
998378,37700,66631,,,
998385,37700,71232,,,
998392,37700,75824,,,
998399,37700,77342,,,
