17,70180,,,
2098641,86317,75303,,,
2098642,86317,73254,,,
2098643,86317,75813,,,
2098644,86317,75812,,,
2098646,86317,76322,,,
2098647,86317,69664,,,
2098648,86317,68640,,,
2098649,86317,73759,,,
2098650,86317,71704,,,
2098651,86317,69143,,,
2098653,86317,73235,,,
2098654,86317,69650,,,
2098655,86317,77329,,,
2098656,86317,71183,,,
2098657,86317,77327,,,
2098658,86317,75275,,,
2098660,86317,77828,,,
2098661,86317,76292,,,
2098662,86320,68943,,,
2098663,86320,77134,,,
2098664,86320,76109,,,
2098665,86320,76108,,,
2098667,86320,76105,,,
2098668,86320,70972,,,
2098669,86320,76089,,,
2098670,86320,75576,,,
2098671,86320,77623,,,
2098672,86320,70961,,,
2098674,86320,68910,,,
2098675,86320,74022,,,
2098676,86320,69921,,,
2098677,86320,74015,,,
2098678,86320,66326,,,
2098679,86320,70935,,,
2098681,86320,66324,,,
2098682,86320,77587,,,
2098683,86320,72465,,,
2098684,86320,68874,,,
2098685,86320,76042,,,
2098686,86320,76040,,,
2098688,86320,69880,,,
2098689,86320,68855,,,
2098690,86320,75508,,,
2098691,86320,68848,,,
2098692,86320,75499,,,
2098693,86320,66282,,,
2098695,86320,78055,,,
2098696,86320,72928,,,
2098697,86320,75488,,,
2098698,86320,68312,,,
2098700,86320,78030,,,
2098701,86320,76497,,,
2098702,86320,68304,,,
2098704,86320,77006,,,
2098705,86320,78025,,,
2098706,86320,77504,,,
2098707,86320,70329,,,
2098708,86320,77496,,,
2098709,86320,66738,,,
2098711,86320,69284,,,
2098712,86320,77982,,,
2098713,86320,74910,,,
2098714,86320,70811,,,
2098715,86320,76952,,,
2098716,86320,76435,,,
2098718,86320,76426,,,
2098719,86320,75402,,,
2098720,86320,71817,,,
2098721,86320,75399,,,
2098722,86320,75393,,,
2098723,86320,75395,,,
2098725,86320,76929,,,
2098726,86320,77432,,,
2098727,86320,77430,,,
2098728,86320,69236,,,
2098729,86320,68604,,,
2098730,86320,71673,,,
2098732,86320,68598,,,
2098733,86320,66547,,,
2098734,86320,66548,,,
2098735,86320,66035,,,
2098736,86320,66546,,,
2098737,86320,76270,,,
2098739,86320,69091,,,
2098740,86320,77797,,,
2098741,86320,77796,,,
2098742,86320,69092,,,
2098743,86320,76771,,,
2098744,86320,75746,,,
2098746,86320,75744,,,
2098747,86320,74719,,,
2098748,86320,68572,,,
2098749,86320,75740,,,
2098750,86320,75737,,,
2098751,86320,68568,,,
2098753,86320,75727,,,
2098754,86320,76241,,,
2098755,86320,75728,,,
2098756,86320,77263,,,
2098757,86320,75725,,,
2098758,86320,69069,,,
2098760,86320,69577,,,
2098761,86320,77249,,,
2098762,86320,75713,,,
2098763,86320,76738,,,
2098764,86320,77761,,,
2098765,86320,74171,,,
2098767,86320,66480,,,
2098768,86320,66476,,,
2098769,86320,73638,,,
2098770,86320,74150,,,
2098771,86320,71076,,,
2098772,86320,73634,,,
2098774,86320,77722,,,
2098775,86320,71066,,,
2098776,86320,75160,,,
2098777,86320,77718,,,
2098778,86320,76694,,,
2098779,86320,69011,,,
2098781,86320,76163,,,
2098782,86320,68998,,,
2098783,86320,68485,,,
2098784,86320,73602,,,
2098785,86320,77699,,,
2098786,86320,76674,,,
2098788,86320,76670,,,
2098789,86320,73077,,,
2098790,86320,67956,,,
2098791,86320,77171,,,
2098792,86320,66415,,,
2098793,86320,70511,,,
2098795,86320,69483,,,
2098796,86320,70506,,,
2098797,86320,74086,,,
2098798,86320,76133,,,
2098799,86320,66914,,,
2098800,86320,76129,,,
2098802,86320,68956,,,
2098803,86320,70997,,,
2098804,86320,76110,,,
2098805,86320,76113,,,
2098807,86320,66164,,,
2098808,86320,76910,,,
2098809,86320,76909,,,
2098811,86320,69226,,,
2098812,86320,69731,,,
2098813,86320,73314,,,
2098814,86320,76898,,,
2098815,86320,72281,,,
2098816,86320,77397,,,
2098818,86320,70227,,,
2098819,86320,76370,,,
2098820,86320,77904,,,
2098821,86320,71239,,,
2098822,86320,73801,,,
2098823,86320,69704,,,
2098825,86320,75847,,,
2098826,86320,71238,,,
2098827,86320,68677,,,
2098828,86320,76865,,,
2098829,86320,77889,,,
2098830,86320,75841,,,
2098832,86320,77886,,,
2098833,86320,77373,,,
2098834,86320,77372,,,
2098835,86320,71226,,,
2098836,86320,74804,,,
2098837,86320,73773,,,
2098839,86320,75306,,,
2098840,86320,69670,,,
2098841,86320,77349,,,
2098842,86320,77342,,,
2098843,86320,69147,,,
2098844,86320,71188,,,
2098846,86320,68617,,,
2098847,86320,77833,,,
2098848,86320,70664,,,
2098849,86321,68859,,,
2098850,86321,69105,,,
2098851,86321,72313,,,
2098853,86321,72311,,,
2098854,86321,72822,,,
2098855,86321,72561,,,
2098856,86321,70768,,,
2098857,86321,74735,,,
2098858,86321,68848,,,
2098860,86321,75888,,,
2098861,86321,77423,,,
2098862,86321,77362,,,
2098863,86321,72555,,,
2098864,86321,77803,,,
2098865,86321,77419,,,
2098867,86321,76518,,,
2098868,86321,73189,,,
2098869,86321,73952,,,
2098870,86321,72287,,,
2098871,86321,73438,,,
2098872,86321,74588,,,
2098874,86321,70742,,,
2098875,86321,69200,,,
2098876,86321,76628,,,
2098877,86321,69202,,,
2098878,86321,76626,,,
2098879,86321,69201,,,
2098881,86321,71626,,,
2098882,86321,71881,,,
2098883,86321,72264,,,
2098884,86321,76229,,,
2098885,86321,68984,,,
2098886,86321,72825,,,
2098888,86321,68276,,,
2098889,86321,75064,,,
2098890,86321,76209,,,
2098891,86321,73145,,,
2098892,86321,69558,,,
2098893,86321,68277,,,
2098895,86321,69426,,,
2098896,86321,75060,,,
2098897,86321,75059,,,
2098898,86321,72497,,,
2098899,86321,75441,,,
2098900,86321,76848,,,
2098902,86321,75821,,,
2098903,86321,68904,,,
2098904,86321,76327,,,
2098905,86321,77989,,,
2098906,86321,76322,,,
2098907,86321,75170,,,
2098909,86321,69664,,,
2098910,86321,73759,,,
2098911,86321,70937,,,
2098912,86321,73113,,,
2098914,86321,69268,,,
2098915,86321,72335,,,
2098916,86321,66575,,,
2098918,86321,69257,,,
2098919,86321,76423,,,
2098920,86304,601,,,
2098921,86304,25086,,,
2098922,86304,62458,,,
2098923,86304,38905,,,
2098925,86304,57206,,,
2098926,86304,30578,,,
2098927,86304,25082,,,
2098928,86304,29422,,,
2098929,86304,29421,,,
2098930,86304,30061,,,
2098932,86304,60392,,,
2098933,86304,33122,,,
2098934,86304,26850,,,
2098935,86304,59744,,,
2098936,86304,27485,,,
2098937,86304,30934,,,
2098939,86304,30933,,,
2098940,86304,30291,,,
2098941,86304,31182,,,
2098942,86304,32461,,,
2098943,86304,14925,,,
2098944,86304,102090,,,
2098946,86304,102088,,,
2098947,86304,19397,,,
2098948,86304,3193,,,
2098949,86304,24638,,,
2098950,86304,3260,,,
2098951,86304,30647,,,
2098953,86304,29995,,,
2098954,86304,22956,,,
2098955,86304,33195,,,
2098956,86304,60328,,,
2098957,86304,3368,,,
2098958,86304,42277,,,
2098960,86304,37662,,,
2098961,86304,37917,,,
2098962,86304,4635,,,
2098963,86304,30617,,,
2098964,86304,30105,,,
2098965,86304,33047,,,
2098967,86304,3602,,,
2098968,86304,38034,,,
2098969,86304,62224,,,
2098970,86304,62222,,,
2098971,86304,33035,,,
2098972,86304,30983,,,
2098974,86304,4102,,,
2098975,86304,30597,,,
2098976,86312,3195,,,
2098977,86312,2936,,,
2098978,86312,19317,,,
2098979,86312,27756,,,
2098981,86312,26979,,,
2098982,86312,15586,,,
2098983,86312,16865,,,
2098984,86312,16861,,,
2098985,86312,16860,,,
2098986,86312,16859,,,
2098988,86312,32463,,,
2098989,86312,38599,,,
2098990,86312,18877,,,
2098991,86312,25277,,,
2098992,86312,27962,,,
2098993,86312,41264,,,
2098995,86312,59667,,,
2098996,86312,12945,,,
2098997,86312,25478,,,
2098998,86312,18051,,,
2098999,86312,19331,,,
2099000,86312,18048,,,
2099002,86328,68086,,,
2099003,86328,67443,,,
2099004,86328,71155,,,
2099005,86328,73458,,,
2099006,86328,73457,,,
2099007,86328,73951,,,
2099009,86328,75224,,,
2099010,86328,70739,,,
2099011,86328,78034,,,
2099012,86328,71366,,,
2099013,86328,71365,,,
2099014,86328,77761,,,
2099016,86328,72375,,,
2099017,86328,76087,,,
2099018,86328,70582,,,
2099019,86328,67890,,,
2099021,86328,66604,,,
2099022,86328,66847,,,
2099023,86328,70815,,,
2099025,86328,66460,,,
2099026,86328,73751,,,
2099027,86328,72981,,,
2099028,86328,73237,,,
2099029,86328,73236,,,
2099030,86328,70162,,,
2099032,86328,68875,,,
2099033,86328,75274,,,
2099034,86328,76168,,,
2099035,86328,71559,,,
2099036,86328,68481,,,
2099037,86324,85692,,,
2099039,86324,80409,,,
2099040,86324,79448,,,
2099041,86324,91415,,,
2099042,86324,91414,,,
2099043,86324,85689,,,
2099044,86324,92718,,,
2099046,86324,79500,,,
2099047,86324,81897,,,
2099048,86324,88905,,,
2099049,86324,84472,,,
2099050,86324,89159,,,
2099051,86324,85379,,,
2099053,86324,89604,,,
2099054,86324,88643,,,
2099055,86307,82161,,,
2099056,86307,82163,,,
2099057,86307,82162,,,
2099058,86307,84942,,,
2099060,86307,82159,,,
2099061,86307,82158,,,
2099062,86307,90733,,,
2099063,86307,95691,,,
2099064,86307,82568,,,
2099065,86307,91394,,,
2099067,86334,77211,,,
2099068,86334,74166,,,
2099069,86334,72341,,,
2099070,86334,77715,,,
2099071,86334,67600,,,
2099072,86334,67599,,,
2099074,86334,74149,,,
2099075,86334,70818,,,
2099076,86334,77730,,,
2099077,86336,76734,,,
2099078,86336,68916,,,
2099079,86336,77516,,,
2099081,86340,70329,,,
2099082,86340,66774,,,
2099083,86340,70004,,,
2099084,86340,75725,,,
2099085,86340,76229,,,
2099086,86340,78049,,,
2099088,86341,70495,,,
2099089,86341,77978,,,
2099090,86341,76308,,,
2099091,86341,76081,,,
2099092,86341,76907,,,
2099093,86341,75912,,,
2099095,86341,75910,,,
2099096,86341,75909,,,
2099097,86341,75908,,,
2099098,86341,69153,,,
2099099,86342,69119,,,
2099100,86342,68086,,,
2099102,86342,71155,,,
2099103,86342,73458,,,
2099104,86342,73457,,,
2099105,86342,72430,,,
2099106,86342,76525,,,
2099107,86342,68972,,,
2099109,86342,73951,,,
2099110,86342,72793,,,
2099111,86342,75224,,,
2099112,86342,75475,,,
2099113,86342,76628,,,
2099114,86342,76626,,,
2099116,86342,78034,,,
2099117,86342,71888,,,
2099118,86342,73801,,,
2099119,86342,71626,,,
2099120,86342,71881,,,
2099121,86342,72264,,,
2099123,86342,71365,,,
2099124,86342,77497,,,
2099125,86342,72375,,,
2099126,86342,76087,,,
2099128,86342,75059,,,
2099129,86342,75060,,,
2099130,86342,72497,,,
2099132,86342,75441,,,
2099133,86342,70576,,,
2099134,86342,75438,,,
2099135,86342,76334,,,
2099136,86342,72493,,,
2099137,86342,66604,,,
2099139,86342,74783,,,
2099140,86342,66847,,,
2099141,86342,70812,,,
2099142,86342,66460,,,
2099143,86342,70810,,,
2099144,86342,73113,,,
2099146,86342,73751,,,
2099147,86342,72981,,,
2099148,86342,73237,,,
2099149,86342,73236,,,
2099150,86342,70162,,,
2099151,86342,74129,,,
2099153,86342,76423,,,
2099154,86342,68875,,,
2099155,86342,75274,,,
2099156,86342,69257,,,
2099157,86342,76168,,,
2099158,86342,71559,,,
2099160,86343,67967,,,
2099161,86343,70782,,,
2099162,86343,77434,,,
2099163,86343,70520,,,
2099164,86343,71284,,,
2099165,86343,68071,,,
2099167,86343,70489,,,
2099168,86343,73559,,,
2099169,86343,73338,,,
2099170,86343,66518,,,
2099171,86343,74960,,,
2099172,86343,71759,,,
2099174,86343,67275,,,
2099175,86343,72650,,,
2099176,86343,76608,,,
2099177,86343,66865,,,
2099178,86343,72881,,,
2099179,86343,72880,,,
2099181,86343,67883,,,
2099182,86343,73130,,,
2099183,86343,73131,,,
2099184,86343,74153,,,
2099185,86343,73129,,,
2099186,86343,74152,,,
2099188,86343,74403,,,
2099189,86343,72867,,,
2099190,86343,74402,,,
2099191,86343,75297,,,
2099192,86343,68503,,,
2099193,86343,72218,,,
2099195,86343,66453,,,
2099196,86343,77333,,,
2099197,86343,72854,,,
2099198,86343,75413,,,
2099199,86343,73747,,,
2099200,86343,73746,,,
2099202,86343,73736,,,
2099203,86343,73735,,,
2099204,86343,72197,,,
2099205,86343,71426,,,
2099206,86344,70153,,,
2099207,86344,66033,,,
2099209,86344,73904,,,
2099210,86349,73983,,,
2099211,86349,77246,,,
2099212,86349,76923,,,
2099213,86349,74040,,,
2099214,86349,74581,,,
2099216,86349,75316,,,
2099217,86349,71123,,,
2099218,86349,69310,,,
2099219,86349,71115,,,
2099220,86349,72318,,,
2099221,86349,74569,,,
2099223,86349,73990,,,
2099224,86349,73944,,,
2099225,86349,74017,,,
2099226,86349,72384,,,
2099227,86350,76483,,,
2099228,86350,68123,,,
2099230,86350,77768,,,
2099231,86428,73628,,,
2099232,86428,76921,,,
2099233,86428,73623,,,
2099235,86428,74761,,,
2099236,86428,70536,,,
2099237,86428,76519,,,
2099239,86428,69957,,,
2099240,86323,44027,,,
2099241,86323,41971,,,
2099242,86323,44018,,,
2099243,86323,25586,,,
2099244,86323,47087,,,
2099246,86323,25572,,,
2099247,86323,66013,,,
2099248,86323,31192,,,
2099249,86323,20941,,,
2099250,86323,59340,,,
2099251,86323,46026,,,
2099253,86323,46540,,,
2099254,86323,46539,,,
2099255,86323,46538,,,
2099256,86323,46025,,,
2099257,86323,46022,,,
2099258,86323,46023,,,
2099260,86323,46021,,,
2099261,86323,101827,,,
2099262,86323,37825,,,
2099263,86323,31168,,,
2099264,86323,15806,,,
2099265,86323,13755,,,
2099267,86323,46518,,,
2099268,86323,45492,,,
2099269,86323,45490,,,
2099270,86323,44977,,,
2099271,86323,37287,,,
2099272,86323,58782,,,
2099274,86323,45442,,,
2099275,86323,45443,,,
2099276,86323,30595,,,
2099277,86323,30594,,,
2099278,86323,45441,,,
2099279,86323,39294,,,
2099281,86323,42848,,,
2099282,86323,15706,,,
2099283,86323,47957,,,
2099284,86323,40278,,,
2099285,86323,44373,,,
2099286,86323,48980,,,
2099288,86323,26961,,,
2099289,86323,34123,,,
2099290,86323,42823,,,
2099291,86323,26433,,,
2099292,86323,27966,,,
2099293,86323,46395,,,
2099295,86323,5420,,,
2099296,86323,46376,,,
2099297,86323,46375,,,
2099298,86323,62227,,,
2099299,86323,15631,,,
2099300,86323,27908,,,
2099302,86323,62206,,,
2099303,86323,43767,,,
2099304,86323,19695,,,
2099305,86323,46830,,,
2099306,86323,39660,,,
2099307,86323,16104,,,
2099309,86323,61648,,,
2099310,86323,30927,,,
2099311,86323,41167,,,
2099312,86323,46790,,,
2099313,86323,46276,,,
2099314,86323,44221,,,
2099316,86323,47278,,,
2099317,86323,46769,,,
2099318,86323,46768,,,
2099319,86323,46767,,,
2099320,86323,46766,,,
2099321,86323,46765,,,
2099323,86323,45221,,,
2099324,86323,33442,,,
2099325,86323,46753,,,
2099326,86323,56480,,,
2099327,86323,39070,,,
2099328,86323,16542,,,
2099330,86323,29329,,,
2099331,86323,45198,,,
2099332,86323,27780,,,
2099333,86323,43647,,,
2099334,86323,27764,,,
2099335,86323,29301,,,
2099337,86323,46195,,,
2099338,86323,31346,,,
2099339,86323,26737,,,
2099340,86323,33904,,,
2099342,86323,46693,,,
2099343,86323,43105,,,
2099344,86323,45149,,,
2099346,86323,45147,,,
2099347,86323,16984,,,
2099348,86323,16983,,,
2099349,86323,16982,,,
2099350,86323,16981,,,
2099351,86323,43604,,,
2099353,86323,43601,,,
2099354,86323,43600,,,
2099355,86323,43599,,,
