52571,69172,,,
1321714,52571,75313,,,
1321715,52571,75312,,,
1321716,52571,75311,,,
1321717,52571,75310,,,
1321719,52571,75306,,,
1321720,52571,67113,,,
1321721,52571,73258,,,
1321722,52571,73257,,,
1321723,52571,73256,,,
1321724,52571,73255,,,
1321726,52571,73248,,,
1321727,52571,69155,,,
1321728,52571,67107,,,
1321729,52571,69154,,,
1321730,52571,67105,,,
1321731,52571,69151,,,
1321733,52571,71198,,,
1321734,52571,71197,,,
1321735,52571,73237,,,
1321736,52571,71190,,,
1321737,52571,73241,,,
1321738,52571,77337,,,
1321740,52571,69143,,,
1321741,52571,75286,,,
1321742,52571,71189,,,
1321743,52571,69139,,,
1321744,52571,67091,,,
1321745,52571,67088,,,
1321747,52571,75274,,,
1321748,52571,73223,,,
1321749,52571,67079,,,
1321750,52571,69125,,,
1321751,52571,71172,,,
1321752,52571,71171,,,
1321754,52571,69119,,,
1321755,52571,73214,,,
1321756,52571,77307,,,
1321757,52571,77306,,,
1321758,52571,69111,,,
1321759,52571,71155,,,
1321761,52571,73199,,,
1321762,52571,71151,,,
1321763,52571,72912,,,
1321764,52571,77006,,,
1321765,52571,77004,,,
1321766,52571,72907,,,
1321768,52571,68808,,,
1321769,52571,72904,,,
1321770,52571,68801,,,
1321771,52571,74950,,,
1321773,52571,74948,,,
1321774,52571,74947,,,
1321775,52571,68800,,,
1321777,52571,72896,,,
1321778,52571,74942,,,
1321779,52571,72892,,,
1321780,52571,74940,,,
1321781,52571,76981,,,
1321782,52571,68788,,,
1321784,52571,76977,,,
1321785,52571,68779,,,
1321786,52571,66735,,,
1321787,52571,72877,,,
1321788,52571,76973,,,
1321789,52571,72876,,,
1321791,52571,72874,,,
1321792,52571,72873,,,
1321793,52571,68774,,,
1321794,52571,70818,,,
1321795,52571,74912,,,
1321796,52571,72863,,,
1321798,52571,74908,,,
1321799,52571,74907,,,
1321800,52571,74903,,,
1321801,52571,74899,,,
1321802,52571,74898,,,
1321803,52571,72847,,,
1321805,52571,68748,,,
1321806,52571,76936,,,
1321807,52571,76927,,,
1321808,52571,68731,,,
1321809,52571,74872,,,
1321810,52571,74873,,,
1321812,52571,74871,,,
1321813,52571,76914,,,
1321814,52571,66673,,,
1321815,52571,68722,,,
1321816,52571,74866,,,
1321817,52571,72817,,,
1321819,52571,68719,,,
1321820,52571,72808,,,
1321821,52571,76903,,,
1321822,52571,72807,,,
1321823,52571,76900,,,
1321824,52571,72800,,,
1321826,52571,72799,,,
1321827,52571,72798,,,
1321828,52571,72795,,,
1321829,52571,72796,,,
1321830,52571,66651,,,
1321831,52571,67582,,,
1321833,52571,75768,,,
1321834,52571,67574,,,
1321835,52571,67572,,,
1321836,52571,77810,,,
1321837,52571,77808,,,
1321838,52571,67566,,,
1321840,52571,66753,,,
1321841,52571,71659,,,
1321842,52571,75749,,,
1321843,52571,69601,,,
1321844,52571,77795,,,
1321845,52571,77794,,,
1321847,52571,75298,,,
1321848,52571,75738,,,
1321849,52571,69593,,,
1321850,52571,67543,,,
1321851,52571,67542,,,
1321852,52571,73685,,,
1321854,52571,77772,,,
1321855,52571,67531,,,
1321856,52571,75719,,,
1321857,52571,67524,,,
1321858,52571,67525,,,
1321859,52571,75716,,,
1321861,52571,67521,,,
1321862,52571,75712,,,
1321863,52571,75711,,,
1321864,52571,75709,,,
1321865,52571,77755,,,
1321866,52571,73657,,,
1321868,52571,73654,,,
1321869,52571,67507,,,
1321870,52571,71594,,,
1321871,52571,67503,,,
1321872,52571,67504,,,
1321873,52571,69551,,,
1321875,52571,67500,,,
1321876,52571,71596,,,
1321877,52571,67499,,,
1321878,52571,75287,,,
1321880,52571,67496,,,
1321881,52571,77735,,,
1321882,52571,77734,,,
1321884,52571,67492,,,
1321885,52571,77730,,,
1321886,52571,69537,,,
1321887,52571,71578,,,
1321888,52571,67487,,,
1321889,52571,69533,,,
1321891,52571,67482,,,
1321892,52571,67481,,,
1321893,52571,75671,,,
1321894,52571,75667,,,
1321895,52571,77717,,,
1321896,52571,67479,,,
1321898,52571,67477,,,
1321899,52571,77716,,,
1321900,52571,72793,,,
1321901,52571,70739,,,
1321902,52571,70738,,,
1321903,52571,70736,,,
1321905,52571,74829,,,
1321906,52571,74828,,,
1321907,52571,66632,,,
1321908,52571,66631,,,
1321909,52571,74820,,,
1321910,52571,74817,,,
1321912,52571,68669,,,
1321913,52571,76860,,,
1321914,52571,74811,,,
1321915,52571,76858,,,
1321916,52571,68654,,,
1321917,52571,72749,,,
1321919,52571,66597,,,
1321920,52571,72741,,,
1321921,52571,70692,,,
1321922,52571,68642,,,
1321923,52571,74783,,,
1321924,52571,72735,,,
1321926,52571,74779,,,
1321927,52571,68635,,,
1321928,52571,70682,,,
1321929,52571,68631,,,
1321930,52571,72726,,,
1321931,52571,70678,,,
