3,71721,,,
2287236,18493,71749,,,
2287238,18493,71816,,,
2287239,18493,71817,,,
2287240,18493,71831,,,
2287241,18493,71871,,,
2287242,18493,71907,,,
2287243,18493,71909,,,
2287245,18493,71983,,,
2287246,18493,71984,,,
2287247,18493,72004,,,
2287248,18493,72007,,,
2287249,18493,72062,,,
2287250,18493,72081,,,
2287252,18493,72113,,,
2287253,18493,72131,,,
2287254,18493,72144,,,
2287255,18493,72146,,,
2287256,18493,72163,,,
2287257,18493,72196,,,
2287259,18493,72244,,,
2287260,18493,72249,,,
2287261,18493,72273,,,
2287262,18493,72278,,,
2287263,18493,72281,,,
2287264,18493,72287,,,
2287266,18493,72297,,,
2287267,18493,72307,,,
2287268,18493,72310,,,
2287269,18493,72311,,,
2287270,18493,72314,,,
2287271,18493,72318,,,
2287273,18493,72340,,,
2287274,18493,72373,,,
2287275,18493,72374,,,
2287276,18493,72383,,,
2287277,18493,72384,,,
2287278,18493,72385,,,
2287280,18493,72406,,,
2287281,18493,72409,,,
2287282,18493,72414,,,
2287283,18493,72415,,,
2287284,18493,72444,,,
2287285,18493,72452,,,
2287287,18493,72460,,,
2287288,18493,72465,,,
2287289,18493,72466,,,
2287290,18493,72467,,,
2287291,18493,72483,,,
2287292,18493,72518,,,
2287294,18493,72525,,,
2287295,18493,72529,,,
2287296,18493,72534,,,
2287297,18493,72589,,,
2287298,18493,72631,,,
2287299,18493,72650,,,
2287301,18493,72677,,,
2287302,18493,72679,,,
2287303,18493,72706,,,
2287304,18493,72707,,,
2287305,18493,72719,,,
2287306,18493,72726,,,
2287308,18493,72730,,,
2287309,18493,72734,,,
2287310,18493,72822,,,
2287311,18493,72825,,,
2287312,18493,72905,,,
2287313,18493,72925,,,
2287315,18493,72928,,,
2287316,18493,72946,,,
2287317,18493,72955,,,
2287318,18493,72963,,,
2287319,18493,72979,,,
2287320,18493,73030,,,
2287322,18493,73037,,,
2287323,18493,73077,,,
2287324,18493,73133,,,
2287325,18493,73134,,,
2287326,18493,73143,,,
2287327,18493,73148,,,
2287329,18493,73157,,,
2287330,18493,73163,,,
2287331,18493,73181,,,
2287332,18493,73182,,,
2287333,18493,73183,,,
2287334,18493,73184,,,
2287336,18493,73188,,,
2287337,18493,73189,,,
2287338,18493,73190,,,
2287339,18493,73191,,,
2287341,18493,73201,,,
2287342,18493,73208,,,
2287343,18493,73211,,,
2287345,18493,73225,,,
2287346,18493,73227,,,
2287347,18493,73235,,,
2287348,18493,73236,,,
2287349,18493,73239,,,
2287350,18493,73240,,,
2287352,18493,73248,,,
2287353,18493,73251,,,
2287354,18493,73252,,,
2287355,18493,73256,,,
2287356,18493,73257,,,
2287357,18493,73273,,,
2287359,18493,73283,,,
2287360,18493,73286,,,
2287361,18493,73294,,,
2287362,18493,73314,,,
2287363,18493,73315,,,
2287364,18493,73318,,,
2287366,18493,73328,,,
2287367,18493,73347,,,
2287368,18493,73370,,,
2287369,18493,73435,,,
2287370,18493,73503,,,
2287371,18493,73537,,,
2287373,18493,73566,,,
2287374,18493,73567,,,
2287375,18493,73571,,,
2287376,18493,73589,,,
2287377,18493,73602,,,
2287378,18493,73634,,,
2287380,18493,73638,,,
2287381,18493,73654,,,
2287382,18493,73656,,,
2287383,18493,73657,,,
2287384,18493,73662,,,
2287385,18493,73663,,,
2287387,18493,73670,,,
2287388,18493,73684,,,
2287389,18493,73688,,,
2287390,18493,73725,,,
2287391,18493,73726,,,
2287392,18493,73730,,,
2287394,18493,73740,,,
2287395,18493,73741,,,
2287396,18493,73742,,,
2287397,18493,73749,,,
2287398,18493,73756,,,
2287399,18493,73758,,,
2287401,18493,73773,,,
2287402,18493,73780,,,
2287403,18493,73789,,,
2287404,18493,73790,,,
2287405,18493,73791,,,
2287406,18493,73792,,,
2287408,18493,73874,,,
2287409,18493,73892,,,
2287410,18493,73898,,,
2287411,18493,73967,,,
2287412,18493,73969,,,
2287413,18493,73970,,,
2287415,18493,73993,,,
2287416,18493,73995,,,
2287417,18493,74015,,,
2287418,18493,74022,,,
2287419,18493,74066,,,
2287420,18493,74086,,,
2287422,18493,74112,,,
2287423,18493,74114,,,
2287424,18493,74119,,,
2287425,18493,74129,,,
2287426,18493,74150,,,
2287427,18493,74151,,,
2287429,18493,74172,,,
2287430,18493,74182,,,
2287431,18493,74198,,,
2287432,18493,74214,,,
2287433,18493,74224,,,
2287434,18493,74230,,,
2287436,18493,74250,,,
2287437,18493,74260,,,
2287438,18493,74265,,,
2287439,18493,74278,,,
2287440,18493,74281,,,
2287441,18493,74298,,,
2287443,18493,74303,,,
2287444,18493,74304,,,
2287445,18493,74373,,,
2287446,18493,74375,,,
2287448,18493,74386,,,
2287449,18493,74398,,,
2287450,18493,74432,,,
2287452,18493,74455,,,
2287453,18493,74458,,,
2287454,18493,74460,,,
2287455,18493,74461,,,
2287456,18493,74464,,,
2287457,18493,74491,,,
2287459,18493,74569,,,
2287460,18493,74576,,,
2287461,18493,74581,,,
2287462,18493,74596,,,
