86,68875,,,
1433964,57486,68874,,,
1433965,57486,68868,,,
1433966,57486,77061,,,
1433967,57486,77060,,,
1433969,57486,77054,,,
1433970,57486,77050,,,
1433971,57486,70905,,,
1433972,57486,72952,,,
1433973,57486,68855,,,
1433974,57486,68848,,,
1433976,57486,66798,,,
1433977,57486,68839,,,
1433978,57486,68838,,,
1433979,57486,68836,,,
1433980,57486,74978,,,
1433981,57486,68833,,,
1433983,57486,72926,,,
1433984,57486,72925,,,
1433985,57486,72915,,,
1433986,57486,77011,,,
1433987,57486,66770,,,
1433988,57486,76426,,,
1433990,57486,72326,,,
1433991,57486,72313,,,
1433992,57486,72311,,,
1433993,57486,68206,,,
1433994,57486,76394,,,
1433995,57486,76393,,,
1433997,57486,76385,,,
1433998,57486,72281,,,
1433999,57486,70233,,,
1434000,57486,70227,,,
1434001,57486,76370,,,
1434002,57486,66114,,,
1434004,57486,73878,,,
1434005,57486,73869,,,
1434006,57486,71817,,,
1434007,57486,75912,,,
1434008,57486,69754,,,
1434009,57486,75893,,,
1434011,57486,69744,,,
1434012,57486,69743,,,
1434013,57486,75876,,,
1434014,57486,69731,,,
1434016,57486,77906,,,
1434017,57486,77904,,,
1434018,57486,73801,,,
1434020,57486,69703,,,
1434021,57486,77889,,,
1434022,57486,75840,,,
1434023,57486,69699,,,
1434024,57486,75841,,,
1434025,57486,73792,,,
1434027,57486,75839,,,
1434028,57486,75837,,,
1434029,57486,75821,,,
1434030,57486,77866,,,
1434031,57486,77853,,,
1434032,57486,73756,,,
1434034,57486,73751,,,
1434035,57486,77847,,,
1434036,57486,73749,,,
1434037,57486,73742,,,
1434038,57486,73741,,,
1434039,57486,73740,,,
1434041,57486,77833,,,
1434042,57486,73732,,,
1434043,57486,73730,,,
1434044,57486,73728,,,
1434045,57539,79773,,,
1434046,57539,90044,,,
1434048,57539,65393,,,
1434049,57539,79601,,,
1434050,57539,84528,,,
1434051,57539,83087,,,
1434052,57539,62734,,,
1434053,57539,28202,,,
1434055,57539,80261,,,
1434056,57539,78365,,,
1434057,57539,84547,,,
1434058,57539,79586,,,
1434059,57539,39580,,,
1434060,57539,81120,,,
1434062,57540,39580,,,
1434063,57540,60451,,,
1434064,57540,28202,,,
1434065,57540,65393,,,
1434066,57496,45167,,,
1434067,57496,45166,,,
1434069,57496,61794,,,
1434070,57496,19753,,,
1434071,57483,78972,,,
1434072,57483,86518,,,
1434073,57483,82280,,,
1434074,57483,82279,,,
1434076,57483,82277,,,
1434077,57483,82276,,,
1434078,57483,82275,,,
1434079,57483,82274,,,
1434080,57483,82913,,,
1434081,57483,82911,,,
1434083,57483,80076,,,
1434084,57483,92345,,,
1434085,57483,85556,,,
1434086,57483,85555,,,
1434087,57483,84524,,,
1434088,57483,92839,,,
1434090,57483,86561,,,
1434091,57483,86560,,,
1434092,57483,89501,,,
1434093,57483,84118,,,
1434094,57483,84114,,,
1434095,57483,84493,,,
1434097,57519,15210,,,
1434098,57519,15209,,,
1434099,57519,52403,,,
1434100,57519,60129,,,
1434101,57519,6644,,,
1434102,57519,37125,,,
1434104,57519,58613,,,
1434105,57519,59459,,,
1434106,57519,638,,,
1434107,57519,58620,,,
1434108,57519,58614,,,
1434109,57519,38129,,,
1434111,57519,4053,,,
1434112,57519,18132,,,
1434113,57519,59347,,,
1434114,57519,37330,,,
1434115,57519,59343,,,
1434116,57519,3277,,,
1434118,57519,57033,,,
1434119,57519,32708,,,
1434120,57519,24639,,,
1434121,57519,101182,,,
1434123,57519,31525,,,
1434124,57519,33444,,,
1434125,57519,34,,,
1434127,57519,30090,,,
1434128,57519,58628,,,
1434129,57519,32514,,,
1434130,57477,83967,,,
1434131,57477,83966,,,
1434132,57477,83965,,,
1434134,57477,83955,,,
1434135,57477,94639,,,
1434136,57477,88231,,,
1434137,57477,83968,,,
1434138,57477,83972,,,
1434139,57477,83974,,,
1434141,57477,91684,,,
1434142,57477,83971,,,
1434143,57477,83970,,,
1434144,57477,83969,,,
1434145,57477,91680,,,
1434146,57525,90721,,,
1434148,57480,87706,,,
