5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
42352,06872838,n,9,(Babylonian) god of fire; often invoked in incantations against sorcery,
42353,06872961,n,9,(Babylonian) goddess of healing and consort of Ninurta,
42354,06873066,n,9,any of a group of heavenly spirits under the god Anu,
42355,06873170,n,9,(Sumerian) consort of Dumuzi (Tammuz),
42356,06873260,n,9,(Sumerian) goddess personifying earth; counterpart of Akkadian Aruru,
42357,06873377,n,9,(Babylonian) consort of Anshar; in Sumerian the name signifies 'the totality of the lower world',
42358,06873526,n,9,a female demon who attacks children,
42359,06873614,n,9,a name under which Ninkhursag was worshipped,
42360,06873709,n,9,(Babylonian) the chief Babylonian god; his consort was Sarpanitu,
42361,06873868,n,9,god of the Ammonites and Phoenicians to whom parents sacrificed their children,
42362,06874008,n,9,(Babylonian) god of wisdom and agriculture and patron of scribes and schools,
42363,06874142,n,9,(Sumerian) goddess personifying the primeval sea; mother of the gods and of heaven and earth,
42364,06874286,n,9,(Sumerian and Akkadian) a demon personifying death; messenger of the underworld goddess Ereshkigal bringing death to mankind,
42365,06874473,n,9,(Sumerian) god of the moon; counterpart of the Akkadian Sin,
42366,06874584,n,9,(Akkadian) god ruling with his consort Ereshkigal the world of the dead,
42367,06874708,n,9,(Babylonian) a goddess of the watery deep and daughter of Ea,
42368,06874819,n,9,(Akkadian) a goddess; wife of the moon god Sin,
42369,06874918,n,9,(Babylonian) in older pantheon: god of war and agriculture,
42370,06875031,n,9,(Babylonian) an underworld deity; patron of medicine,
42371,06875141,n,9,(Sumerian) the great mother goddess; worshipped also as Aruru and Mama and Nintu,
42372,06875303,n,9,a name under which Ninkhursag was worshipped,
42373,06875408,n,9,(Sumerian and Babylonian) a solar deity; first-born of Bel and consort was Gula; god of war and the chase and agriculture; sometimes identified with Biblical Nimrod,
42374,06875634,n,9,(Assyrian) god of fire and light; corresponds to Babylonian Girru,
42375,06875751,n,9,(Assyrian) god of storms and wind; corresponds to Babylonian Adad,
42376,06875869,n,9,(Babylonian) consort of Marduk,
42377,06875977,n,9,(Assyrian and Babylonian) the chief sun god; drives away winter and storms and brightens the earth with greenery; drives away evil and brings of justice and compassion,
42378,06876198,n,9,(Akkadian) god of the moon; counterpart of Sumerian Nanna,
42379,06876305,n,9,(Babylonian) consort of Nabu,
42380,06876399,n,9,(Akkadian) mother of the gods and consort of Apsu,
42381,06876501,n,9,favorite of the gods and grandfather of Gigamish; survived the great flood and became immortal,
42382,06876653,n,9,(Sumerian) sun god; counterpart of Akkadian Shamash,
42383,06876761,n,9,(Sumerian) evil storm god represented as a black bird,
42384,06876872,n,9,(Sumerian) legendary friend of Gilgamish,
42385,06876965,n,9,(Sumerian) legendary king of Sumeria and hero of Sumerian and Babylonian epics,
42386,06877099,n,9,a deity worshipped by the Hindus,
42387,06878089,n,9,a Hindu goddess who releases from sin or disease; mother of the Adityas,
42388,06878212,n,9,one of 7 to 12 sons of Aditi; gods of celestial light,
42389,06878318,n,9,god of fire; one of the 3 chief deities of the Vedas,
42391,06878535,n,9,(Zoroastrianism) title for benevolent deities,
42392,06878632,n,9,twin brothers; gods of the dawn; physicians of heaven and benefactors of mankind,
42393,06878765,n,9,god of wealth and love,
42394,06878839,n,9,the Creator; one of the three major deities in the later Hindu pantheon,
42395,06878982,n,9,personification of the power of ritual devotion,
42396,06879086,n,9,earth goddess; one of the two wives of Vishnu,
42398,06879388,n,9,malevolent aspect of Devi: 'the fierce',
42399,06879480,n,9,basic principles of the cosmos; also: an ancient sage in Hindu mythology worshipped as a god by some lower castes;,
42400,06879648,n,9,goddess of war; a malevolent aspect of Devi; 'the inaccessible',
42401,06879763,n,9,god of the sky,
42402,06879843,n,9,god of wisdom or prophesy; remover of obstacles,
42403,06879973,n,9,supernatural half-man and half-bird vehicle or bearer of Vishnu,
42404,06880089,n,9,a benevolent aspect of Devi; 'the brilliant',
42405,06880185,n,9,the monkey god; helper of Rama,
42406,06880269,n,9,chief god of the Rig-Veda; god of rain and thunder,
42407,06880371,n,9,unknown god; an epithet of Prajapati and Brahma,
42408,06880467,n,9,wife of Siva and malevolent form of Devi; 'the black',
42409,06880571,n,9,god of love and erotic desire; opposite of Mara,
42410,06880669,n,9,god of death; opposite of Kama,
42411,06880750,n,9,god of bravery,
42412,06880833,n,9,goddess of fortune,
42413,06880905,n,9,any of a group of storm gods; offspring of Rudra,
42414,06881005,n,9,god of justice,
42415,06881071,n,9,god of rain; sometimes identified with Indra,
42416,06881170,n,9,wife of Siva and a benevolent aspect of Devi: goddess of plenty,
42417,06881310,n,9,god personifying a creative force; equivalent to Brahma,
42418,06881421,n,9,celestial shepherd god; conductor of souls of the dead,
42419,06881528,n,9,a demon who swallows the sun causing eclipses,
42420,06881624,n,9,one of three artisans of the gods,
42421,06881720,n,9,father of the storm gods Marut; controller of nature; sometimes identified with Siva,
42422,06881856,n,9,goddess of learning and arts,
42423,06881940,n,9,an important god; the sun in its life-giving aspect,
42424,06882045,n,9,the female or generative principle; wife of Siva and a benevolent form of Devi,
42425,06882184,n,9,the Destroyer; one of the three major divinities in the later Hindu pantheon,
42426,06882356,n,9,epithet of Siva: 'the terrible',
42427,06882441,n,9,god of war,
42428,06882504,n,9,personification of a sacred intoxicating drink used in Vedic ritual,
42429,06882622,n,9,an important god; sun god or the sun worshipped as a god of light and warmth,
42430,06882750,n,9,a benevolent aspect of Devi; `splendor',
42431,06882839,n,9,goddess of dawn; daughter of Sky and sister of Night,
42432,06882943,n,9,Indras's thunderbolt,
42433,06883015,n,9,supreme cosmic deity; god of natural and moral law; ancient sky god,
42434,06883135,n,9,wind god,
42435,06883194,n,9,the Sustainer; a Hindu divinity worshipped as the preserver of worlds,
42436,06883335,n,9,god of the Underworld,
42438,06883680,n,9,an avatar of Vishnu,
42439,06883793,n,9,the 10th and last incarnation of Vishnu,
42440,06883884,n,9,8th and most important avatar of Vishnu; incarnated as a handsome young man playing a flute,
42441,06884029,n,9,avatar of Vishnu; any of three incarnations: Ramachandra or Parashurama or Balarama,
42442,06884217,n,9,a hero in Hindu mythology; an incarnation of Vishnu,
42443,06884326,n,9,wife of Ramachandra,
42444,06884396,n,9,elder brother of Krishna; an incarnation of Vishnu,
42445,06884501,n,9,an incarnation of Vishnu who rid the earth of Kshatriyas,
42446,06884615,n,9,a deity worshiped by the ancient Persians,
42447,06884770,n,9,ancient Persian god of light and truth; sun god,
42503,06892818,n,9,any of various water spirits,
42449,06885025,n,9,the spirit of evil in Zoroastrianism; arch rival of Ormazd,
42450,06885137,n,9,founder of Buddhism; c 563-483 b.c; worshipped as a god,
42451,06885299,n,9,Buddhist worthy of nirvana who postpones it to help others,
42453,06885602,n,9,a male Bodhisattva; widely associated with various gods and people,
42454,06885747,n,9,a Buddhist who has attained nirvana,
42455,06885851,n,9,one who has achieved a state of perfect enlightenment,
42456,06885957,n,9,a deity worshipped by the ancient Chinese,
42457,06886184,n,9,one of the 8 immortals of Taoism,
42458,06886288,n,9,Chinese god of literature,
42459,06886379,n,9,The Three Pure Ones: 3 chief gods of Taoism,
42460,06886540,n,9,a member of the Taoist Trinity,
42461,06886661,n,9,a member of the Taoist Trinity,
42462,06886780,n,9,a member of the Taoist Trinity; identified with Lao-Tse,
42463,06886927,n,9,Chinese philosopher who founded Taoism; 6th-century b.c.,
42464,06887055,n,9,4th-century Chinese philosopher on whose teachings Lao-Tzu based Taoism,
42465,06887183,n,9,(Buddhism) a female Bodhisattva; often called Goddess of Mercy and considered an aspect of the Bodhisattva Avalokitesvara; identified with Japanese Kwannon,
42466,06887404,n,9,a deity worshipped by the Japanese,
42467,06887643,n,9,central deity of Shinto; goddess personifying the sun and ancestress of the rulers of Japan,
42468,06887810,n,9,a Shinto god of war,
42469,06887884,n,9,one of the 7 gods of happiness,
42470,06887966,n,9,the god who fathered the islands and gods of Japan with his sister Izanami,
42471,06888094,n,9,sister and consort of Izanami; mother of the islands and gods of Japan,
42472,06888218,n,9,one the Shinto deities (including mythological beings; spirits of distinguished men; forces of nature),
42473,06888371,n,9,Japanese counterpart of Chinese Kuan_Yin;,
42474,06888467,n,9,grandson of Amaterasu and first ruler of Japan,
42475,06888584,n,9,a female deity,
42476,06888670,n,9,a god of fertility and vegetation,
42477,06888759,n,9,a goddess of fertility and vegetation,
42478,06888874,n,9,the earth conceived of as the female principle of fertility,
42480,06889275,n,9,the Christian god,
42481,06889444,n,9,(in Gnosticism) a divine power or nature emanating from the Supreme Being and playing various roles in the operation of the universe,
42482,06889633,n,9,the union of the Father and Son and Holy Ghost in one Godhead,
42483,06889800,n,9,"God when considered as the first person in the Trinity; 'hear our prayers, Heavenly Father'",
42484,06889957,n,9,the divine word of God; the second person in the Trinity (incarnate in Jesus),
42485,06890135,n,9,the awaited King of the Jews; the promised and expected deliverer of the Jewish people,
42486,06890275,n,9,Jesus Christ; considered by Christians to be the promised deliverer,
42487,06890396,n,9,any expected deliverer,
42488,06890481,n,9,the third person in the Trinity; Jesus promised the Apostles that he would send the Holy Spirit after his Crucifixion and Resurrection; it came on Pentecost,
42489,06890708,n,9,any of the three persons of the Godhead constituting the Trinity especially the person of Christ in which divine and human natures are united,
42490,06890979,n,9,a name for the Old Testament God as transliterated from the Hebrew YHVH,
42491,06891165,n,9,Muslim name for God,
42492,06891236,n,9,"a subordinate deity, in some philosophies the creator of the universe",
42493,06891360,n,9,"ancient Italian deity in human shape, with horns, pointed ears and a goat's tail; equivalent to Greek satyr",
42494,06891518,n,9,spiritual being attendant upon God,
42495,06891713,n,9,an angel ranked above the highest rank in the Celestial Hierarchy,
42496,06891834,n,9,an angel of the second order whose gift is knowledge; usually portrayed as a winged child,
42497,06891976,n,9,an angel of the first order; usually portrayed as the winged head of a child,
42498,06892105,n,9,an angel believed to have special affection for a particular individual,
42499,06892291,n,9,the guardian spirit of a place,
42500,06892379,n,9,a messenger from God; 'angel of death',
42501,06892480,n,9,"small, human in form, playful, having magical powers",
42505,06893062,n,9,a mischievous elf in Irish folklore,
42507,06893321,n,9,a mischievous sprite,
42508,06893392,n,9,a spirit tending to cause harm,
42509,06893606,n,9,a fairy that tends to cause harm,
42510,06893694,n,9,an evil spirit,
42511,06893775,n,9,one of the evil spirits of traditional Jewish and Christian belief,
42512,06893981,n,9,(Greek) an evil spirit,
42513,06894090,n,9,(Greek) a benevolent spirit,
42514,06894214,n,9,a male demon believed to lie on sleeping persons and to have sexual intercourse with sleeping women,
42515,06894367,n,9,a female demon believed to have sexual intercourse with sleeping men,
42516,06894500,n,9,(Jewish folklore) a demon that enters the body of a living person and controls that body's behavior,
42517,06894661,n,9,(Judeo-Christian religion) chief spirit of evil and adversary of God; tempter of mankind; master of Hell,
42518,06894905,n,9,an evil spirit or ghost,
42519,06894980,n,9,(folklore) a small grotesque supernatural creature that makes trouble for human beings,
42520,06895137,n,9,(folklore) a corpse that rises at night to drink the blood of the living,
42521,06895271,n,9,(Irish folklore) a female spirit who wails to warn of impending death,
42522,06895394,n,9,a spirit believed by Muslims to inhabit the earth and influence mankind by appearing in the form of humans or animals,
42523,06895598,n,9,(in Muslim belief) one of the dark-eyed virgins of perfect beauty believed to live with the blessed in Paradise,
42524,06895761,n,9,a spirit (usually in animal form) that acts as an assistant to a witch or wizard,
42525,06895914,n,9,any incorporeal supernatural being that can become visible (or audible) to human beings,
42526,06896270,n,9,the visible disembodied soul of a dead person,
42527,06896385,n,9,a ghost that announces its presence with rapping and the creation of disorder,
42528,06896520,n,9,a wicked fairy who was the half sister of King Arthur,
42529,06896633,n,9,(Persian folklore) a supernatural being descended from fallen angels and excluded from paradise until penance is done,
42530,06896801,n,9,an unusual appearing ghostly figure; 'we were unprepared for the apparition that confronted us',
42531,06896983,n,9,an invisible spiritual being felt to be nearby,
42532,06897084,n,9,"(classical mythology) a handsome youth loved by Aphrodite, the goddess of love",
42533,06897215,n,9,a deity of classical mythology,
42534,06897438,n,9,one of a class of woodland deities; attendant on Bacchus; identified with Roman fauns,
42535,06897606,n,9,the chief satyr in the service of Bacchus; father of Dionysus; usually depicted as drunk and jolly and riding a donkey,
42536,06897778,n,9,any of the minor woodland deities who were companions of Dionysus (similar to the satyrs),
42537,06897921,n,9,(classical mythology) a minor nature goddess usually depicted as a beautiful maiden; 'the ancient Greeks believed that nymphs inhabited forests and bodies of water',
42538,06898281,n,9,group of 3 to 7 nymphs who guarded the golden apples that Gaea gave as a wedding gift to Hera,
42539,06898444,n,9,(Greek mythology) 7 daughters of Atlas and half-sisters of the Pleiades; they nurtured the infant Dionysus and Zeus placed them among the stars as a reward,
42540,06898652,n,9,(Greek mythology) 7 daughters of Atlas and half-sisters of the Hyades; placed among the stars to save them from the pursuit of Orion,
42541,06898858,n,9,(Greek mythology) one of the 7 Pleiades,
42542,06898981,n,9,(Greek mythology) any nymph of the water,
42543,06899133,n,9,(Greek mythology) a nymph who was transformed into a laurel tree to escape the amorous Apollo,
42544,06899279,n,9,(Greek mythology) a nymph of lakes and springs and rivers and fountains,
42545,06899402,n,9,(Greek mythology) any of the 50 sea nymphs who were daughters of the sea god Nereus,
42546,06899568,n,9,one of the 50 Nereids; mother of Achilles by Peleus,
42547,06899672,n,9,(Greek mythology) a daughter of the Titans Oceanus and Tethys,
42548,06899799,n,9,a deity or nymph of the woods,
42549,06899929,n,9,Greek mythology,
42550,06900005,n,9,the nymph or spirit of a particular tree,
42551,06900101,n,9,a deity worshipped by the ancient Greeks,
42552,06901225,n,9,a deity worshipped by the ancient Romans,
42553,06901863,n,9,a classical Greek god after the overthrow of the Titans,
42554,06901987,n,9,god of the winds in ancient mythology,
42557,06902447,n,9,epithet for Apollo; from the dragon Python which he killed,
42558,06902559,n,9,goddess of love and beauty and daughter of Zeus in ancient mythology; identified with Roman Venus,
42559,06902723,n,9,goddess of love; counterpart of Greek Aphrodite,
42560,06902831,n,9,(Greek mythology) god of war; son of Zeus and Hera; identified with Roman Mars,
42561,06902960,n,9,(Greek mythology) goddess of discord; sister of Ares,
42562,06903063,n,9,(Roman mythology) god of war and agriculture; father of Romulus and Remus; counterpart of Greek Ares,
42564,06903469,n,9,(Roman mythology) the twin brother of Romulus,
42565,06903566,n,9,(Greek mythology) the virgin goddess of the hunt and the moon; daughter of Leto and twin sister of Apollo; identified with Roman Diana,
42566,06903764,n,9,(Greek mythology) the god who personified the north wind; 'Boreas was pictured as bearded and powerful and winged and draped against the cold',
42567,06903959,n,9,(Roman mythology) virgin goddess of the hunt and the moon; counterpart of Greek Artemis,
42568,06904098,n,9,goddess of criminal rashness and its punishment,
42569,06904195,n,9,(Greek mythology) goddess of wisdom and useful arts and prudent warfare; guardian of Athens; identified with Roman Minerva,
42570,06904404,n,9,(Roman mythology) goddess of wisdom; counterpart of Greek Athena,
42571,06904522,n,9,(Greek mythology) the most ancient of gods; the personification of the infinity of space preceding creation of the universe,
42572,06904697,n,9,(Greek mythology) the supreme god until Zeus dethroned him; son of Uranus and Gaea in ancient Greek mythology; identified with Roman Saturn,
42573,06904889,n,9,(Roman mythology) a princess of Tyre who was the founder and queen of Carthage; Virgil tells of he suicide when she was abandoned by Aeneas,
42574,06905079,n,9,(Roman mythology) god of agriculture and vegetation; counterpart of Greek Cronus; 'Saturday is Saturn's Day',
42575,06905240,n,9,(Greek mythology) goddess of fertility and protector of marriage in ancient mythology; counterpart of Roman Ceres,
42576,06905407,n,9,(Roman mythology) goddess of agriculture; counterpart of Greek Demeter,
42577,06905529,n,9,(Greek mythology) god of wine and fertility and drama; the Greek name of Bacchus,
42578,06905664,n,9,(Greek mythology) wife of Nereus and mother of the Nereids,
42579,06905774,n,9,the god of medicine and healing,
42580,06905863,n,9,(in ancient Greece and Rome) god of wine; equivalent of Dionysus,
42581,06905981,n,9,(Greek mythology) god of darkness who dwelt in the underworld; son of Chaos; brother of Nox; father of Aether and Day,
42582,06906151,n,9,goddess of night; daughter of Erebus,
42583,06906245,n,9,(Greek mythology) god of love; son of Aphrodite; identified with Roman Cupid,
42584,06906372,n,9,(Roman mythology) god of love; counterpart of Greek Eros,
42585,06906487,n,9,(Greek mythology) an Athenian inventor who built the Labyrinth of Minos; to escape the Labyrinth he fashioned wings for himself and his sone Icarus,
42586,06906689,n,9,(Greek mythology) according to a Greek legend: when Pythias was sentenced to be executed Damon took his place to allow Pythias to get his affairs in order; when Pythias returned in time to save Damon the king was so impressed that he let them both live,
42587,06907005,n,9,(Greek mythology) goddess of the earth and mother of Cronus and the Titans in ancient mythology,
42588,06907163,n,9,(Greek mythology) ancient god of the sun; drove his chariot across the sky each day; identified with Roman Sol,
42589,06907326,n,9,(Greek mythology) son of Daedalus; while escaping from Crete with his father (using the wings Daedalus had made) he flew too close to the sun and the wax melted and he fell into the Aegean and drowned,
42590,06907579,n,9,(Greek mythology) ancient Roman god; personification of the sun; counterpart of Greek Helios,
42591,06907721,n,9,(Greek mythology) the lame god of fire and metal-working in ancient mythology; identified with Roman Vulcan,
42592,06907898,n,9,(Roman mythology) god of fire and metal working; counterpart of Greek Hephaestus,
42593,06908031,n,9,(Greek mythology) messenger and herald of the gods; god of commerce and cunning and and invention and theft; identified with Roman Mercury,
42594,06908222,n,9,(Roman mythology) messenger of Jupiter and god of commerce; counterpart of Greek Hermes,
42595,06908363,n,9,queen of the Olympian gods in ancient Greek mythology; sister and wife of Zeus remembered for her jealously of the many mortal women Zeus fell in love with; identified with Roman Juno,
42596,06908604,n,9,(Greek mythology) a maiden seduced by Zeus; when Hera was about to discover them together Zeus turned her into a white heifer,
42597,06908778,n,9,(Roman mythology) the Roman god of doorways and passages; is depicted with two faces on opposite sides of his head,
42784,06937753,n,9,the boy hero of a novel by Mark Twain,
42599,06909117,n,9,(Greek mythology) the goddess of the hearth and its fire in ancient mythology; identified with Roman Vesta,
42600,06909276,n,9,(Roman mythology) goddess of the hearth and its fire whose flame was tended by vestal virgins; counterpart of Greek Hestia,
42601,06909450,n,9,god of marriage in ancient Greek mythology,
42602,06909544,n,9,father of Helios and Selene and Eos in ancient mythology,
42603,06909655,n,9,son of Zeus and Europa; king of ancient Crete; ordered Daedalus to build the labyrinth; after death Minos became a judge in the underworld,
42604,06909845,n,9,beautiful daughter of Minos and Pasiphae; she fell in love with Theseus and gave him the thread with which he found his way out of the Minotaur's labyrinth,
42605,06910054,n,9,the 3 goddesses of fate or destiny; identified with the Roman Parcae and similar to the Norse Norns,
42606,06910272,n,9,the 3 goddesses of fate or destiny; identified with the Greek Moirai and similar to the Norse Norns,
42607,06910462,n,9,the Fate who spins the thread of life; identified with Roman Nona,
42608,06910599,n,9,the Fate who spins the thread of life; counterpart of Greek Clotho,
42609,06910716,n,9,the Fate who determines the length of the thread of life; identified with Roman Decuma,
42610,06910876,n,9,the Fate who determines the length of the thread of life; counterpart of Greek Lachesis,
42611,06911035,n,9,the Fate who cuts the thread of life; identified with Roman Morta,
42612,06911173,n,9,the Fate who cuts the thread of life; counterpart of Greek Atropos,
42613,06911310,n,9,god of blame and mockery,
42614,06911394,n,9,in ancient mythology any of 9 daughters of Zeus and Mnemosyne; protector of an art or science,
42615,06911700,n,9,(Greek mythology) the Muse of epic poetry,
42616,06911796,n,9,(Greek mythology) the Muse of history,
42617,06911884,n,9,(Greek mythology) the Muse of lyric and love poetry,
42618,06911987,n,9,(Greek mythology) the Muse of music (or the flute),
42619,06912091,n,9,(Greek mythology) the Muse of tragedy,
42620,06912184,n,9,(Greek mythology) the Muse of singing and mime and sacred dance,
42621,06912304,n,9,(Greek mythology) the Muse of the dance and of choral song,
42622,06912420,n,9,(Greek mythology) the Muse of comedy and pastoral poetry,
42623,06912529,n,9,(Greek mythology) the Muse of astronomy,
42624,06912621,n,9,the goddess of divine retribution and vengeance,
42626,06912891,n,9,winged goddess of victory; identified with Roman Victoria,
42627,06912999,n,9,goddess of victory; counterpart of Greek Nike,
42628,06913099,n,9,god of the heavens; son and husband of Gaea and father of the Titans in ancient mythology,
42629,06913251,n,9,god of fields and woods and shepherds and flocks; represented as a man with goat's legs and horns and ears; identified with Roman Sylvanus or Faunus,
42630,06913464,n,9,ancient rural deity; later considered a counterpart of Greek Pan,
42631,06913581,n,9,daughter of Helios and mother of Ariadne,
42632,06913676,n,9,ancient personification of the sea; father of Nereus,
42633,06913790,n,9,(Greek mythology) the god of the sea and earthquakes in ancient mythology; brother of Zeus and Hades and Hera; identified with Roman Neptune,
42634,06913985,n,9,(Greek mythology) a prophetic god who served Poseidon; was capable of changing his shape at will,
42635,06914135,n,9,(Roman mythology) god of the sea; counterpart of Greek Poseidon,
42636,06914252,n,9,daughter of Zeus and Demeter; made queen of the underworld by Pluto in ancient mythology; identified with Roman Proserpina,
42638,06914712,n,9,goddess of the underworld; counterpart of Greek Persephone,
42639,06914840,n,9,son of Helios; killed when trying to drive his father's chariot and came too close to earth,
42640,06914986,n,9,(classical mythology) the god of the underworld in ancient mythology; brother of Zeus and husband of Persephone,
42641,06915176,n,9,god of the underworld; counterpart of Greek Pluto,
42642,06915283,n,9,the priestess of Apollo at Delphi who transmitted the oracles,
42643,06915397,n,9,god of male procreative power and guardian of gardens and vineyards,
42644,06915518,n,9,a judge of the dead in the underworld,
42645,06915614,n,9,goddess of the moon in ancient mythology; identified with Roman Luna,
42646,06915735,n,9,the goddess of the moon; counterpart of Greek Selene,
42648,06915991,n,9,(Greek mythology) the wife of Orpheus,
42649,06916083,n,9,(Greek mythology) a giant Boeotian hunter who pursued the Pleiades and was eventually slain by Artemis; was then placed in the sky as a constellation,
42650,06916284,n,9,(Greek mythology) a great musician; when his wife Eurydice died he went to Hades to get her back but failed,
42651,06916445,n,9,goddess of the dawn; counterpart of Greek Eos,
42652,06916543,n,9,goddess of the earth; protector of marriage and fertility; identified with Greek Gaea,
42654,06917053,n,9,any of the primordial giant goddesses who were offspring of Uranus (heaven) and Gaea (earth) in ancient mythology,
42655,06917329,n,9,a sea god; son of Poseidon,
42656,06917408,n,9,the goddess of fortune; identified with Roman Fortuna,
42657,06917513,n,9,the goddess of fortune and good luck; counterpart of Greek Tyche,
42658,06917631,n,9,(classical mythology) the Greek god of the west wind,
42659,06917736,n,9,the supreme god of ancient mythology; son of Rhea and Cronus whom he dethroned and husband and sister of Hera; brother of Poseidon and Hades; father of many gods,
42660,06917948,n,9,(Roman mythology) supreme god of Romans; counterpart of Greek Zeus,
42661,06918165,n,9,an epithet for Jupiter,
42662,06918288,n,9,an epithet for Jupiter,
42663,06918383,n,9,an epithet for Jupiter,
42664,06918480,n,9,an epithet for Jupiter,
42665,06918592,n,9,an epithet for Jupiter,
42666,06918701,n,9,god of the stream that flowed around the earth in ancient mythology,
42667,06918822,n,9,one of the Titans,
42668,06918891,n,9,one of the Titans,
42669,06918960,n,9,(Greek mythology) the Titan who was father of Atlas and Epimetheus and Prometheus in ancient mythology,
42670,06919116,n,9,(Roman mythology) one of the virgin priestesses consecrated to the Roman goddess Vesta and to maintaining the sacred fire in her temple,
42671,06919311,n,9,a Titan in ancient mythology who was forced by Zeus to bear the sky on his shoulders,
42672,06919447,n,9,(Greek mythology) brother of Prometheus and father of Pyrrha; despite Prometheus's warning against gifts from Zeus he accepted Pandora as his wife,
42673,06919650,n,9,(Greek mythology) the Titan who stole fire from Olympus and gave it to mankind; Zeus punished him by chaining him to a rock where an eagle gnawed at his liver until Hercules rescued him; father of Deucalion,
42674,06919913,n,9,the Titaness who was mother of Helios and Selene and Eos in ancient mythology,
42675,06920049,n,9,fertility goddess in ancient mythology; wife of Cronus and mother of Zeus; identified with Roman Ops and Cybele of ancient Asia Minor,
42676,06920251,n,9,goddess of abundance and fertility; wife of Saturn; counterpart of Greek Rhea and Cybele of ancient Asia Minor,
42677,06920411,n,9,Roman god of woods and fields and flocks; Pan is the Greek counterpart,
42678,06920547,n,9,Asiatic epithet for Rhea or Cybele,
42679,06920636,n,9,the Titaness who was goddess of justice in ancient mythology,
42680,06920749,n,9,the Titaness who was goddess of memory in ancient mythology; mother of the Muses,
42681,06920885,n,9,a Titaness who became identified with Artemis as goddess of the moon,
42682,06921006,n,9,a Titaness and sea goddess in ancient mythology; wife of Oceanus,
42683,06921123,n,9,(Greek mythology) a beautiful princess loved by Cupid who visited her at night and told her she must not try to see him; became the personification of the soul,
42684,06921335,n,9,wife or mistress of Zeus and mother of Apollo and Artemis in ancient mythology; called Latona in Roman mythology,
42685,06921507,n,9,in Classical mythology a hero noted for his strength; performed 12 immense labors to gain immortality,
42686,06921695,n,9,in Greek mythology: the first woman; created by Hephaestus on orders from Zeus who presented her to Epimetheus along with a box filled with evils,
42687,06921894,n,9,a deity worshipped by the ancient Norsemen,
42688,06922462,n,9,the chief race of Norse gods living at Asgard,
42689,06922559,n,9,race of ancient Norse gods sometimes in conflict with the Aesir,
42690,06922674,n,9,god of light and peace and noted for his beauty and sweet nature; son of Odin and Frigg and husband of Nanna; killed by Hoth,
42691,06922859,n,9,god of poetry and music; son of Odin,
42692,06922955,n,9,Norse goddess of old age who defeated Thor in a wrestling match,
42693,06923069,n,9,god of justice; son of Balder and Nanna,
42694,06923162,n,9,god of earth's fertility and peace and prosperity; son of Njorth and brother of Freya; originally of the Vanir; later with the Aesir,
42696,06923482,n,9,goddess of the heavens and married love; wife of Odin,
42697,06923596,n,9,god of dawn and light; guardian of Asgard,
42698,06923714,n,9,goddess of the dead and queen of the underworld,
42699,06923818,n,9,one of the Aesir having a strong and beautiful body but a dull mind,
42700,06923938,n,9,a blind god; misled by Loki he kills Balder by throwing a bough of mistletoe,
42702,06924238,n,9,(Norse mythology) one of a race of giants often in conflict with the Aesir,
42703,06924373,n,9,trickster; god of discord and mischief; contrived death of Balder and was overcome by Thor,
42704,06924514,n,9,(Norse mythology) giant who guarded the well of wisdom,
42705,06924620,n,9,wife of Balder,
42706,06924686,n,9,chief of the Vanir; god of the sea and winds and prosperity; father of Frey and Freya; sometimes subsumes Teutonic Nerthus,
42707,06924869,n,9,any of the three Fates or goddesses of destiny; identified with Anglo-Saxon Wyrd; similar to Greek Moirae and Roman Parcae,
42708,06925096,n,9,goddess of fate: Past,
42709,06925174,n,9,goddess of fate: Present,
42710,06925265,n,9,goddess of fate: Future,
42711,06925340,n,9,ruler of the Aesir; supreme god of war and poetry and knowledge and wisdom (for which he gave an eye) and husband of Frigg; identified with the Teutonic Wotan,
42712,06925549,n,9,wife of Thor and guardian of the home,
42713,06925636,n,9,wife of Loki; held a cup over him during his punishment to spare him the pain of drops of poison,
42714,06925784,n,9,(Norse mythology) god of thunder and rain and farming; wielded the hammer Moljnir; identified with Teutonic Donar,
42715,06925948,n,9,god of war and strife and son of Odin; identified with Anglo-Saxon Tiu,
42716,06926075,n,9,one of the Aesir known for his beauty and skill with bow and skis; son of Sif and stepson of Thor,
42717,06926229,n,9,one of the Aesir and avenger of Balder; son of Odin,
42718,06926331,n,9,one of the Aesir; son of Odin; avenges his parent by slaying Fenrir at Ragnarok,
42719,06926481,n,9,(Norse mythology) a wonderful smith; identified with Anglo-Saxon Wayland and Teutonic Wieland,
42721,06926892,n,9,(European mythology) a supernatural smith and king of the elves; identified with Norse Volund,
42722,06927069,n,9,a deity worshipped by the ancient Teutons,
42723,06927225,n,9,the Teutonic god of thunder; counterpart of Norse Thor,
42724,06927331,n,9,the Teutonic goddess of fertility; later identified with Norse Njord,
42725,06927462,n,9,supreme Teutonic god; counterpart of Norse Odin and Anglo-Saxon Woden,
42726,06927583,n,9,a deity worshipped by the Anglo-Saxons,
42727,06927757,n,9,god of war and sky; counterpart of Norse Tyr,
42728,06927851,n,9,chief god; counterpart of Norse Odin and Teutonic Wotan,
42729,06927966,n,9,the three Anglo-Saxon Fates or goddesses of destiny,
42730,06928107,n,9,Fate personified; one of the Three Weird Sisters,
42731,06928214,n,9,(Old Testament) in Judeo-Christian mythology; the first man and progenitor of the human race,
