888,69286,,,
2211801,12888,75420,,,
2211803,12888,73878,,,
2211804,12888,67728,,,
2211805,12888,66190,,,
2211806,12888,77965,,,
2211807,12888,76938,,,
2211808,12888,76935,,,
2211810,12888,74368,,,
2211811,12888,77428,,,
2211812,12888,72306,,,
2211813,12888,73324,,,
2211814,12888,71785,,,
2211815,12888,73321,,,
2211817,12888,76390,,,
2211818,12888,76389,,,
2211819,12888,72803,,,
2211820,12888,72802,,,
2211821,12888,72790,,,
2211822,12888,75349,,,
2211824,12888,73809,,,
2211825,12888,76367,,,
2211826,12888,66639,,,
2211827,12888,68174,,,
2211828,12888,67145,,,
2211829,12888,75845,,,
2211831,12888,66623,,,
2211832,12888,75838,,,
2211833,12888,68668,,,
2211834,12888,66107,,,
2211835,12888,74297,,,
2211836,12888,75318,,,
2211838,12888,69683,,,
2211839,12888,74286,,,
2211840,12888,72749,,,
2211841,12888,74794,,,
2211842,12888,75817,,,
2211843,12888,75816,,,
2211845,12888,72736,,,
2211846,12888,68640,,,
2211847,12888,75806,,,
2211848,12888,70168,,,
2211849,12888,69143,,,
2211850,12888,75286,,,
2211852,12888,70675,,,
2211853,12888,72208,,,
2211854,12888,77839,,,
2211855,12888,75788,,,
2211856,12888,66055,,,
2211857,12888,74246,,,
2211859,12888,75272,,,
2211860,12888,70661,,,
2211861,12888,70149,,,
2211862,12888,67589,,,
2211863,12888,71172,,,
2211864,12888,76802,,,
2211866,12942,85311,,,
2211867,12942,85310,,,
2211868,12942,81434,,,
2211869,12942,78195,,,
2211870,12942,92650,,,
2211871,12942,83107,,,
2211873,12942,85315,,,
2211874,12942,85314,,,
2211875,12942,85313,,,
2211876,12942,85312,,,
2211877,12894,69857,,,
2211878,12896,69151,,,
2211880,12896,72980,,,
2211881,12896,69971,,,
2211882,12896,68849,,,
2211883,12896,70598,,,
2211884,12896,68580,,,
2211885,12896,71170,,,
2211887,12897,76537,,,
2211888,12897,71032,,,
2211889,12897,67702,,,
2211890,12897,77429,,,
2211891,12897,75120,,,
2211892,12897,67955,,,
2211894,12897,70641,,,
2211895,12897,70896,,,
2211896,12897,75118,,,
2211897,12897,71786,,,
2211898,12897,75242,,,
2211899,12897,72677,,,
2211901,12897,73571,,,
2211902,12897,74849,,,
2211903,12897,77921,,,
2211904,12897,74847,,,
2211906,12897,75869,,,
2211907,12897,74461,,,
2211908,12897,68444,,,
2211910,12897,74458,,,
2211911,12897,73688,,,
2211912,12897,74455,,,
2211913,12897,75985,,,
2211914,12897,75089,,,
2211915,12897,67919,,,
2211917,12897,74821,,,
2211918,12897,74947,,,
2211919,12897,70974,,,
2211920,12897,74814,,,
2211921,12897,74688,,,
2211922,12897,75070,,,
2211924,12897,70587,,,
2211925,12897,74171,,,
2211926,12897,67511,,,
2211927,12897,70966,,,
2211928,12897,70833,,,
2211929,12897,73649,,,
2211931,12897,71217,,,
2211932,12897,66475,,,
2211933,12897,77226,,,
2211934,12897,68393,,,
2211935,12897,77736,,,
2211936,12897,77734,,,
2211938,12897,70818,,,
2211939,12897,70817,,,
2211940,12897,77729,,,
2211941,12897,76704,,,
2211942,12897,75164,,,
2211943,12897,74398,,,
2211945,12897,68506,,,
2211946,12897,68507,,,
2211947,12897,72728,,,
2211948,12897,75289,,,
2211949,12897,70552,,,
2211950,12897,75154,,,
2211952,12897,75157,,,
2211953,12897,75152,,,
2211954,12897,68499,,,
2211955,12897,67341,,,
2211956,12897,75792,,,
2211957,12897,77584,,,
2211959,12897,67470,,,
2211960,12897,77069,,,
2211961,12897,74636,,,
2211962,12897,73227,,,
2211963,12897,71898,,,
2211964,12897,66441,,,
2211966,12897,67463,,,
2211967,12897,71173,,,
2211968,12897,75140,,,
2211969,12897,77953,,,
2211970,12898,72786,,,
2211971,12898,68156,,,
2211973,12898,72784,,,
2211974,12900,71513,,,
2211975,12900,78038,,,
2211976,12900,71510,,,
2211977,12900,66932,,,
2211978,12900,75278,,,
2211980,12900,67180,,,
2211981,12900,72777,,,
2211982,12900,68199,,,
2211983,12900,68487,,,
2211984,12900,72772,,,
2211985,12900,66178,,,
2211987,12900,66176,,,
2211988,12905,41504,,,
2211989,12905,20315,,,
2211990,12905,41272,,,
2211991,12905,30717,,,
