back or setting aside for some future occasion,
3321,00524888,n,9,preservation (of a dead body) by treating with balsams and drugs and other chemicals,
3322,00525047,n,9,embalmment and drying a dead body and wrapping it as a mummy,
3323,00525167,n,9,excessive protection,
3325,00525511,n,9,counterintelligence achieved by banning or deleting any information of value to the enemy,
3326,00525723,n,9,all types of censorship conducted by personnel of the armed forces,
3327,00525927,n,9,military censorship of civilian communications (correspondence or printed matter of films) entering or leaving of circulating within territories controlled by armed forces,
3328,00526161,n,9,security review of news (including all information or material intended for dissemination to the public) subject to the jurisdiction of the armed forces,
3329,00526382,n,9,military censorship of communication to and from prisoners of war and civilian internees held by the armed forces,
3330,00526568,n,9,military censorship of personal communications to or from persons in the armed forces,
3331,00526759,n,9,armed forces censorship performed by personnel of a military unit on the personal communications of persons assigned to that unit,
3332,00526953,n,9,armed forces censorship of the personal communications of officers or civilian employees or enlisted personnel not subject to primary censorship,
3333,00527164,n,9,censorship under civil authority of communications entering or leaving of crossing the borders of the United States or its territories or possessions,
3334,00527379,n,9,warding off an impending threat,
3335,00527497,n,9,measures taken as a precaution against theft or espionage or sabotage etc; 'military security has been stepped up since the recent uprising',
3336,00527713,n,9,protection from harm; 'sanitation is the best defense against disease',
3337,00527847,n,9,taking a vaccine as a precaution against contracting a disease,
3338,00527981,n,9,the act of protecting against disease by introducing a vaccine into the body to induce immunity,
3339,00528148,n,9,the activity of going around or through an area at regular intervals for security purposes,
3340,00528304,n,9,the act of defending yourself,
3341,00528443,n,9,a Japanese martial art employing principles similar to judo,
3342,00528555,n,9,any of several Oriental arts of weaponless self-defense; usually practiced as a sport; 'he had a black belt in the martial arts',
3343,00528849,n,9,a sport adapted from jujitsu (using principles of not resisting) and similar to wrestling; developed in Japan,
3344,00529027,n,9,a method of self-defense without weapons that was developed in China and Japan; holds and blows are supplemented by clever use of the attacker's own weight and strength,
3345,00529260,n,9,a traditional Japanese system of unarmed combat; sharp blows and kicks are given to pressure-sensitive points on the body of the opponent,
3346,00529450,n,9,a Chinese martial art; combines principles of karate and judo,
3347,00529565,n,9,a Korean martial art similar to karate,
3348,00529661,n,9,the act of insulating for the purposes of protecting something,
3349,00529798,n,9,the act of attaching an inside lining (to a garment or curtain etc.),
3350,00529919,n,9,providing something with a surface of a different material,
3351,00530057,n,9,lining a surface or bearing with babbitt metal,
3352,00530172,n,9,the act of locking something up to protect it,
3353,00530280,n,9,the act of accompanying someone or something in order to protect them,
3354,00530436,n,9,the act of escorting while in transit,
3355,00530526,n,9,the act of protecting something by covering it,
3356,00530645,n,9,the activity of getting dressed,
3357,00530778,n,9,careful or finicky grooming; 'the boss didn't want them to waste time primping',
3358,00530912,n,9,the act of dressing and preparing yourself; 'he made his toilet and went to breakfast',
3359,00531051,n,9,processes in the conversion of rough hides into leather,
3360,00531161,n,9,the act of making immune (especially by inoculation),
3361,00531323,n,9,rendering an organism sensitive to a serum by a series of injections,
3362,00531481,n,9,attention and management implying responsibility for safety; 'he is under the care of a physician',
3363,00531737,n,9,the guardianship and control exercised by a deity; 'divine providence',
3366,00532187,n,9,the act of treating something to make it repel water,
3367,00532309,n,9,the act of wearing; 'she bought it for everyday wear',
3368,00532423,n,9,(physiology) regulation or maintenance of a function or action or reflex etc; 'the timing and control of his movements were unimpaired'; 'he had lost control of his sphincters',
3369,00532671,n,9,control of muscles,
3370,00532749,n,9,the process of taking in oxygen from the air and releasing carbon dioxide,
3371,00533092,n,9,an emergency procedure whereby respiration that is maintained artificially,
3372,00533254,n,9,recording the activity of the heart electronically with a cardiograph (and producing a cardiogram),
3373,00533434,n,9,an emergency procedure that employs rhythmic compression of the heart (either through the chest wall or (during surgery) directly to the heart) in an attempt to maintain circulation during cardiac arrest,
3375,00534181,n,9,an emergency procedure to help someone who is choking because food is lodged in the trachea,
3376,00534336,n,9,breathing in which most of the respiratory effort is done by the abdominal muscles; 'abdominal breathing is practiced by singers',
3377,00534531,n,9,abnormal respiration in which periods of shallow and deep breathing alternate,
3378,00534701,n,9,energetic (deep and rapid) respiration that occurs normally after exercise or abnormally with fever or various disorders,
3379,00534877,n,9,an increased depth and rate of breathing greater than demanded by the body needs; can cause dizziness and tingling of the fingers and toes and chest pain if continued,
3380,00535106,n,9,breathing heavily (as after exertion),
3381,00535207,n,9,an act of forcible exhalation,
3382,00535312,n,9,the act of breathing heavily through the nose (as when the nose is congested),
3383,00535462,n,9,the act of smoking tobacco or other substances; 'he went outside for a smoke'; 'smoking stinks',
3384,00535656,n,9,blowing tobacco smoke out into the air; 'they smoked up the room with their ceaseless puffing',
3385,00535804,n,9,the process of taking in and expelling air during breathing; 'he took a deep breath and dived into the pool'; 'he was fighting to his last breath',
3386,00536039,n,9,the act of inhaling,
3387,00536235,n,9,forceful exhalation through the nose or mouth; 'he gave his nose a loud blow'; 'he blew out all the candles with a single puff',
3388,00536438,n,9,an act of blowing or breathing on or into something,
3389,00536548,n,9,the act of snoring or producing a snoring sound,
3390,00536667,n,9,breathing with a husky or whistling sound,
3391,00536761,n,9,breath; 'the collision knocked the wind out of him',
3392,00536863,n,9,the act of inhaling,
3393,00537041,n,9,a short labored intake of breath with the mouth open; 'she gave a gasp and fainted',
3394,00537182,n,9,an involuntary intake of breath through a wide open mouth,
3395,00537290,n,9,a slow inhalation (as of tobacco smoke); 'he took a puff on his pipe'; 'he took a drag on his cigarette and expelled the smoke slowly',
3396,00537526,n,9,a puff of a marijuana or hashish cigarette: 'the boys took a few tokes on a joint',
3397,00537659,n,9,the process of taking food into the body through the mouth (as by eating),
3398,00537892,n,9,the act of consuming food,
3399,00538233,n,9,the act of gripping or chewing off with the teeth and jaws,
3400,00538386,n,9,the act of feeding by continual nibbling,
3401,00538490,n,9,a reflex response to the passage of electric current through the body,
3402,00538647,n,9,a reflex that expels intestinal gas through the anus,
3403,00538792,n,9,the act of swallowing; 'one swallow of the liquid was enough'; 'he took a drink of his beer and smacked his lips',
3404,00539035,n,9,swallowing air (usually followed by belching and discomfort and flatulence),
3405,00539167,n,9,a large and hurried swallow; 'he finished it at a single gulp',
3406,00539305,n,9,a spasmodic reflex of the throat made as if in swallowing,
3407,00539423,n,9,the act of eating dinner,
3408,00539518,n,9,eating an elaborate meal (often accompanied by entertainment),
3409,00539647,n,9,the act of grazing,
3410,00539727,n,9,the act of eating lunch,
3411,00539805,n,9,chewing steadily,
3412,00539887,n,9,a dinner where each person pays for his own,
3416,00540316,n,9,gentle biting,
