325,66071,,,
1584795,67325,66070,,,
1584797,67325,73609,,,
1584798,67325,73603,,,
1584799,67325,73602,,,
1584800,67325,76673,,,
1584801,67330,44624,,,
1584802,67336,84217,,,
1584804,67372,15869,,,
1584805,67372,34424,,,
1584806,67372,27764,,,
1584807,67372,26516,,,
1584808,67372,30797,,,
1584809,67372,59340,,,
1584811,67372,4387,,,
1584812,42466,80717,,,
1584813,42466,86641,,,
1584814,42466,84249,,,
1584815,67353,3697,,,
1584816,67353,58270,,,
1584818,67353,29980,,,
1584819,67353,4122,,,
1584820,67353,17139,,,
1584821,67353,37298,,,
1584822,67353,57644,,,
1584823,67353,37210,,,
1584825,67353,30315,,,
1584826,67353,5064,,,
1584827,67338,92652,,,
1584828,67338,92651,,,
1584829,67338,89052,,,
1584830,67338,78296,,,
1584832,67338,87501,,,
1584833,67338,87497,,,
1584834,67338,87495,,,
1584835,67338,91581,,,
1584836,67338,91580,,,
1584837,67338,91579,,,
1584839,67338,91566,,,
1584840,67338,89004,,,
1584841,67338,89003,,,
1584842,67338,91562,,,
1584843,67338,89001,,,
1584844,67338,89512,,,
1584846,67338,91024,,,
1584847,67338,86405,,,
1584848,67338,88426,,,
1584849,67338,88424,,,
1584850,67338,94054,,,
1584851,67338,94053,,,
1584853,67338,89412,,,
1584854,67338,82739,,,
1584855,67338,82738,,,
1584856,67338,85804,,,
1584857,67338,85802,,,
1584858,67338,91944,,,
1584860,67338,84252,,,
1584861,67338,91924,,,
1584862,67338,91923,,,
1584863,67338,79614,,,
1584864,67338,91388,,,
1584865,67338,82679,,,
1584867,67338,84172,,,
1584868,67338,87759,,,
1584869,67338,84174,,,
1584870,67338,84173,,,
1584871,67338,87756,,,
1584872,67338,87753,,,
1584874,67338,84154,,,
1584875,67338,84155,,,
1584876,67338,85690,,,
1584877,67338,84153,,,
1584878,67338,79021,,,
1584879,67338,81065,,,
1584881,67338,84132,,,
1584882,67338,84131,,,
1584883,67338,92834,,,
1584884,67338,84129,,,
1584886,67338,84127,,,
1584887,67338,84126,,,
1584888,67338,84125,,,
1584890,67338,86680,,,
1584891,67338,91285,,,
1584892,67338,80533,,,
1584893,67338,80522,,,
1584894,67338,83577,,,
1584895,67338,78450,,,
1584897,67338,80494,,,
1584898,67338,90221,,,
1584899,67338,83561,,,
1584900,67338,80489,,,
1584901,67338,83035,,,
1584902,67338,91730,,,
1584904,67338,87119,,,
1584905,67338,84045,,,
1584906,67338,78925,,,
1584907,67338,86091,,,
1584908,67338,88126,,,
1584909,67338,83498,,,
1584911,67338,78357,,,
1584912,67338,79368,,,
1584913,67338,79364,,,
1584914,67340,88735,,,
1584915,67340,93789,,,
1584916,67340,88727,,,
1584918,67340,81706,,,
1584919,67340,81703,,,
1584920,67341,77470,,,
1584921,67341,73306,,,
1584922,67341,76726,,,
1584923,67341,66601,,,
1584925,67341,77479,,,
1584926,67341,72994,,,
1584927,67328,41847,,,
1584928,67328,41846,,,
1584929,67328,59526,,,
1584930,67328,49104,,,
1584932,67344,70625,,,
1584933,67350,77303,,,
1584934,67350,73205,,,
1584935,67350,69103,,,
1584936,67350,77804,,,
1584937,67350,66538,,,
1584939,67350,69086,,,
1584940,67350,77789,,,
1584941,67350,77787,,,
1584942,67350,67546,,,
1584943,67350,77785,,,
1584944,67350,77781,,,
1584946,67350,73681,,,
1584947,67350,68559,,,
1584948,67350,73668,,,
1584949,67350,75707,,,
1584950,67350,76726,,,
1584951,67350,68530,,,
1584953,67350,66480,,,
1584954,67350,76713,,,
1584955,67350,67497,,,
1584956,67350,67494,,,
1584957,67350,77220,,,
1584958,67350,69529,,,
1584960,67350,74119,,,
1584961,67350,77681,,,
1584962,67350,73580,,,
1584963,67350,76648,,,
1584964,67350,77140,,,
1584965,67350,77138,,,
1584967,67350,77649,,,
1584968,67350,77612,,,
1584969,67350,72994,,,
1584970,67350,76577,,,
1584971,67350,75040,,,
1584972,67350,77596,,,
1584974,67350,77070,,,
1584975,67350,76554,,,
1584976,67350,76549,,,
1584977,67350,77050,,,
1584978,67350,67827,,,
1584979,67350,73439,,,
1584981,67350,70359,,,
1584982,67350,75984,,,
1584983,67350,77519,,,
1584984,67350,78023,,,
1584985,67350,77502,,,
1584986,67350,77498,,,
1584988,67350,77479,,,
1584989,67350,77470,,,
1584990,67350,71325,,,
1584991,67350,77467,,,
1584993,67350,77455,,,
1584994,67350,69260,,,
1584995,67350,75912,,,
1584997,67350,77446,,,
1584998,67350,73347,,,
1584999,67350,77436,,,
1585000,67350,77435,,,
1585001,67350,76410,,,
1585002,67350,77426,,,
1585004,67350,67186,,,
1585005,67350,68714,,,
1585006,67350,77409,,,
1585007,67350,77920,,,
1585008,67350,77919,,,
1585009,67350,77918,,,
1585011,67350,77404,,,
1585012,67350,67675,,,
1585013,67350,73306,,,
1585014,67350,77401,,,
1585015,67350,66633,,,
1585016,67350,69111,,,
1585018,67350,74808,,,
1585019,67350,77870,,,
1585020,67350,74797,,,
1585021,67350,66601,,,
1585022,67350,73254,,,
1585023,67350,76319,,,
1585025,67350,70163,,,
1585026,67350,74765,,,
1585027,67350,73728,,,
1585028,67352,58270,,,
1585029,67352,57644,,,
1585030,67352,1501,,,
1585032,67352,3697,,,
1585033,67369,4387,,,
1585034,67361,66631,,,
1585035,67361,77478,,,
1585036,67361,77941,,,
1585037,67361,77490,,,
1585039,67362,68166,,,
1585040,67362,68164,,,
1585041,67362,68170,,,
1585042,67376,25919,,,
1585043,67376,3422,,,
1585044,67376,15869,,,
1585046,67376,26516,,,
1585047,67376,3059,,,
1585048,67376,30797,,,
1585049,67371,76859,,,
1585050,67371,76791,,,
1585051,67371,76790,,,
1585053,67371,71108,,,
1585054,67371,69444,,,
1585055,67371,71109,,,
1585056,67371,71140,,,
1585057,67371,71107,,,
1585058,67375,4735,,,
1585060,67375,60696,,,
1585061,67375,24726,,,
1585062,67375,60693,,,
1585063,67375,565,,,
1585064,67375,27764,,,
1585065,67375,26419,,,
1585067,67375,23947,,,
1585068,67375,3398,,,
1585069,67375,4387,,,
1585070,67375,24737,,,
1585071,67357,88735,,,
1585072,67357,93789,,,
1585074,67326,46012,,,
1585075,67326,45048,,,
1585076,67326,44273,,,
1585077,67326,44272,,,
1585078,67326,44271,,,
1585079,67326,44270,,,
1585081,67306,62151,,,
1585082,67306,65291,,,
1585083,67306,26878,,,
1585084,67306,2075,,,
1585085,67306,5146,,,
1585086,67306,27288,,,
1585088,67306,65296,,,
1585089,67306,1677,,,
1585090,67306,62150,,,
1585091,67306,23877,,,
1585092,67306,23876,,,
1585093,67377,71022,,,
1585095,67377,71019,,,
1585096,67377,71014,,,
1585097,67377,71041,,,
1585098,67368,60223,,,
1585100,67368,2939,,,
1585101,67368,29846,,,
1585102,67368,58580,,,
1585104,67368,26739,,,
1585105,67368,60305,,,
1585106,67368,60304,,,
1585107,67368,101519,,,
1585108,67368,39661,,,
1585109,67368,29580,,,
1585111,67368,39236,,,
1585112,67368,2435,,,
1585113,67368,39588,,,
1585114,67368,39491,,,
1585115,67368,29539,,,
1585116,67368,39554,,,
1585118,67358,46907,,,
1585119,67358,9618,,,
1585120,67358,19561,,,
1585121,67358,11018,,,
1585122,67358,19562,,,
1585123,67358,10697,,,
1585125,67321,80415,,,
1585126,67321,85308,,,
1585127,67321,90235,,,
1585128,67321,90234,,,
