1,στεφανοποιός,n,----------,,,,,,0
92946,σ03715,στράβων,n,n-s---mn3n,στράβωνος,,,,,0
92947,σ03716,στραγγαλάω,v,----------,,,,,,0
92948,σ03718,στραγγαλιά,n,n-s---fn1l,στραγγαλιᾶς,,,,,0
92949,σ03719,στραγγαλιάω,v,----------,,,,,,0
92950,σ03720,στραγγαλίζω,v,----------,,,,,,0
92951,σ03721,στραγγαλίς,n,n-s---fn3d,στραγγαλίδος,,,,,0
92952,σ03722,στραγγαλισμός,n,----------,,,,,,0
92954,σ03724,στραγγαλόομαι,v,----------,,,,/straŋ.ɡa.ló.o.mai̯/,,0
93007,σ03776,στράτιος,n,----------,,,,,,0
92956,σ03726,στραγγεῖον,n,n-s---nn2-,στραγγείου,,,,,0
92957,σ03727,στράγγευμα,n,n-s---nn3t,στραγγεύματος,,,,,0
92958,σ03728,στραγγεύομαι,v,----------,,,,,,0
92959,σ03729,στραγγίας,n,----------,,,,,,0
92960,σ03730,στραγγίζω,v,----------,,,,,,0
92961,σ03731,στραγγίς,n,n-s---fn3d,στραγγίδος,,,,,0
92962,σ03732,στραγγός,a,aps---mn2-,στραγγός στραγγή στραγγόν,,,,,0
92963,σ03733,στραγγουρέω,v,----------,,,,,,0
92964,σ03734,στραγγουρία,n,n-s---fn1l,στραγγουρίας,,,,,0
92965,σ03735,στραγγουριάω,v,----------,,,,,,0
92967,σ03737,στραγγουριώδης,a,aps---cn3s,στραγγουριώδης στραγγουριώδης στραγγουριώ͂δες,,,,,0
92968,σ03738,στραγεύομαι,v,----------,,,,,,0
92969,σ03739,στράγξ,n,n-s---fn3-,,,,,,0
92970,σ03740,στραγός,n,----------,,,,,,0
92971,σ03741,στραπή,n,n-s---fn1e,στραπῆς,,,,,0
92972,σ03742,στράπτω,v,----------,,,,,,0
92973,σ03743,στραταγέω,v,----------,,,,,,0
92974,σ03744,στραταρχέω,v,----------,,,,,,0
92975,σ03745,στρατάρχης,n,n-s---mn1e,στρατάρχου,,,,,0
92976,σ03746,στραταρχία,n,n-s---fn1l,στραταρχίας,,,,,0
92977,σ03747,στραταρχικός,a,aps---mn1-,στραταρχικός στραταρχική στραταρχικόν,,,,,0
92978,σ03748,στράταρχος,n,n-s---mn2-,στρατάρχου,,,,,0
92979,σ03749,στρατεία,n,n-s---fn1l,στρατείας,,,,,0
92980,σ03750,στράτειος,n,n-s---cn2-,στρατείου,,,,,0
92981,σ03751,στράτευμα,n,n-s---nn3d,στρατεύματος,,,/strá.teu̯.ma/,,0
92982,σ03752,στρατευσείω,v,----------,,,,,,0
92983,σ03753,στρατεύσιμος,a,aps---cn2-,στρατεύσιμος στρατεύσιμος στρατεύσιμον,,,,,0
92984,σ03754,στράτευσις,n,n-s---fn3v,στρατευσέως,,,,,0
92985,σ03755,στρατευτικός,a,aps---mn1-,στρατευτικός στρατευτική στρατευτικόν,,,,,0
92986,σ03756,στρατεύω,v,----------,,,,,,0
92987,σ03757,στρατηγεῖον,n,----------,,,,,,0
92988,σ03758,στρατηγέτης,n,n-s---mn1e,στρατηγέτου,,,,,0
92989,σ03759,στρατηγέω,v,----------,,,,,,0
92990,σ03760,στρατήγημα,n,n-s---nn3t,στρατηγήματος,,,,,0
92991,σ03761,στρατηγητέον,n,----------,,,,,,0
92992,σ03762,στρατηγία,n,n-s---fn1l,στρατηγίας,,,/stra.tɛː.ɡí.aː/,,0
92993,σ03763,στρατηγιάω,v,----------,,,,,,0
92995,σ03765,στρατήγιον,n,n-s---nn2-,στρατηγίου,,,,,0
92996,,Στρατήγιος,n,----------,,,,,,0
92997,σ03766,στρατηγίς,a,----------,,,,,,0
92998,σ03767,στρατηγός,n,n-s---mn2-,στρατηγοῦ,,,/stra.tɛː.ɡós/,,0
92999,σ03768,στρατηί̈η,n,----------,,,,,,0
93000,σ03769,στρατηλασία,n,n-s---fn1l,στρατηλασίας,,,,,0
93001,σ03770,στρατηλατέω,v,----------,,,,,,0
93002,σ03771,στρατηλάτης,n,n-s---mn1e,στρατηλάτου,,,,,0
93003,σ03772,στρατηλατικός,a,aps---mn1-,στρατηλατικός στρατηλατική στρατηλατικόν,,,,,0
93004,σ03773,στρατηλάτις,n,n-s---fn3d,στρατηλάτιδος,,,,,0
93005,σ03774,στρατιά,n,n-s---fn1l,στρατιᾶς,,,,,0
93006,σ03775,στρατίαρχος,n,n-s---mn2-,στρατιάρχου,,,,,0
93009,σ03778,στρατιώτης,n,n-s---mn1e,στρατιώτου,,,/stra.ti.ɔ̌ː.tɛːs/,,0
93011,σ03780,στρατίωτις,a,----------,,,,,,0
93012,σ03781,στρατοκῆρυξ,n,n-s---mn3e,στρατοκήρυκος,,,,,0
93013,σ03782,στρατολογέω,v,----------,,,,,,0
93014,σ03783,στρατολογία,n,n-s---fn1l,στρατολογίας,,,,,0
93015,σ03784,στρατόμαντις,n,n-s---mn3c,στρατομάντεως,,,,,0
93016,,Στρατονίκεια,n,n-p---nn2-,Στρατονικείων,,,,,0
93017,,Στρατονικίς,n,n-s---fn3d,Στρατονικίδος,,,,,0
93018,σ03785,στρατοπεδάρχης,n,n-s---mn1e,στρατοπεδάρχου,,,,,0
93019,σ03786,στρατοπεδαρχικός,a,aps---mn1-,στρατοπεδαρχικός στρατοπεδαρχική στρατοπεδαρχικόν,,,,,0
93020,σ03787,στρατοπεδεία,n,n-s---fn1l,στρατοπεδείας,,,,,0
93021,σ03788,στρατοπέδευμα,n,n-s---nn3t,στρατοπεδεύματος,,,,,0
93022,σ03789,στρατοπέδευσις,n,n-s---fn3v,στρατοπεδευσέως,,,,,0
93023,σ03790,στρατοπεδευτικός,a,aps---mn1-,στρατοπεδευτικός στρατοπεδευτική στρατοπεδευτικόν,,,,,0
93024,σ03791,στρατοπεδεύω,v,----------,,,,,,0
93025,σ03792,στρατόπεδον,n,n-s---nn2-,στρατοπέδου,,,/stra.tó.pe.don/,,0
93026,σ03793,στρατόπλωτος,a,aps---cn2-,στρατόπλωτος στρατόπλωτος στρατόπλωτον,,,,,0
93027,σ03794,στρατός,n,n-s---mn2-,στρατοῦ,,,/stra.tós/,,0
93028,σ03795,στρατοϋπηρέτης,n,n-s---mn1e,στρατοϋπηρέτου,,,,,0
93029,σ03796,στρατοφύλαξ,n,----------,,,,,,0
93030,σ03797,στρατόω,v,----------,,,,,,0
93031,σ03798,στρατύλλαξ,n,----------,,,,,,0
93032,,Στρατωνίδης,n,n-s---mn1e,Στρατωνίδου,,,,,0
93033,σ03799,στράτωρ,n,----------,,,,,,0
93034,σ03800,στράφω,v,----------,,,,,,0
93035,σ03801,στρέβλευμα,n,n-s---nn3t,στρεβλεύματος,,,,,0
93036,σ03802,στρέβλη,n,n-s---fn1e,στρέβλης,,,,,0
93037,σ03803,στρεβλοκάρδιος,a,aps---cn2-,στρεβλοκάρδιος στρεβλοκάρδιος στρεβλοκάρδιον,,,,,0
93038,σ03804,στρεβλοκέρατος,a,aps---cn2-,στρεβλοκέρατος στρεβλοκέρατος στρεβλοκέρατον,,,,,0
93039,σ03805,στρεβλοκέρως,n,----------,,,,,,0
93040,σ03806,στρεβλόπους,n,----------,,,,,,0
93041,σ03807,στρεβλός,a,aps---mn1-,στρεβλός στρεβλή στρεβλόν,,,,,0
93042,σ03808,στρεβλότης,n,n-s---fn3t,στρεβλότητος,,,,,0
93043,σ03809,στρεβλόω,v,----------,,,,,,0
93044,σ03810,στρέβλωμα,n,n-s---nn3t,στρεβλώματος,,,,,0
93045,σ03811,στρέβλωσις,n,n-s---fn3v,στρεβλωσέως,,,,,0
93047,σ03813,στρεβλωτής,n,n-s---mn1e,στρεβλωτού,,,,,0
93048,σ03814,στρέμμα,n,n-s---nn3t,στρέμματος,,,,,0
93049,σ03815,στρέπταιγλος,a,aps---mn1-,στρέπταιγλος στρέπταιγλα στρέπταιγλον,,,,,0
93050,σ03816,στρεπτάριον,n,n-s---nn2-,στρεπταρίου,,,,,0
93051,σ03817,στρεπτήρ,n,n-s---mn3r,στρεπτῆρος,,,,,0
93052,σ03818,στρεπτίκιος,n,----------,,,,,,0
93053,σ03819,στρεπτικός,a,aps---mn1-,στρεπτικός στρεπτική στρεπτικόν,,,,,0
93054,σ03820,στρεπτίνδα,r,----------,,,,,,0
93055,σ03821,στρεπτόλυτον,n,n-s---nn2-,στρεπτολύτου,,,,,0
93057,σ03823,στρεπτοφόρος,a,aps---cn2-,στρεπτοφόρος στρεπτοφόρος στρεπτοφόρον,,,,,0
93058,σ03824,στρευγεδών,n,n-s---fn3n,στρευγεδόνος,,,,,0
93059,σ03825,στρεύγω,v,----------,,,,,,0
93060,σ03826,στρεφεδινέω,v,----------,,,,,,0
93061,σ03827,στρέφω,v,----------,,,,,,0
93062,σ03828,στρεψαῖος,n,----------,,,,,,0
93063,σ03829,στρεψαύχην,n,----------,,,,,,0
93064,σ03830,στρεψηλάκατος,n,----------,,,,,,0
93065,σ03831,στρεψίκερως,n,----------,,,,,,0
93067,σ03833,στρέψις,n,n-s---fn3v,στρέψεως,,,/strép.sis/,,0
93068,σ03834,στρεψοδικέω,v,----------,,,,,,0
93069,σ03835,στρεψοδικοπανουργία,n,n-s---fn1l,στρεψοδικοπανουργίας,,,,,0
93070,σ03836,στρήνα,n,n-s---fn1l,στρήνας,,,,,0
93071,σ03837,στρηνής,a,aps---cn5s,στρηνής στρηνής στρηνές,,,,,0
93072,σ03838,στρηνιάω,v,----------,,,,,,0
93073,σ03851,στρῆνος,n,----------,,,,,,0
93074,σ03839,στρηνός,a,aps---mn1-,στρηνός στρηνή στρηνόν,,,,,0
93075,σ03840,στρηνόφωνος,a,aps---cn2-,στρηνόφωνος στρηνόφωνος στρηνόφωνον,,,,,0
93076,σ03841,στρηνύζω,v,----------,,,,,,0
93077,σ03852,στρῆξις,n,----------,,,,,,0
93078,σ03842,στριβιλικίγξ,n,----------,,,,,,0
93079,σ03843,στρίγλος,n,----------,,,,,,0
93080,σ03845,στρίξ,n,----------,,,,,,0
93081,σ03847,στριφνός,a,aps---mn1-,στριφνός στριφνή στριφνόν,,,,,0
93082,σ03846,στρίφνος,n,n-s---mn2-,στρίφνου,,,,,0
93083,σ03848,στριφνότης,n,n-s---fn3t,στριφνότητος,,,,,0
93084,σ03849,στρίφος,a,aps---mn1-,στρίφος στρίφη στρίφον,,,,,0
93085,σ03853,στροβεία,n,n-s---fn1l,στροβείας,,,,,0
93086,σ03854,στροβεύς,n,n-s---mn3v,στροβέως,,,,,0
93087,σ03855,στροβέω,v,----------,,,,,,0
93088,σ03856,στροβητός,a,aps---mn1-,στροβητός στροβητή στροβητόν,,,,,0
93089,σ03870,στροβιλᾶς,n,n-s---mn2c,στροβιλᾶ,,,,,0
93090,σ03857,στροβιλέα,n,n-s---fn1l,στροβιλέας,,,,,0
93091,σ03858,στροβιλεϊνόν,n,----------,,,,,,0
93092,σ03859,στροβιλέω,v,----------,,,,,,0
93093,σ03860,στροβιλεών,n,n-s---mn3n,στροβιλεῶνος,,,,,0
93094,σ03861,στροβίλη,n,n-s---fn1e,στροβίλης,,,,,0
93095,σ03862,στροβιλίζω,v,----------,,,,,,0
93097,σ03864,στροβίλιον,n,n-s---nn2-,στροβιλίου,,,,,0
93098,σ03865,στροβιλίτης,n,----------,,,,,,0
93099,σ03866,στροβιλοειδής,a,aps---cn5s,στροβιλοειδής στροβιλοειδής στροβιλοειδές,,,,,0
93100,σ03867,στρόβιλος,n,n-s---mn2-,στροβίλου,,,,,0
93101,σ03868,στροβιλός,a,aps---mn1-,στροβιλός στροβιλή στροβιλόν,,,,,0
93102,σ03869,στροβιλόω,v,----------,,,,,,0
93103,σ03871,στροβιλώδης,a,aps---cn3s,στροβιλώδης στροβιλώδης στροβιλώ͂δες,,,,,0
93104,σ03872,στροβόομαι,v,----------,,,,,,0
93105,σ03873,στρόβος,n,n-s---mn2-,στρόβου,,,,,0
93106,σ03874,στροβύλος,n,----------,,,,,,0
93107,σ03875,στρογγυλαίνω,v,----------,,,,,,0
93108,σ03876,στρογγύλευμα,n,n-s---nn3t,στρογγυλεύματος,,,,,0
93110,σ03878,στρογγύλιον,n,n-s---nn2-,στρογγυλίου,,,,,0
93111,σ03879,στρογγύλισμα,n,n-s---nn3t,στρογγυλίσματος,,,,,0
93112,σ03880,στρογγύλλω,v,----------,,,,,,0
93113,σ03881,στρόγγυλμα,n,n-s---nn3t,στρογγύλματος,,,,,0
93115,σ03883,στρογγυλοδίνητος,n,----------,,,,,,0
93116,σ03884,στρογγυλοειδής,a,aps---cn5s,στρογγυλοειδής στρογγυλοειδής στρογγυλοειδές,,,,,0
93117,σ03885,στρογγυλόκαυλος,a,aps---cn2-,στρογγυλόκαυλος στρογγυλόκαυλος στρογγυλόκαυλον,,,,,0
93118,σ03886,στρογγυλόλοβος,a,aps---cn2-,στρογγυλόλοβος στρογγυλόλοβος στρογγυλόλοβον,,,,,0
93119,σ03887,στρογγυλοναύτης,n,n-s---mn1e,στρογγυλοναύτου,,,,,0
93120,σ03888,στρογγυλόπλευρος,a,aps---cn2-,στρογγυλόπλευρος στρογγυλόπλευρος στρογγυλόπλευρον,,,,,0
93121,σ03889,στρογγυλόπους,n,----------,,,,,,0
93122,σ03890,στρογγυλοπρόσωπος,a,aps---cn2-,στρογγυλοπρόσωπος στρογγυλοπρόσωπος στρογγυλοπρόσωπον,,,,,0
93123,σ03891,στρογγύλος,a,aps---mn1-,στρογγύλος στρογγύλη στρογγύλον,,,/stroŋ.ɡý.los/,,0
93124,σ03892,στρογγυλότης,n,n-s---fn3t,στρογγυλότητος,,,,,0
93125,σ03893,στρογγυλοτομία,n,n-s---fn1l,στρογγυλοτομίας,,,,,0
93126,σ03894,στρογγυλόω,v,----------,,,,,,0
93127,σ03895,στρογγύλωμα,n,----------,,,,,,0
93128,σ03896,στρογγύλωσις,n,n-s---fn3v,στρογγυλωσέως,,,,,0
93129,σ03897,στρογγυλώψ,n,----------,,,,,,0
93130,σ03898,στρομβεῖον,n,n-s---nn2-,στρομβείου,,,,,0
93131,σ03899,στρομβέω,v,----------,,,,,,0
93132,σ03900,στρόμβη,n,n-s---fn1e,στρόμβης,,,,,0
93133,σ03901,στρομβηδόν,r,----------,,,,,,0
93134,σ03902,στρομβοειδής,a,aps---cn3s,στρομβοειδής στρομβοειδής στρομβοειδές,,,,,0
93135,σ03903,στρόμβος,n,n-s---mn2-,στρόμβου,,,,,0
93136,σ03904,στρομβόω,v,----------,,,,,,0
93137,σ03905,στρομβώδης,n,----------,,,,,,0
93138,σ03907,στροταγέω,v,----------,,,,,,0
93139,σ03908,στρουθάριον,n,n-s---nn2-,στρουθαρίου,,,,,0
93141,σ03910,στρουθίας,n,n-s---mn1a,στρουθίου,,,,,0
93142,σ03911,στρουθιασμός,n,----------,,,,,,0
93143,σ03912,στρουθίζω,v,----------,,,,,,0
93144,σ03913,στρούθινος,a,aps---mn1-,στρούθινος στρουθίνη στρούθινον,,,,,0
93145,σ03914,στρουθίον,n,n-s---nn2-,στρουθίου,,,,,0
93146,σ03915,στρουθίς,n,n-s---fn3d,στρουθίδος,,,,,0
93147,σ03916,στρουθισμός,n,----------,,,,,,0
93148,σ03917,στρουθίων,n,n-s---mn3n,στρουθίωνος,,,,,0
93149,σ03918,στρουθοκάμηλος,n,n-s---cn2-,στρουθοκαμήλου,,,,,0
93150,σ03919,στρουθοκέφαλος,a,aps---cn2-,στρουθοκέφαλος στρουθοκέφαλος στρουθοκέφαλον,,,,,0
93151,σ03920,στρουθοπιαστής,n,n-s---mn1e,στρουθοπιαστού,,,,,0
93152,σ03921,στρουθόπους,n,----------,,,,,,0
93153,σ03922,στρουθός,n,n-s---mn2-,,,,/stroː.tʰós/,,0
93154,,Στρουθοφάγοι,n,n-p---mn2-,Στρουθοφάγων,,,,,0
93155,σ03923,στρουθώδης,a,aps---cn3s,στρουθώδης στρουθώδης στρουθώ͂δες,,,,,0
93157,σ03925,στρουκτώριον,n,n-s---nn2-,στρουκτωρίου,,,,,0
93158,σ03929,στροφαῖος,a,aps---mn1-,στροφαῖος στροφαῖα στροφαῖον,,,,,0
93159,σ03926,στροφάλιγξ,n,----------,,,,,,0
93160,σ03927,στροφαλίζω,v,----------,,,,,,0
93161,σ03928,στρόφαλος,n,n-s---mn2-,στροφάλου,,,,,0
93162,σ03930,στροφάς,n,n-s---fn3d,στροφάδος,,,,,0
93163,σ03931,στροφάω,v,----------,,,,,,0
93164,σ03932,στροφεῖον,n,n-s---nn2-,στροφείου,,,,,0
93165,σ03933,στροφεύς,n,n-s---mn3v,στροφέως,,,,,0
93166,σ03934,στροφέω,v,----------,,,,,,0
93168,σ03936,στροφίγγιον,n,n-s---nn2-,στροφιγγίου,,,,,0
93169,σ03937,στρόφιγξ,n,n-s---fn3e,στρόφιγγος,,,,,0
93170,σ03938,στροφικός,a,aps---mn1-,στροφικός στροφική στροφικόν,,,/stro.pʰi.kós/,,0
93171,σ03939,στροφίολος,n,n-s---mn2-,στροφιόλου,,,,,0
93172,σ03940,στρόφιον,n,n-s---nn2-,στροφίου,,,,,0
93173,σ03941,στρόφιος,n,n-s---mn2-,στροφίου,,,,,0
93174,σ03942,στροφιοῦχος,n,n-s---mn2-,στροφιούχου,,,,,0
93175,σ03943,στρόφις,n,n-s---fn3v,στρόφιος,,,,,0
93176,σ03944,στροφίς,n,n-s---fn3d,στροφίδος,,,,,0
93177,σ03945,στροφίσκος,n,n-s---mn2-,στροφίσκου,,,,,0
93178,σ03946,στροφοδινέομαι,v,----------,,,,,,0
93179,σ03947,στροφόομαι,v,----------,,,,,,0
93180,σ03948,στροφοποιός,n,----------,,,,,,0
93181,σ03949,στρόφος,n,n-s---mn2-,στρόφου,,,,,0
93182,σ03950,στροφώδης,a,aps---cn3s,στροφώδης στροφώδης στροφώ͂δες,,,,,0
93183,σ03951,στρόφωμα,n,n-s---nn3t,στροφώματος,,,,,0
93184,σ03952,στροφωμάτιον,n,n-s---nn2-,στροφωματίου,,,,,0
93185,σ03953,στροφωτήρ,n,n-s---mn3r,στροφωτῆρος,,,,,0
93187,σ03956,στρύζω,v,----------,,,,,,0
93188,,Στρυμονίας,n,----------,,,,,,0
93189,,Στρυμών,n,n-s---mn3n,Στρυμόνος,,,/stryː.mɔ̌ːn/,,0
93190,σ03957,στρυνύζω,v,----------,,,,,,0
93191,σ03958,στρυπτηρία,n,n-s---fn1l,στρυπτηρίας,,,,,0
93192,σ03959,στρυφαλίς,n,n-s---fn3d,στρυφαλίδος,,,,,0
93193,σ03961,στρυφνός,a,aps---mn1-,στρυφνός στρυφνή στρυφνόν,,,,,0
93194,σ03960,στρύφνος,n,----------,,,,,,0
93195,σ03962,στρυφνότης,n,n-s---fn3t,στρυφνότητος,,,,,0
93196,σ03963,στρυφνόω,v,----------,,,,,,0
93197,σ03964,στρύχνον,n,n-s---nn2-,,,,,,0
93198,σ03850,στρῶμα,n,n-s---nn3t,στρώματος,,,,,0
93199,σ03965,στρωματεύς,n,n-s---mn3v,στρωματέως,,,,,0
93200,σ03966,στρωματίζω,v,----------,,,,,,0
93201,σ03967,στρωμάτιον,n,n-s---nn2-,στρωματίου,,,,,0
93202,σ03968,στρωματίτης,n,n-s---mn1e,στρωματίτου,,,,,0
