
63839,10636657,n,9,a dark oily liquid obtained by distillation of coal tar; used as a preservative for wood,
63840,10636820,n,9,a colorless or yellowish oily liquid obtained by distillation of wood tar; used as an antiseptic,
63841,10636971,n,9,any of three poisonous colorless isomeric phenols; derived from coal or wood tar; used as a disinfectant,
63842,10637162,n,9,paper with a crinkled texture; usually colored and used for decorations,
63843,10637299,n,9,a liquid that boils at below -160 C and is used as a refrigerant,
63844,10637453,n,9,a weak soluble dibasic acid (the parent acid of cyanamide salts),
63845,10637584,n,9,a colorless poisonous volatile liquid acid that hydrolyzes readily to ammonia and carbon dioxide,
63846,10637738,n,9,an extremely poisonous salt of hydrocyanic acid,
63847,10637875,n,9,a white poisonous salt (NaCN) used in electroplating,
63848,10637988,n,9,any of a class of dyes containing a -CH= group linking two nitrogen-containing heterocyclic rings; used as sensitizers in photography,
63849,10638179,n,9,a colorless toxic gas with a pungent almond odor; has been used in chemical warfare,
63852,10638622,n,9,any organic compound in which the cyano radical -CN and the hydroxyl radical -OH are attached to the same carbon atom,
63853,10638797,n,9,a trimer of cyanic acid,
63854,10638880,n,9,the cyclohexanol ester of phthalic acid,
63855,10638988,n,9,a base found in DNA and RNA and derived from pyrimidine; pairs with guanine,
63856,10639156,n,9,material used to daub walls,
63857,10639234,n,9,a chemical that is sprayed on plants and causes their leaves to fall off,
63858,10639362,n,9,an enzyme that removes the iodine radical,
63859,10639461,n,9,a green andradite used as a gemstone,
63861,10639759,n,9,a light brown raw cane sugar from Guyana,
63862,10639854,n,9,a nucleic acid consisting of large molecules shaped like a double helix; associated with the transmission of genetic information,
63863,10640175,n,9,genetically engineered DNA made by recombining fragments of DNA from different organisms,
63864,10640325,n,9,a nucleic acid that transmits genetic information from DNA to the cytoplasm; controls certain chemical processes in the cell,
63865,10640649,n,9,the form of RNA that carries information from DNA in the nucleus to the ribosome sites of protein synthesis in the cell,
63867,10641072,n,9,a sugar that is a constituent of nucleic acids,
63868,10641176,n,9,an alloy of gold used in dentistry,
63869,10641287,n,9,a chemical (usually a sulfide) used to remove hair or wool or bristles from hides,
63870,10641425,n,9,a type of soil that develops in arid climates,
63871,10641544,n,9,water that has condensed on a cool surface overnight from water vapor in the air; 'in the morning the grass was wet with dew',
63872,10641738,n,9,a drop of dew,
63873,10641843,n,9,very hard native crystalline carbon valued as a gem,
63874,10641994,n,9,tyrosine with one iodine atom added,
63875,10642093,n,9,tyrosine with two iodine atoms added,
63876,10642191,n,9,tyrosine with iodine added,
63877,10642312,n,9,thyronine with iodine added,
63878,10642417,n,9,thyronine with three iodine atoms added,
63879,10642520,n,9,a diluted solution,
63880,10642593,n,9,a compound whose molecules are composed of two identical monomers,
63881,10642710,n,9,a compound used in analysis as a precipitant for palladium or nickel,
63882,10642841,n,9,any of a class of alcohols having 2 hydroxyl groups in each molecule,
63883,10642988,n,9,an oxide containing two atoms of oxygen in the molecule,
63884,10643169,n,9,any of several toxic or carcinogenic hydrocarbons that occur as impurities in herbicides,
63885,10643329,n,9,any of a variety of carbohydrates that yield two monosaccharide molecules on complete hydrolysis,
63886,10643538,n,9,water in which dishes and cooking utensils are washed,
63887,10643647,n,9,a liquid produced by condensation from a vapor during distilling; the product of distilling,
63888,10643810,n,9,water that has been purified by distillation,
63889,10643916,n,9,gases ejected from an engine as waste products,
63890,10644058,n,9,the desired mineral that is left after impurities have been removed from mined ore,
63891,10644212,n,9,wood that is floating or that has been washed ashore,
63892,10644320,n,9,carbon steel used for rock drills and dowels,
63893,10644434,n,9,a kind of sedimentary rock resembling limestone but consisting almost entirely of the mineral dolomite,
63894,10644591,n,9,a monoamine neurotransmitter found in the brain; as a drug (trade names Dopastat and Intropin) it is used to treat shock and hypotension,
63895,10644804,n,9,the residue of partially burnt tobacco left caked in the bowl of a pipe after smoking,
63896,10644942,n,9,a dark red resinous substance derived from various trees and used in photoengraving,
63897,10645086,n,9,paper that is specially prepared for use in drafting,
63898,10645216,n,9,a mixture of clays and water; pumped down the drill pipe to lubricate and cool the drilling bit,
63899,10645387,n,9,tallow mixed with oil; used to make leather soft and waterproof,
63900,10645503,n,9,(trademark) an aluminum-based alloy,
63901,10645613,n,9,fine powdery material such as dry earth or pollen that can be blown about in the air; 'the furniture was covered with dust',
63952,10654891,n,9,fecal matter of animals,
63903,10646019,n,9,any of various elastic materials that resemble rubber (resumes its original shape when a deforming force is removed),
63904,10646191,n,9,one of four substances thought in ancient and medieval cosmology to constitute the physical universe; 'the alchemists believed that there were four elements',
63905,10646492,n,9,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,
63906,10646827,n,9,the air that is inhaled and exhaled in respiration; 'his sour breath offended her',
63907,10646980,n,9,offensive breath,
63908,10647052,n,9,air at a pressure greater than that of the atmosphere; 'compressed air is often used to power machines',
63909,10647234,n,9,the trapped air that supports a hovercraft a short distance above the water or ground,
63910,10647377,n,9,(archaic) once thought to be one of four elements composing the universe,
63911,10647499,n,9,(archaic) once thought to be one of four elements composing the universe,
63912,10647622,n,9,the loose soft material that makes up a large part of the surface of the land surface; 'they dug into the earth outside the church',
63913,10647886,n,9,a light soil consisting of siliceous diatom remains and often used as a filtering material,
63914,10648084,n,9,an earth color containing ferric oxides; used as a pigment,
63915,10648269,n,9,a water-soluble brownish-yellow pigment made by boiling wood soot,
63916,10648396,n,9,a reddish-brown pigment produced by roasting sienna,
63917,10648525,n,9,a yellowish-brown pigment made from untreated sienna,
63918,10648653,n,9,any of various earths containing silica and alumina and ferric oxide; used as a pigment,
63919,10648836,n,9,a red ocher formerly used as a pigment,
63920,10648948,n,9,pigment consisting of a limonite mixed with clay and silica,
63921,10649081,n,9,(archaic) once thought to be one of four elements composing the universe,
63922,10649205,n,9,a deposit of clay and disintegrating rock that is found in its original place,
63923,10649338,n,9,the part of the earth's surface consisting of humus and disintegrated rock,
63924,10650046,n,9,crust or layer of hard subsoil encrusted with calcium-carbonate occurring in arid or semiarid regions,
63925,10650211,n,9,a clear colorless odorless tasteless liquid; 'he asked for a drink of water',
63926,10650786,n,9,water that has been blessed by a priest for use in symbolic purification,
63927,10650915,n,9,an odorous glandular secretion from the male musk deer; used as a perfume fixative,
63928,10651048,n,9,a sweet liquid secretion that is attractive to pollinators,
63930,10651368,n,9,(archaic) once thought to be one of four elements composing the universe,
63931,10651492,n,9,underground water that is held in the soil and in pervious rocks,
63932,10651643,n,9,a crystalline unsaturated fatty acid,
63933,10651762,n,9,a green transparent form of beryl; highly valued as a gemstone,
63934,10651896,n,9,cloth covered with powdered emery,
63935,10651987,n,9,stiff paper coated with powdered emery or sand,
63936,10652122,n,9,a mixture of emery dust and a binder; can be molded into grindstones,
63937,10652261,n,9,formed by reaction between an acid and an alcohol with elimination of water,
63938,10652550,n,9,a colorless odorless gas used as fuel,
63939,10652658,n,9,a fragrant colorless flammable volatile liquid ester made from ethanol and acetic acid; used in flavorings and perfumes and as a solvent for plastics,
63940,10652867,n,9,a flammable colorless gaseous alkene; obtained from petroleum and natural gas and used in manufacturing many other chemicals,
63941,10653073,n,9,a sweet but poisonous syrupy liquid used as an antifreeze and solvent,
63942,10653226,n,9,a sweet liquid preservative used as an antifreeze and in brake fluid,
63943,10653357,n,9,an acrid brown gum resin now used mainly in veterinary medicine,
63944,10653495,n,9,a substance that is emitted or released,
63945,10653637,n,9,a steel that contains 0.9% carbon (the eutectic point in the iron-carbon system); a carbon steel with 0.9% carbon is pure pearlite,
63946,10653829,n,9,a substance that oozes from animal or plant pores,
63947,10653968,n,9,a powerful chemical explosive that produces gas at a high rate,
63948,10654091,n,9,an foul-smelling outflow or vapor (especially a gaseous waste),
63949,10654209,n,9,waste matter (as urine or sweat but especially feces) discharged from the body,
63950,10654524,n,9,solid excretory product evacuated from the bowels,
63954,10655132,n,9,abnormally dark tarry feces containing blood (usually from gastrointestinal bleeding),
63955,10655280,n,9,excreta (especially of insects),
63956,10655364,n,9,cylindrical mass of earth voided by a burrowing earthworm or lugworm,
63957,10655487,n,9,the body wastes of human beings,
63958,10655576,n,9,liquid excretory product; 'there was blood in his urine'; 'the child had to make water',
63959,10655754,n,9,the matter ejected in vomiting,
63960,10655853,n,9,loose material (stone fragments and silt etc) that is worn away from rocks,
63962,10656399,n,9,waste matter carried away in sewers or drains,
63963,10656527,n,9,water mixed with waste matter,
63964,10656657,n,9,food that is discarded (as from a kitchen),
63965,10656784,n,9,waste matter that contaminates the water or air or soil,
63966,10656895,n,9,worthless material that is discarded,
63967,10657029,n,9,the remains of something that has been destroyed or broken up,
63968,10657177,n,9,rubbish carelessly dropped or left about (especially in public places),
63969,10657300,n,9,poisonous waste materials; can cause injury (especially by chemical means),
63970,10657457,n,9,the radioactive particles that settle to the ground after a nuclear explosion,
63971,10657607,n,9,material for building fences,
63972,10657708,n,9,a solid solution in which alpha iron is the solvent,
63973,10657851,n,9,any substance such as manure or a mixture of nitrates used to make soil more fertile,
63974,10658067,n,9,a fertilizer that is derived from animal or vegetable matter,
63975,10658292,n,9,a substance added to molten metals to bond with impurities that can then be readily removed,
63976,10658434,n,9,"a watery solution of sugars, salts, and minerals that circulates through the vascular system of a plant",
63977,10658605,n,9,(NaNO3) used especially as a fertilizer and explosive,
63978,10658751,n,9,(KNO3) used especially as a fertilizer and explosive,
63979,10658926,n,9,a white crystalline salt (KBr) used as a sedative and in photography,
63980,10659058,n,9,a white salt (K2CO3) that is basic in solution; used to make glass and cleansing agents,
