04,90579,,,
682698,28604,77906,,,
682699,28604,77904,,,
682701,28604,80970,,,
682702,28604,69194,,,
682703,28604,69193,,,
682704,28604,76102,,,
682705,28604,69699,,,
682706,28604,75712,,,
682708,28604,72383,,,
682709,28604,75837,,,
682710,28604,75709,,,
682711,28604,82108,,,
682712,28604,90679,,,
682713,28604,90676,,,
682715,28604,77229,,,
682716,28604,75821,,,
682717,28604,69288,,,
682718,28604,73256,,,
682719,28604,67496,,,
682720,28604,77223,,,
682722,28604,92194,,,
682723,28604,85664,,,
682724,28604,76192,,,
682725,28604,76191,,,
682726,28604,68635,,,
682727,28604,87706,,,
682729,28604,70547,,,
682730,28604,71056,,,
682731,28604,76304,,,
682732,28604,66187,,,
682733,28604,69125,,,
682734,28604,68868,,,
682736,28604,76288,,,
682737,28604,74752,,,
682738,28605,70258,,,
682739,28605,72690,,,
682740,28605,75121,,,
682741,28605,69988,,,
682743,28605,69074,,,
682744,28605,74448,,,
682745,28605,67399,,,
682746,28605,71620,,,
682747,28605,71874,,,
682748,28605,69185,,,
682750,28605,70446,,,
682751,28605,73514,,,
682752,28605,68774,,,
682753,28605,75035,,,
682754,28605,75034,,,
682755,28605,70295,,,
682757,28605,75029,,,
682758,28605,75028,,,
682759,28605,75027,,,
682760,28605,75024,,,
682761,28605,70025,,,
682762,28605,70024,,,
682764,28605,70021,,,
682765,28605,70018,,,
682766,28605,73219,,,
682767,28605,67843,,,
682770,28606,71708,,,
682771,28606,72133,,,
682773,28608,66077,,,
682774,28608,66082,,,
682775,28608,71048,,,
682776,28609,76027,,,
682777,28609,71151,,,
682778,28609,68582,,,
682780,28609,74719,,,
682781,28609,72798,,,
682782,28609,72793,,,
682783,28609,67542,,,
682784,28609,67535,,,
682785,28609,76598,,,
682787,28609,70707,,,
682788,28609,68527,,,
682789,28609,71727,,,
682790,28609,71720,,,
682791,28609,71718,,,
682792,28609,77346,,,
682794,28609,76318,,,
682795,28609,71581,,,
682796,28609,71579,,,
682797,28609,77593,,,
682798,28609,76440,,,
682799,28609,71297,,,
682801,28633,85890,,,
682802,28633,88840,,,
682803,28633,85888,,,
682804,28642,34173,,,
682805,28642,27620,,,
682806,28642,57823,,,
682808,28642,66004,,,
682809,28642,24915,,,
682810,28642,19410,,,
682811,28642,14924,,,
682812,28642,62665,,,
682813,28642,17091,,,
682815,28642,4407,,,
682816,28642,17078,,,
682817,28642,4405,,,
682818,28642,18605,,,
682819,28642,18606,,,
682820,28642,27053,,,
682822,28642,60587,,,
682823,28642,30633,,,
682824,28642,27048,,,
682825,28642,2322,,,
682826,28642,100882,,,
682827,28642,2321,,,
682829,28612,66077,,,
682830,28612,66082,,,
682831,28612,71048,,,
682832,76336,2936,,,
682833,76336,18613,,,
682834,76336,4208,,,
682836,76336,60299,,,
682837,76336,2435,,,
682838,76336,38497,,,
682839,28617,65393,,,
682840,28617,65396,,,
682841,28617,65395,,,
682843,28617,79601,,,
682844,28617,79586,,,
682845,28617,81120,,,
682846,28617,42582,,,
682847,28617,84547,,,
682848,28617,90044,,,
682850,28617,80440,,,
682851,28617,84528,,,
682852,28617,28202,,,
682853,28617,81956,,,
682854,28617,60452,,,
682855,28617,60451,,,
682857,28617,78365,,,
682858,28617,39580,,,
682859,28617,83087,,,
682860,28617,62734,,,
682861,28617,80261,,,
682862,28617,65409,,,
682864,28618,66077,,,
682865,28618,68488,,,
682866,28618,73762,,,
682867,28618,73766,,,
682868,28622,77798,,,
682869,28622,66077,,,
682871,28622,71048,,,
682872,28626,90361,,,
682873,28626,90355,,,
682874,28626,80013,,,
682877,28626,94662,,,
682878,28627,66041,,,
682880,28627,68071,,,
682881,28627,67043,,,
682882,28627,67044,,,
682883,28627,68069,,,
682884,28627,67042,,,
682885,28627,67554,,,
682887,28627,67037,,,
682888,28627,67031,,,
682889,28627,74711,,,
682890,28627,66518,,,
682891,28627,74198,,,
682892,28627,67029,,,
682894,28627,67023,,,
682895,28627,67019,,,
682896,28627,67020,,,
682897,28627,67022,,,
682898,28627,72650,,,
682899,28627,73163,,,
682901,28627,68554,,,
682902,28627,70085,,,
682903,28627,67004,,,
682904,28627,74667,,,
682905,28627,73130,,,
682906,28627,73131,,,
682908,28627,73129,,,
682909,28627,74152,,,
682910,28627,75686,,,
682911,28627,76196,,,
682912,28627,72099,,,
682913,28627,75678,,,
682915,28627,68503,,,
682916,28627,66453,,,
682917,28627,68502,,,
682918,28627,72596,,,
682919,28627,71572,,,
682920,28627,74641,,,
682922,28627,67967,,,
682923,28627,70520,,,
682924,28627,66415,,,
682925,28627,70510,,,
682926,28627,74079,,,
682927,28627,70489,,,
682929,28627,76617,,,
682930,28627,74051,,,
682931,28627,76608,,,
682932,28627,67390,,,
682933,28627,67388,,,
682934,28627,67884,,,
682936,28627,67891,,,
682937,28627,67889,,,
682938,28627,66865,,,
682939,28627,67888,,,
682940,28627,67887,,,
682941,28627,66862,,,
682943,28627,66860,,,
682944,28627,67883,,,
682945,28627,69930,,,
682946,28627,69407,,,
682947,28627,67866,,,
682948,28627,71449,,,
682950,28627,76563,,,
682951,28627,71443,,,
682952,28627,71440,,,
682953,28627,70920,,,
682954,28627,71436,,,
682955,28627,70921,,,
682957,28627,71434,,,
682958,28627,75017,,,
682959,28627,71432,,,
682960,28627,71431,,,
682961,28627,67333,,,
682962,28627,71427,,,
682964,28627,67317,,,
682965,28627,68336,,,
682966,28627,76522,,,
682967,28627,71396,,,
682968,28627,68323,,,
682969,28627,73954,,,
682971,28627,74966,,,
682972,28627,77523,,,
682973,28627,77522,,,
682974,28627,74960,,,
682975,28627,67275,,,
682976,28627,69315,,,
682978,28627,70335,,,
682979,28627,78013,,,
682980,28627,73404,,,
682981,28627,73402,,,
682984,28627,72878,,,
682985,28627,66210,,,
682987,28627,74403,,,
682988,28627,72867,,,
682989,28627,74402,,,
682990,28627,72862,,,
682991,28627,75933,,,
682992,28627,70300,,,
682994,28627,72854,,,
682995,28627,75413,,,
682996,28627,77452,,,
682997,28627,69771,,,
682998,28627,72840,,,
682999,28627,74367,,,
683001,28627,73339,,,
683002,28627,77434,,,
683003,28627,73336,,,
683004,28627,71284,,,
683005,28627,69747,,,
683006,28627,69229,,,
683008,28627,74847,,,
683009,28627,71770,,,
683010,28627,72280,,,
683011,28627,72279,,,
683012,28627,75348,,,
683013,28627,71763,,,
683015,28627,68687,,,
683016,28627,71756,,,
683017,28627,71755,,,
683018,28627,69192,,,
683019,28627,74822,,,
683020,28627,76865,,,
683022,28627,74295,,,
683023,28627,66094,,,
683024,28627,68647,,,
683025,28627,68133,,,
683026,28627,68645,,,
683027,28627,75297,,,
683029,28627,70682,,,
683030,28627,72218,,,
683031,28627,77333,,,
683032,28627,77332,,,
683033,28627,73747,,,
683034,28627,73746,,,
683036,28627,67598,,,
683037,28627,73736,,,
683038,28627,73735,,,
683039,28627,73734,,,
683040,28629,90415,,,
683041,28629,21297,,,
683043,28630,68849,,,
683044,28630,68074,,,
683045,28630,71145,,,
683046,28630,71144,,,
683047,28630,71143,,,
683048,28630,68580,,,
683050,28630,68577,,,
683051,28630,68574,,,
683052,28630,74712,,,
683053,28630,76760,,,
683054,28630,69971,,,
683055,28630,75469,,,
683057,28630,70964,,,
683058,28630,71347,,,
