9,37348,,,
995505,37629,87815,,,
995506,37629,87816,,,
995507,37629,67547,,,
995508,37629,71129,,,
995509,37629,89563,,,
995511,37629,77789,,,
995512,37629,62939,,,
995513,37629,77787,,,
995514,37629,67546,,,
995515,37629,77785,,,
995516,37629,81876,,,
995518,37629,77781,,,
995519,37629,76757,,,
995520,37629,92115,,,
995521,37629,81875,,,
995522,37629,87813,,,
995523,37629,73681,,,
995525,37629,68559,,,
995526,37629,58606,,,
995527,37629,87812,,,
995528,37629,87810,,,
995530,37629,78282,,,
995531,37629,78281,,,
995532,37629,87811,,,
995534,37629,89542,,,
995535,37629,16324,,,
995536,37629,73668,,,
995537,37629,89539,,,
995538,37629,84418,,,
995539,37629,73153,,,
995541,37629,87809,,,
995542,37629,76732,,,
995543,37629,87996,,,
995544,37629,75707,,,
995545,37629,87808,,,
995546,37629,82360,,,
995548,37629,87807,,,
995549,37629,68530,,,
995550,37629,67505,,,
995551,37629,66480,,,
995552,37629,82858,,,
995553,37629,87806,,,
995555,37629,87805,,,
995556,37629,68519,,,
995557,37629,76713,,,
995558,37629,67497,,,
995559,37629,22440,,,
995560,37629,86278,,,
995562,37629,71077,,,
995563,37629,77220,,,
995564,37629,78241,,,
995565,37629,78752,,,
995566,37629,22428,,,
995567,37629,87802,,,
995569,37629,69529,,,
995570,37629,67990,,,
995571,37629,2965,,,
995572,37629,73619,,,
995573,37629,67986,,,
995574,37629,791,,,
995576,37629,74119,,,
995577,37629,78726,,,
995578,37629,71557,,,
995579,37629,789,,,
995580,37629,87797,,,
995581,37629,29568,,,
995583,37629,2426,,,
995584,37629,87795,,,
995585,37629,81270,,,
995586,37629,44917,,,
995587,37629,81268,,,
995588,37629,24947,,,
995590,37629,77681,,,
995591,37629,87793,,,
995592,37629,73580,,,
995593,37629,87792,,,
995594,37629,42857,,,
995595,37629,57192,,,
995597,37629,39270,,,
995598,37629,868,,,
995599,37629,80228,,,
995600,37629,39267,,,
995601,37629,39266,,,
995602,37629,22880,,,
995604,37629,65886,,,
995605,37629,83802,,,
995606,37629,78167,,,
995607,37629,86868,,,
995608,37629,1367,,,
995609,37629,76628,,,
995611,37629,15186,,,
995612,37629,2389,,,
995613,37629,77140,,,
995614,37629,77138,,,
995615,37629,77137,,,
995616,37629,77649,,,
995618,37629,17671,,,
995619,37629,59212,,,
995620,37629,83788,,,
995621,37629,83787,,,
995622,37629,80662,,,
995623,37629,31042,,,
995625,37629,86338,,,
995626,37629,33086,,,
995627,37629,92478,,,
995628,37629,86334,,,
995629,37629,71485,,,
995630,37629,80181,,,
995632,37629,75059,,,
995633,37629,75058,,,
995634,37629,72497,,,
995635,37629,77612,,,
995637,37629,33577,,,
995638,37629,88873,,,
995639,37629,82215,,,
995641,37629,80669,,,
995642,37629,76577,,,
995643,37629,75040,,,
995644,37629,80667,,,
995645,37629,80670,,,
995646,37629,80668,,,
995648,37629,24859,,,
995649,37629,80666,,,
995650,37629,80665,,,
995651,37629,80664,,,
995652,37629,80663,,,
995653,37629,76566,,,
995655,37629,788,,,
995656,37629,27409,,,
995657,37629,62733,,,
995658,37629,86280,,,
995659,37629,80650,,,
995660,37629,80654,,,
995662,37629,80653,,,
995663,37629,80652,,,
995664,37629,80651,,,
995665,37629,76554,,,
995666,37629,80649,,,
995667,37629,80648,,,
995669,37629,80646,,,
995670,37629,76549,,,
995671,37629,80644,,,
995672,37629,80643,,,
995673,37629,80642,,,
995674,37629,80641,,,
995676,37629,80639,,,
995677,37629,80638,,,
995678,37629,80637,,,
995679,37629,80636,,,
995680,37629,87803,,,
995681,37629,77050,,,
995683,37629,87800,,,
995684,37629,87799,,,
995685,37629,80622,,,
995686,37629,80626,,,
995687,37629,80627,,,
995688,37629,67827,,,
995690,37629,80625,,,
995691,37629,80624,,,
995692,37629,80623,,,
995693,37629,99566,,,
995694,37629,80621,,,
995695,37629,80620,,,
995697,37629,82665,,,
995698,37629,82150,,,
995699,37629,77589,,,
995700,37629,92385,,,
995701,37629,92384,,,
995702,37629,73439,,,
995704,37629,70359,,,
995705,37629,92374,,,
995706,37629,92373,,,
995707,37629,71888,,,
995708,37629,32504,,,
995709,37629,76496,,,
995711,37629,75984,,,
995712,37629,77519,,,
995713,37629,71882,,,
995714,37629,71881,,,
995715,37629,78023,,,
995716,37629,86207,,,
995718,37629,77502,,,
995719,37629,77498,,,
995720,37629,18612,,,
995721,37629,86193,,,
995722,37629,75441,,,
995723,37629,83117,,,
995725,37629,77483,,,
995726,37629,83113,,,
995727,37629,27300,,,
995728,37629,67747,,,
995729,37629,79515,,,
995730,37629,23711,,,
995732,37629,48797,,,
995733,37629,71325,,,
995734,37629,88731,,,
995735,37629,77467,,,
995736,37629,66201,,,
995737,37629,88727,,,
995739,37629,26260,,,
995740,37629,77456,,,
995741,37629,77455,,,
995742,37629,76423,,,
995744,37629,69257,,,
995745,37629,69260,,,
995746,37629,90763,,,
995748,37629,75912,,,
995749,37629,77448,,,
995750,37629,81543,,,
995751,37629,77446,,,
995752,37629,73347,,,
995753,37629,67553,,,
995755,37629,3196,,,
995756,37629,77436,,,
995757,37629,77435,,,
995758,37629,76410,,,
995759,37629,86134,,,
995760,37629,87156,,,
995762,37629,77938,,,
995763,37629,67186,,,
995764,37629,77418,,,
995765,37629,27759,,,
995766,37629,1647,,,
995767,37629,86126,,,
995769,37629,5228,,,
995770,37629,77419,,,
995771,37629,68714,,,
995772,37629,87133,,,
995773,37629,79970,,,
995774,37629,79967,,,
995776,37629,77920,,,
995777,37629,77919,,,
995778,37629,77918,,,
995779,37629,77917,,,
995780,37629,77404,,,
995781,37629,98814,,,
995783,37629,77819,,,
995784,37629,69111,,,
995785,37629,73205,,,
995786,37629,60139,,,
995787,37629,90095,,,
995788,37629,69103,,,
995790,37629,77804,,,
995791,37629,67557,,,
995792,37629,66538,,,
995793,37629,59873,,,
995794,37629,72680,,,
995795,37629,67559,,,
995797,37629,73189,,,
995798,37629,67675,,,
995799,37629,77401,,,
995800,37629,58454,,,
995801,37629,84989,,,
