assing over or across the sea; 'some overseas trade in grain arose',
85953,01327191,a,9,taking place or existing on board a ship; 'a shipboard fire'; 'shipboard romances',
85954,01327329,a,9,formed or situated or occurring beneath th ocean or the ocean bed; 'suboceanic oil resources',
85955,01327490,a,9,relating to or characteristic of or occurring in the air; 'air war'; 'air safety'; 'air travel',
85956,01327728,a,9,in or consisting of or belonging to the air; 'small aerial creatures such as butterflies'; 'the hummingbird's aerial dance among the flowers'; 'aerial particles',
85957,01327942,a,9,(botany) growing in air; 'aerial roots of a philodendron',
85958,01328052,a,9,operating in the air; especially of or for or by means of aircraft; 'aerial warfare'; 'aerial photography',
85959,01328211,a,9,of or relating to passage through the air especially aviation; 'a flying time of three hours between cities'; 'unidentified flying objects',
85960,01328403,a,9,crowned with or as if with laurel symbolizing victory,
85961,01328533,a,9,not crowned with laurel; having no acclaim or reward; 'the unlaureled heroism of endurance'- Francis Parkman,
85963,01329930,a,9,fairly large; 'a sizable fortune'; 'an ample waistline'; 'of ample proportions',
85964,01330082,a,9,inconceivably large,
85965,01330184,a,9,of headlines; spanning the width of the page; 'banner headlines',
85966,01330301,a,9,large or big relative to something else,
100723,N0001670,n,10,,
85968,01330522,a,9,somewhat large,
85970,01330746,a,9,being puffed out; used of hair style or clothing; 'a bouffant skirt',
85971,01330877,a,9,very large in expanse or scope; 'a broad lawn'; 'the wide plains'; 'a spacious view'; 'spacious skies',
85972,01331049,a,9,of large size for its weight,
85973,01331129,a,9,large in capacity; 'she carried a capacious bag',
85975,01331513,a,9,large in quantity or size; 'deep cuts in the budget',
85976,01331616,a,9,large enough for two; 'a double bed'; 'a double room',
85977,01331722,a,9,extraordinarily large in size or extent or amount or power or degree; 'an enormous boulder'; 'enormous expenses'; 'tremendous sweeping plains'; 'a tremendous face in human experience; that...civilization should be dependent on technology'- Walter Lippman; 'a plane took off with a tremendous noise',
85978,01332088,a,9,inconceivably extended in space or time,
85979,01332180,a,9,of great mass; huge and bulky; 'a jumbo jeg',
85980,01332311,a,9,surpassing the ordinary especially in size or scale; 'an epic voyage'; 'of heroic proportions'; 'heroic sculpture',
85981,01332504,a,9,large in extent or range; 'an extensive Roman settlement in northwest England'; 'extended farm lands',
85982,01332672,a,9,so exceedingly large or extensive as to suggest a giant or mammoth; 'a gigantic redwood'; 'gigantic disappointment'; 'a mammoth ship'; 'a mammoth multinational corporation',
85983,01332909,a,9,relatively large in size or number or extent; larger than others of its kind; 'a great juicy steak'; 'a great multitude'; 'the great auk'; 'a great old oak'; 'a great ocean liner'; 'a great delay',
85985,01333669,a,9,of great size and bulk; 'a hulking figure of a man'; 'three hulking battleships',
85986,01333811,a,9,(used informally) very large; 'a thumping loss',
85987,01333948,a,9,extra large; 'a king-size bed',
85988,01334047,a,9,unusually large in scope; 'a large-scale attack on AIDS is needed',
85989,01334171,a,9,constructed or drawn to a big scale; 'large-scale maps',
85990,01334284,a,9,being of the same size as an original; 'a life-size sculpture',
85991,01334427,a,9,(combining form) very large in scale or scope or capability; '`macro' in the word `macroscopic' is a combining form',
85992,01334595,a,9,(informal) appropriate to the size of a man; 'a man-sized piece of cake',
85993,01334723,a,9,imposing in size or bulk or solidity; 'massive oak doors'; 'Moore's massive sculptures'; 'the monolithic proportions of Stalinist architecture'; 'a monumental scale',
85994,01334968,a,9,imposing in scale or scope or degree or power; 'massive retaliatory power'; 'a massive increase in oil prices'; 'massive changes',
85995,01335151,a,9,abnormally large,
85996,01335223,a,9,like a mountain in size and impressiveness; 'mountainous waves'; 'a mountainous dark man',
85997,01335370,a,9,larger than normal for its kind,
85998,01335489,a,9,excessively large,
85999,01335574,a,9,very large; of exceptional size for its kind; 'won by a plumping majority',
86000,01335703,a,9,(used especially of beds) not as large as king-size; 'a queen-sized bed',
86001,01335846,a,9,allowing ample room for ranging,
86002,01335929,a,9,extremely large; 'another super skyscraper',
86003,01336024,a,9,of great force or power,
86004,01336101,a,9,large in volume or bulk; 'a voluminous skirt',
86005,01336204,a,9,(British informal) enormous; 'a whacking phone bill'; 'a whacking lie',
86006,01336329,a,9,including much; 'the pianist's wide-ranging repertoire',
86007,01336443,a,9,limited or below average in number or quantity or magnitude or extent; 'a little dining room'; 'a small house'; 'read the small print'; 'a little (or small) group',
86008,01337063,a,9,very small; 'diminutive in stature'; 'a lilliputian chest of drawers'; 'her petite figure'; 'tiny feet',
86009,01337271,a,9,used informally; very small; 'a wee tot',
86010,01337438,a,9,(informal) small and insignificant; 'we stayed in a dinky old hotel',
86011,01337558,a,9,atypically small; 'dwarf tree'; 'dwarf star',
86012,01337665,a,9,small and delicate; 'she was an elfin creature--graceful and delicate'; 'obsessed by things elfin and small',
86013,01337835,a,9,very small; 'be sure to read the fine print',
86015,01338016,a,9,half the usual or regular size,
86017,01338296,a,9,having or being distinguished by diminutive size; 'the least bittern',
86018,01338439,a,9,smaller in size or amount or value; 'the lesser powers of Europe'; 'the lesser anteater',
86019,01338580,a,9,extremely small in scale or scope or capability,
86020,01338679,a,9,being on a very small scale; 'a miniature camera',
86021,01338784,a,9,very small; 'a minuscule kitchen'; 'a minuscule amount of rain fell',
86022,01338920,a,9,(used especially of persons) of inferior size,
86023,01339034,a,9,small in quantity; 'slender wages'; 'a slim chance of winning'; 'a small surplus',
86024,01339176,a,9,small or little relative to something else,
86025,01339282,a,9,rather small,
86026,01339349,a,9,created or drawn on a small scale; 'small-scale maps'; 'a small-scale model',
86027,01339483,a,9,smaller than normal for its kind,
86028,01339584,a,9,greater in size or importance or degree; 'for the greater good of the community'; 'the greater Antilles',
86029,01339742,a,9,of less size or importance; 'the lesser anteater'; 'the lesser of two evils',
86030,01339871,a,9,conformable to or allowed by law; 'lawful methods of dissent',
86031,01340057,a,9,(of individuals) adhering strictly to laws and rules and customs; 'law-abiding citizens'; 'observant of the speed limit',
86032,01340247,a,9,contrary to or prohibited by or defiant of law; 'unlawful measures'; 'unlawful money'; 'unlawful hunters',
86033,01340515,a,9,disobedient to or defiant of law; 'lawless bands roaming the plains',
86034,01340649,a,9,lax in enforcing laws; 'an open town',
86035,01340759,a,9,unlawfully violating the rights of others; 'wrongful death'; 'a wrongful diversion of trust income',
86036,01340913,a,9,treated or mixed with lead; 'leaded gasoline'; 'leaded zinc',
86037,01341044,a,9,(of gasoline) containing tetraethyl lead; 'antiknock gasoline',
86038,01341162,a,9,not treated with lead; 'unleaded gasoline',
86039,01341288,a,9,(of gasoline) not containing tetraethyl lead; 'lead-free gasoline',
86040,01341422,a,9,permitting leaks or leakage; 'a leaky roof'; 'a leaky defense system',
86041,01341651,a,9,not airtight,
86042,01341727,a,9,leaking in drops; 'a drippy faucet',
86043,01341815,a,9,leaking out slowly,
86044,01341903,a,9,allowing passage in and out; 'our unfenced and largely unpoliced border inevitably has been very porous',
86045,01342068,a,9,of such close construction as to be impermeable; 'a tight roof'; 'warm in our tight little house',
86046,01342379,a,9,not allowing air to pass in or out,
86047,01342468,a,9,completely sealed; completely airtight,
86048,01342561,a,9,not permitting the passage of water,
86049,01342680,a,9,closed so tightly as to be airtight or watertight,
86050,01342782,a,9,well and tightly constructed; 'a snug house'; 'a snug little sailboat',
86051,01342903,a,9,not allowing water to pass in or out,
86052,01342996,a,9,having cracks and crevices stopped up with a filler,
86053,01343137,a,9,having narrow opening filled,
86054,01343232,a,9,having cracks blocked with weather stripping,
86055,01343339,a,9,not caulked or sealed,
86057,01343671,a,9,having a spongy or flaky texture; well-leavened; 'light pastries',
86058,01343788,a,9,leavened usually with yeast; 'raised bread',
86059,01343884,a,9,leavened with a small amount of fermented dough; 'sourdough bread',
86060,01344009,a,9,made without leavening; 'unleavened bread is often simply flour mixed with water',
86061,01344165,a,9,not made with leavening; 'most flat breads are made from unleavened dough',
86062,01344301,a,9,on the side away from the wind; 'on the leeward side of the island',
86063,01344440,a,9,towards the side away from the wind,
86064,01344539,a,9,on the side exposed to the wind; 'the windward islands',
86065,01344667,a,9,towards the side exposed to wind,
86066,01344765,a,9,established by or founded upon law or official or accepted rules,
86067,01345079,a,9,(sports) prohibited by official rules; 'an eligible pass receiver',
86068,01345200,a,9,decreed by or proceeding from a court of justice; 'a judicial decision',
86071,01345598,a,9,formally approved and invested with legal authority,
86072,01345717,a,9,prescribed or authorized by or punishable under a statute; 'statutory restrictions'; 'a statutory age limit'; 'statutory crimes'; 'statutory rape',
86073,01345919,a,9,before a judge or court of law; awaiting judicial determination,
86074,01346039,a,9,prohibited by law or by official or accepted rules; 'an illegal chess move',
86075,01346510,a,9,of a crime or misdemeanor; punishable by a fine set by a judge,
86076,01346629,a,9,forbidden by law,
86077,01346711,a,9,distributed or sold illicitly; 'the black economy pays no taxes,
86078,01346875,a,9,involving or being or having the nature of a crime; 'a criminal offense'; 'criminal abuse'; 'felonious intent',
86079,01347052,a,9,obtained illegally or by improper means; 'dirty money'; 'ill-gotten gains',
86080,01347191,a,9,taken for your own use in violation of a trust; 'the banker absconded with embezzled funds',
86081,01347356,a,9,beyond the usual course of legal proceedings; legally unwarranted; 'an extrajudicial penalty',
86082,01347509,a,9,not regulated or sanctioned by law; 'there were only extralegal recourses for their grievances',
86083,01347672,a,9,(informal) recently stolen or smuggled; 'hot merchandise'; 'a hot car',
86084,01347792,a,9,contrary to or forbidden by law; 'an illegitimate seizure of power'; 'illicit trade'; 'an outlaw strike'; 'unlawful measures',
86085,01348020,a,9,(sports) prohibited by official rules; 'an ineligible pass receiver',
86086,01348163,a,9,branded or labeled falsely and in violation of statutory requirements; 'confiscated the misbranded drugs',
86087,01348338,a,9,subject to punishment by law; 'a penal offense',
86088,01348450,a,9,done or sold illicitly and secretly;,
86089,01348551,a,9,lacking legal authority; 'the unratified Equal Right Amendment',
86090,01348671,a,9,"(of handwriting, print, etc.) able to be read; 'legible handwriting'",
86091,01348829,a,9,(of a manuscript) having few alterations or corrections; 'fair copy'; 'a clean manuscript',
86092,01348978,a,9,easily deciphered,
86093,01349073,a,9,"(of handwriting, print, etc.) not legible; 'illegible handwriting'",
86094,01349231,a,9,(of a manuscript) defaced with changes; 'foul (or dirty) copy',
86095,01349364,a,9,not easily deciphered; 'indecipherable handwriting',
86096,01349516,a,9,converted from cryptic to intelligible language,
86097,01349620,a,9,not deciphered; 'Linear A is still undeciphered',
86098,01349727,a,9,of parents and children; related by blood,
86099,01349861,a,9,(of offspring) generated by procreation; 'naturally begotten child',
86100,01349983,a,9,related by blood; not adopted; 'natural parent'; 'biological child',
86101,01350104,a,9,of parents and children; related by adoption; 'adoptive parents',
86102,01350259,a,9,having been taken into a specific relationship; 'an adopted child',
86104,01350601,a,9,of marriages and offspring; recognized as lawful,
86105,01350814,a,9,born in wedlock; enjoying full filial rights,
86106,01350922,a,9,(of marriages) of a marriage between one of royal or noble birth and one of lower rank; valid but with the understanding that the rank of the inferior remains unchanged and offspring do not succeed to titles or property of the superior,
86107,01351228,a,9,having a legally established claim; 'the legitimate heir'; 'the true and lawful king',
86108,01351390,a,9,of marriages and offspring; not recognized as lawful,
86109,01351663,a,9,conceived in adultery,
86110,01351741,a,9,(archaic) illegitimate,
86111,01351825,a,9,born out of wedlock; 'the dominions of both rulers passed away to their spurious or doubtful offspring'- E.A.Freeman,
86112,01352056,a,9,not having a known or legally responsible father,
86113,01352161,a,9,(of marriages) illicit or informal; 'in Colonial America left-handed marriages between Frenchmen and Indians were frequent',
