76,68303,,,
2043705,84776,71236,,,
2043712,84776,69038,,,
2043719,84776,66077,,,
2043726,84754,34489,,,
2043733,84754,60049,,,
2043740,84754,23940,,,
2043747,73181,16879,,,
2043754,73181,26549,,,
2043761,73181,57251,,,
2043768,73181,2426,,,
2043775,73181,4453,,,
2043782,73181,2389,,,
2043789,73181,41264,,,
2043796,73181,19192,,,
2043803,73181,3795,,,
2043808,73181,15549,,,
2043812,73181,18612,,,
2043819,73181,26780,,,
2043826,73181,19063,,,
2043833,73181,32339,,,
2043840,73181,30770,,,
2043847,73181,39,,,
2043854,73181,2580,,,
2043861,85521,4245,,,
2043868,51323,68604,,,
2043875,51323,72816,,,
2043882,51323,78057,,,
2043889,51323,76129,,,
2043896,51323,75722,,,
2043903,51323,66883,,,
2043910,51323,72631,,,
2043915,51323,68910,,,
2043919,51323,75303,,,
2043926,51323,77982,,,
2043933,51323,77718,,,
2043940,51323,71817,,,
2043947,51323,71297,,,
2043954,84779,74569,,,
2043961,84781,77589,,,
2043968,84781,71129,,,
2043975,84783,70970,,,
2043982,84783,69098,,,
2043989,84784,68479,,,
2043996,84785,75254,,,
2044003,84785,71129,,,
2044010,84785,67410,,,
2044017,84785,70329,,,
2044022,84785,73138,,,
2044026,84785,71077,,,
2044033,84785,67986,,,
2044040,84785,68736,,,
2044047,84786,72675,,,
2044054,84786,76625,,,
2044061,84786,71882,,,
2044068,84786,70575,,,
2044075,84786,67747,,,
2044082,84786,66956,,,
2044089,84786,77187,,,
2044096,84789,71659,,,
2044103,84789,75741,,,
2044110,84789,77259,,,
2044117,84789,72631,,,
2044124,84789,73127,,,
2044129,84789,77717,,,
2044133,84789,75661,,,
2044140,84789,76650,,,
2044147,84789,76102,,,
2044154,84789,77111,,,
2044161,84789,69413,,,
2044168,84789,67344,,,
2044175,84789,66271,,,
2044182,84789,74948,,,
2044189,84789,69286,,,
2044196,84789,73858,,,
2044203,84789,72311,,,
2044210,84789,72281,,,
2044217,84789,77904,,,
2044224,84789,71232,,,
2044231,84789,75311,,,
2044236,84789,70692,,,
2044240,84789,75295,,,
2044247,84789,67599,,,
2044254,84790,68088,,,
2044261,84790,75985,,,
2044268,84790,66742,,,
2044275,84790,75294,,,
2044282,84790,74113,,,
2044289,84791,77942,,,
2044296,84791,76000,,,
2044303,84791,73301,,,
2044310,84791,68170,,,
2044317,84791,72259,,,
2044324,84791,75576,,,
2044331,84791,77993,,,
2044338,84791,77338,,,
2044343,84791,70545,,,
2044347,84792,76654,,,
2044354,84792,75336,,,
2044361,84792,74304,,,
2044368,84792,72244,,,
2044375,84792,73759,,,
2044382,84792,66709,,,
2044389,84792,77190,,,
2044396,84793,73458,,,
2044403,84793,71366,,,
2044410,84793,66604,,,
2044417,84793,73236,,,
2044424,84793,68481,,,
2044431,84794,73199,,,
2044438,84794,75738,,,
2044445,84794,67523,,,
2044450,84794,72631,,,
2044454,84794,74160,,,
2044461,84794,76693,,,
2044468,84794,75661,,,
2044475,84794,73077,,,
2044482,84794,68956,,,
2044489,84794,66873,,,
2044496,84794,66854,,,
2044503,84794,73486,,,
2044510,84794,69880,,,
2044517,84794,68824,,,
2044524,84794,77006,,,
2044531,84794,75450,,,
2044538,84794,77982,,,
2044545,84794,68731,,,
2044552,84794,73306,,,
2044557,84794,74829,,,
2044561,84794,66631,,,
2044568,84794,68669,,,
2044575,84794,76321,,,
2044582,84794,74246,,,
2044589,84795,73951,,,
2044596,84795,77497,,,
2044603,84795,66847,,,
2044610,84795,74129,,,
2044617,84796,67577,,,
2044624,84796,69483,,,
2044631,84796,70995,,,
2044638,84796,68418,,,
2044645,84796,69402,,,
2044652,84796,72963,,,
2044659,84796,72428,,,
2044664,84796,76011,,,
2044668,84796,71907,,,
2044675,84796,77778,,,
2044682,84796,77748,,,
2044689,84796,77734,,,
2044696,84796,70532,,,
2044703,84796,72390,,,
2044710,84796,71673,,,
2044717,84796,66134,,,
2044724,84796,71239,,,
2044731,84796,71721,,,
2044738,84796,66062,,,
2044745,84797,67899,,,
2044752,84797,70956,,,
2044759,84797,74656,,,
2044766,84798,70489,,,
2044771,84798,71759,,,
2044775,84798,76608,,,
2044782,84798,73129,,,
2044789,84798,75297,,,
2044796,84798,75413,,,
2044803,84799,75407,,,
2044810,84800,75745,,,
2044817,84800,75733,,,
2044824,84800,77748,,,
2044831,84800,77733,,,
2044838,84800,77712,,,
2044845,84800,76155,,,
2044852,84800,74086,,,
2044859,84800,76113,,,
2044866,84800,76104,,,
2044873,84800,70970,,,
2044878,84800,68400,,,
2044882,84800,77606,,,
