3803,92194,,,
2148892,43803,83938,,,
2148894,43803,85664,,,
2148895,88461,57983,,,
2148896,88461,3198,,,
2148897,88461,61564,,,
2148898,88461,1521,,,
2148899,88461,62326,,,
2148901,88461,41587,,,
2148902,88461,61557,,,
2148903,88461,27764,,,
2148904,88461,20851,,,
2148905,88461,1522,,,
2148906,88461,65903,,,
2148908,88461,60142,,,
2148909,88461,33774,,,
2148910,88461,365,,,
2148911,88461,18923,,,
2148912,88461,38379,,,
2148913,88461,60138,,,
2148915,88461,41574,,,
2148916,88461,41573,,,
2148917,88461,2015,,,
2148918,88461,41570,,,
2148919,88461,1634,,,
2148920,88461,25953,,,
2148922,88461,120,,,
2148923,88461,22750,,,
2148924,88461,33885,,,
2148925,88461,15068,,,
2148926,88461,14042,,,
2148927,88461,46930,,,
2148929,88461,57302,,,
2148930,88461,57299,,,
2148931,88461,61141,,,
2148932,88461,339,,,
2148933,88461,61267,,,
2148934,88461,33872,,,
2148936,88461,25168,,,
2148937,88461,1743,,,
2148938,88461,33884,,,
2148939,88461,59340,,,
2148940,88461,62403,,,
2148941,88461,43203,,,
2148943,88461,22846,,,
2148944,88461,701,,,
2148945,88461,2353,,,
2148946,88461,177,,,
2148947,88461,1585,,,
2148948,88461,1584,,,
2148950,88461,35115,,,
2148951,88461,1447,,,
2148952,88461,164,,,
2148953,88461,57252,,,
2148954,88461,61601,,,
2148955,88461,33952,,,
2148957,88461,61585,,,
2148958,88461,1561,,,
2148959,88461,1941,,,
2148960,88461,41367,,,
2148961,88461,41362,,,
2148962,88461,41363,,,
2148964,88461,2067,,,
2148965,88461,34065,,,
2148966,88461,41361,,,
2148967,88461,1551,,,
2148968,88461,17417,,,
2148969,88461,33670,,,
2148971,88461,16518,,,
2148972,88461,4353,,,
2148973,88461,24833,,,
2148974,88461,31104,,,
2148975,88465,13636,,,
2148976,88465,14203,,,
2148978,88465,19979,,,
2148979,88465,19978,,,
2148980,88465,31629,,,
2148981,88465,25228,,,
2148982,88465,21702,,,
2148983,88465,4298,,,
2148985,88465,4006,,,
2148986,88465,41831,,,
2148987,88465,18053,,,
2148988,88465,13637,,,
2148990,88465,15227,,,
2148991,88465,20160,,,
2148992,88508,78479,,,
2148994,88508,80348,,,
2148995,88501,17902,,,
2148996,88501,47485,,,
2148997,88501,47486,,,
2148998,88490,32634,,,
2148999,88490,32796,,,
2149001,88490,32793,,,
2149002,88490,32984,,,
2149003,88490,30898,,,
2149004,88490,26897,,,
2149005,88490,32626,,,
2149006,88490,30961,,,
2149008,88490,20412,,,
2149009,88490,33354,,,
2149010,88490,32936,,,
2149011,88490,22790,,,
2149012,88490,101765,,,
2149013,88490,2948,,,
2149015,88490,29217,,,
2149016,88490,34144,,,
2149017,88484,1532,,,
2149018,88484,34295,,,
2149019,88484,1524,,,
2149020,88484,1521,,,
2149022,88484,2015,,,
2149023,88484,30167,,,
2149024,88484,57302,,,
2149025,88484,57299,,,
2149026,88484,33747,,,
2149027,88484,63944,,,
2149029,88484,41910,,,
2149030,88484,34230,,,
2149031,88484,23986,,,
2149032,88484,41904,,,
2149033,88484,34219,,,
2149034,88484,4005,,,
2149036,88484,49053,,,
2149037,88484,406,,,
2149038,88484,1941,,,
2149039,88484,32660,,,
2149040,88484,41363,,,
2149041,88484,41362,,,
2149043,88484,34191,,,
2149044,88484,33670,,,
2149045,88484,31104,,,
2149046,88484,33662,,,
2149047,88484,20851,,,
2149048,88484,65903,,,
2149050,88484,25953,,,
2149051,88484,46930,,,
2149052,88484,41294,,,
2149053,88484,58186,,,
2149054,88484,22846,,,
2149055,88484,34103,,,
2149057,88484,31021,,,
2149058,88484,35115,,,
2149059,88484,810,,,
2149060,88484,1318,,,
2149061,88484,1317,,,
2149062,88484,803,,,
2149064,88484,285,,,
2149065,88484,4888,,,
2149066,88484,790,,,
2149067,88484,34065,,,
2149068,88484,60175,,,
2149069,88484,2309,,,
2149071,88484,60142,,,
2149072,88484,60138,,,
2149073,88484,15068,,,
2149074,88484,1745,,,
2149075,88484,1743,,,
2149076,88484,1221,,,
2149078,88484,1220,,,
2149079,88484,701,,,
2149080,88484,60084,,,
2149081,88484,14500,,,
2149082,88484,33952,,,
2149083,88484,61585,,,
2149085,88484,1159,,,
2149086,88484,16518,,,
2149087,88484,1154,,,
2149088,88484,3198,,,
2149089,88484,120,,,
2149090,88484,59510,,,
2149092,88484,57971,,,
2149093,88484,5227,,,
2149094,88484,41576,,,
2149095,88484,59488,,,
2149097,88484,33884,,,
2149098,88484,59482,,,
2149099,88484,25168,,,
2149101,88484,5180,,,
2149102,88484,5179,,,
2149103,88484,36915,,,
2149104,88484,1585,,,
2149105,88484,1583,,,
2149106,88484,20010,,,
2149108,88484,20004,,,
2149109,88484,1561,,,
2149110,88484,2067,,,
2149111,88484,1551,,,
2149112,88484,38912,,,
2149113,88478,29830,,,
2149115,88478,63497,,,
2149116,88462,67582,,,
2149117,88462,84989,,,
2149118,88462,79867,,,
2149119,88462,79865,,,
2149120,88462,77812,,,
2149122,88462,79852,,,
2149123,88462,67559,,,
2149124,88462,59873,,,
2149125,88462,67547,,,
2149126,88462,33749,,,
2149127,88462,62932,,,
2149129,88462,60367,,,
2149130,88462,74700,,,
2149131,88462,73153,,,
2149132,88462,87996,,,
2149133,88462,85947,,,
2149134,88462,15778,,,
2149136,88462,24986,,,
2149137,88462,2965,,,
2149138,88462,75146,,,
2149139,88462,29568,,,
2149140,88462,41847,,,
2149141,88462,44917,,,
2149143,88462,68454,,,
2149144,88462,77819,,,
2149145,88462,65894,,,
2149146,88462,39270,,,
2149147,88462,39269,,,
2149148,88462,85346,,,
2149150,88462,39266,,,
2149151,88462,24926,,,
2149152,88462,65887,,,
2149153,88462,65886,,,
2149154,88462,39261,,,
2149155,88462,83802,,,
2149157,88462,86868,,,
2149158,88462,78163,,,
2149159,88462,88913,,,
2149160,88462,59212,,,
2149161,88462,83788,,,
2149162,88462,74556,,,
2149164,88462,80181,,,
2149165,88462,813,,,
2149166,88462,33578,,,
2149167,88462,82721,,,
2149168,88462,62231,,,
2149169,88462,62733,,,
2149171,88462,81157,,,
2149172,88462,72452,,,
2149173,88462,65282,,,
2149174,88462,65283,,,
2149175,88462,82690,,,
2149176,88462,95990,,,
2149178,88462,42218,,,
2149179,88462,15582,,,
2149180,88462,15580,,,
2149181,88462,60122,,,
2149182,88462,80090,,,
2149183,88462,60119,,,
2149185,88462,39107,,,
2149186,88462,24766,,,
2149187,88462,81079,,,
2149188,88462,90802,,,
2149189,88462,77996,,,
2149190,88462,96423,,,
2149192,88462,79515,,,
2149193,88462,77456,,,
2149194,88462,77455,,,
2149195,88462,22156,,,
2149196,88462,59526,,,
2149197,88462,41599,,,
2149199,88462,48761,,,
2149200,88462,86134,,,
2149201,88462,87669,,,
2149202,88462,87156,,,
2149204,88462,5228,,,
2149205,88462,77418,,,
2149206,88462,58964,,,
2149208,88462,33838,,,
2149209,88462,81964,,,
2149210,88462,22054,,,
2149211,88462,91681,,,
2149212,88462,27158,,,
2149213,88462,44051,,,
2149215,88462,15876,,,
2149216,88462,33792,,,
2149217,88463,3198,,,
2149218,88463,15068,,,
2149219,88463,41368,,,
2149220,88463,41366,,,
2149222,88463,41362,,,
2149223,88463,25168,,,
2149224,88463,60142,,,
2149225,88463,60138,,,
2149226,88463,16518,,,
2149227,88463,14470,,,
2149229,88463,62403,,,
2149230,88463,33952,,,
2149231,88463,31104,,,
2149232,88463,22846,,,
2149233,88519,26901,,,
2149234,88519,61939,,,
2149236,88519,30992,,,
2149237,88519,27566,,,
2149238,88519,24936,,,
2149239,88519,23206,,,
2149240,88519,24741,,,
2149241,88519,24868,,,
2149243,88519,41120,,,
2149244,88518,84332,,,
2149245,88518,84331,,,
2149246,88518,78182,,,
2149247,88518,88905,,,
2149248,88518,87366,,,
2149250,88518,89912,,,
2149251,88518,94519,,,
2149252,88518,89903,,,
2149253,88518,91435,,,
2149254,88518,80170,,,
2149255,88518,82214,,,
2149257,88518,83237,,,
2149258,88518,83235,,,
2149259,88518,90399,,,
2149260,88518,96023,,,
2149261,88518,88340,,,
