5,84412,,,
2473445,33215,84425,,,
2473452,33215,90465,,,
2473459,33269,81052,,,
2473466,33298,81434,,,
2473473,33298,83305,,,
2473480,33298,80417,,,
2473487,33319,79161,,,
2473494,33319,86475,,,
2473501,33334,80127,,,
2473508,33334,89407,,,
2473515,33350,82131,,,
2473520,33350,89527,,,
2473524,33350,88106,,,
2473531,33350,95759,,,
2473538,33366,85395,,,
2473545,33366,78278,,,
2473552,33460,90614,,,
2473559,33460,81094,,,
2473566,33537,89901,,,
2473573,33576,81070,,,
2473580,33610,85796,,,
2473587,33650,81876,,,
2473594,33650,80832,,,
2473601,33650,87979,,,
2473608,33650,86432,,,
2473615,33650,84325,,,
2473622,33650,87886,,,
2473627,33650,92482,,,
2473631,33650,85251,,,
2473638,33650,82689,,,
2473645,33650,82666,,,
2473652,33650,85214,,,
2473659,33650,85207,,,
2473666,33650,85198,,,
2473673,33650,86193,,,
2473680,33650,83593,,,
2473687,33650,91726,,,
2473694,33650,84485,,,
2473701,33663,78842,,,
2473708,33663,84662,,,
2473715,33663,81849,,,
2473722,33663,91038,,,
2473729,33663,86387,,,
2473734,33663,78174,,,
2473738,33663,78669,,,
2473745,33663,83243,,,
2473752,33663,84760,,,
2473759,33663,92400,,,
2473766,33663,90856,,,
2473773,33663,90849,,,
2473780,33663,90842,,,
2473787,33663,90818,,,
2473794,33663,90819,,,
2473801,33663,90812,,,
2473808,33663,90805,,,
2473815,33663,90798,,,
2473822,33663,81026,,,
2473829,33663,87149,,,
2473836,33663,86111,,,
2473841,33663,87118,,,
2473845,33663,79946,,,
2473852,33663,85175,,,
2473859,33663,79916,,,
2473866,33663,85535,,,
2473873,33663,78848,,,
2473880,33686,84475,,,
2473887,33700,82510,,,
2473894,33739,87706,,,
2473901,33739,91309,,,
2473908,33809,90587,,,
2473915,33809,83373,,,
2473922,33837,83540,,,
2473929,33850,84218,,,
2473936,33850,90587,,,
2473943,33850,81093,,,
2473948,33850,78234,,,
2473952,33854,90587,,,
2473959,33856,84435,,,
2473966,33891,88925,,,
2473973,33891,91278,,,
2473980,33941,92409,,,
2473987,33941,80366,,,
2473994,33941,90729,,,
2474001,33941,88154,,,
2474008,33941,88129,,,
2474015,33941,85174,,,
2474022,33941,89007,,,
2474029,33941,83240,,,
2474036,33941,87576,,,
2474043,33941,84357,,,
2474050,34094,86387,,,
2474055,34094,78794,,,
2474059,34094,88741,,,
2474066,34116,88944,,,
2474073,34123,84218,,,
2474080,34172,91113,,,
2474087,34172,81854,,,
2474094,34172,81840,,,
2474101,34172,87555,,,
2474108,34184,87662,,,
2474115,34184,91859,,,
2474122,34184,89669,,,
2474129,34184,84917,,,
2474136,34184,89216,,,
2474143,34234,81031,,,
2474150,34273,90094,,,
2474157,34273,91594,,,
2474162,34273,89483,,,
2474166,34273,84318,,,
2474173,34273,84296,,,
2474180,34273,79156,,,
2474187,34273,89878,,,
2474194,34273,78577,,,
2474201,34273,89322,,,
2474208,34273,79052,,,
2474215,34273,78530,,,
2474222,34273,90792,,,
2474229,34273,90741,,,
2474236,34273,90734,,,
2474243,34273,89191,,,
2474250,34273,87130,,,
2474257,34273,87123,,,
2474264,34273,91165,,,
2474269,34313,86762,,,
2474273,34313,93527,,,
2474280,34313,80454,,,
2474287,34313,89240,,,
2474294,34333,87415,,,
2474301,34333,82407,,,
2474308,34333,84480,,,
2474315,34409,83320,,,
2474322,34409,78755,,,
2474329,34433,92111,,,
2474336,34435,92670,,,
2474343,34435,90997,,,
2474350,34435,84207,,,
2474357,34435,92509,,,
2474364,34435,88273,,,
2474371,34435,92794,,,
2474376,34435,89641,,,
2474380,34435,81822,,,
2474387,34435,84492,,,
2474394,34466,88228,,,
2474401,34498,81894,,,
2474408,34498,87881,,,
2474415,34498,81056,,,
2474422,34498,79496,,,
2474429,34542,90584,,,
2474436,34627,85916,,,
2474443,34627,92844,,,
2474450,34676,86355,,,
2474457,34704,90584,,,
2474464,34707,78726,,,
2474471,34885,90584,,,
2474478,34911,91373,,,
2474483,34911,87395,,,
2474487,34918,84721,,,
2474494,34964,90584,,,
2474501,35167,86744,,,
2474508,35167,80814,,,
2474515,35167,84749,,,
2474522,35257,90611,,,
2474529,35378,88190,,,
2474536,35378,80369,,,
2474543,35378,87525,,,
2474550,35378,88157,,,
2474557,35378,85454,,,
2474564,35378,87742,,,
2474571,35378,81969,,,
2474578,35378,83488,,,
2474585,35378,92556,,,
2474590,35378,80780,,,
2474594,35378,83073,,,
2474601,35525,79023,,,
2474608,35534,92409,,,
2474615,35534,88423,,,
2474622,35534,84434,,,
2474629,35534,84732,,,
2474636,35534,83504,,,
2474643,35534,84518,,,
2474650,35534,80669,,,
2474657,35534,85133,,,
2474664,35534,85134,,,
2474671,35534,91268,,,
2474678,35598,81237,,,
2474685,35607,88809,,,
2474692,35607,79170,,,
2474697,35607,88100,,,
2474701,35607,84363,,,
2474708,35734,83486,,,
2474715,35734,83559,,,
