4,66669,,,
1898020,21924,70739,,,
1898027,21924,70717,,,
1898034,21924,74800,,,
1898041,21924,76836,,,
1898048,21924,74778,,,
1898055,21924,76198,,,
1898062,21924,75884,,,
1898069,21924,75876,,,
1898074,21924,77918,,,
1898078,21924,71764,,,
1898085,21924,75821,,,
1898092,21924,67600,,,
1898099,25893,70138,,,
1898106,25893,77259,,,
1898113,25893,77209,,,
1898120,25893,68491,,,
1898127,25893,72007,,,
1898134,25893,77111,,,
1898141,25893,69901,,,
1898148,25893,78058,,,
1898155,25893,72876,,,
1898162,25893,71288,,,
1898169,25893,77400,,,
1898176,25893,70692,,,
1898181,25893,67608,,,
1898185,25893,76811,,,
1898192,41719,96239,,,
1898199,41719,99557,,,
1898206,42554,75732,,,
1898213,42554,68557,,,
1898220,42554,70085,,,
1898227,42554,73145,,,
1898234,42554,71076,,,
1898241,42554,68510,,,
1898248,42554,67979,,,
1898255,42554,76161,,,
1898262,42554,70511,,,
1898269,42554,74588,,,
1898276,42554,78147,,,
1898283,42554,70969,,,
1898288,42554,66355,,,
1898292,42554,76078,,,
1898299,42554,67355,,,
1898306,42554,77587,,,
1898313,42554,78068,,,
1898320,42554,78054,,,
1898327,42554,66774,,,
1898334,42554,70329,,,
1898341,42554,71327,,,
1898348,42554,74900,,,
1898355,42554,75393,,,
1898362,42554,72311,,,
1898369,42554,75888,,,
1898376,42554,72281,,,
1898383,42554,76879,,,
1898390,42554,72186,,,
1898395,42554,66545,,,
1898399,42554,75751,,,
1898406,42554,75725,,,
1898413,42554,68665,,,
1898420,42554,75308,,,
1898427,42554,73247,,,
1898434,42554,66575,,,
1898441,42554,68611,,,
1898448,24839,30578,,,
1898455,24839,59746,,,
1898462,24839,27471,,,
1898469,24839,3636,,,
1898476,24839,29995,,,
1898483,24839,37917,,,
1898490,24839,3614,,,
1898497,24839,38929,,,
1898502,24839,37756,,,
1898506,23844,78070,,,
1898513,23844,66806,,,
1898520,23844,73389,,,
1898527,24554,71673,,,
1898534,24554,77807,,,
1898541,24554,77797,,,
1898548,24554,75744,,,
1898555,24554,75725,,,
1898562,24554,77764,,,
1898569,24554,73654,,,
1898576,24554,73638,,,
1898583,24554,77711,,,
1898590,24554,75148,,,
1898597,24554,77177,,,
1898604,24554,68447,,,
1898609,24554,67411,,,
1898613,24554,66379,,,
1898620,24554,75571,,,
1898627,24554,70935,,,
1898634,24554,70925,,,
1898641,24554,68859,,,
1898648,24554,76014,,,
1898655,24554,66787,,,
1898662,24554,69833,,,
1898669,24554,77504,,,
1898676,24554,70818,,,
1898683,24554,76435,,,
1898690,24554,70283,,,
1898697,24554,72825,,,
1898704,24554,76405,,,
1898711,24554,74848,,,
1898716,24554,70742,,,
1898720,24554,77906,,,
1898727,24554,74828,,,
1898734,24554,73792,,,
1898741,24554,76850,,,
1898748,24554,75306,,,
1898755,24554,75798,,,
1898762,24554,77834,,,
1898769,24781,77296,,,
1898776,24781,71917,,,
1898783,24781,68838,,,
1898790,24781,72159,,,
1898797,24781,72280,,,
1898804,24781,75599,,,
1898811,24781,66366,,,
1898818,24781,72242,,,
1898823,24781,77732,,,
1898827,24781,77839,,,
1898834,24781,73610,,,
1898841,25676,67565,,,
1898848,25676,69593,,,
1898855,25676,77781,,,
1898862,25676,75711,,,
