843,75684,,,
1271481,82843,75683,,,
1271483,82843,75672,,,
1271484,82844,73965,,,
1271485,82845,68285,,,
1271487,82846,76828,,,
1271488,82846,76827,,,
1271489,82846,76824,,,
1271490,82846,72981,,,
1271491,82846,70162,,,
1271492,82846,69106,,,
1271494,82846,70223,,,
1271495,82846,75437,,,
1271496,82846,68780,,,
1271497,82846,70072,,,
1271498,82846,69892,,,
1271499,82846,75299,,,
1271501,82847,77309,,,
1271502,82847,67562,,,
1271503,82847,73190,,,
1271504,82847,74724,,,
1271505,82847,74723,,,
1271506,82847,71138,,,
1271508,82847,73684,,,
1271509,82847,69588,,,
1271510,82847,77776,,,
1271511,82847,73163,,,
1271512,82847,72650,,,
1271513,82847,73662,,,
1271515,82847,74672,,,
1271516,82847,74670,,,
1271517,82847,66988,,,
1271518,82847,66470,,,
1271519,82847,74656,,,
1271520,82847,75166,,,
1271522,82847,74649,,,
1271523,82847,70025,,,
1271524,82847,68486,,,
1271525,82847,70011,,,
1271526,82847,67956,,,
1271527,82847,76146,,,
1271529,82847,69480,,,
1271530,82847,68450,,,
1271531,82847,69981,,,
1271532,82847,76630,,,
1271533,82847,69972,,,
1271534,82847,77128,,,
1271536,82847,67904,,,
1271537,82847,67899,,,
1271538,82847,70959,,,
1271539,82847,70958,,,
1271540,82847,70956,,,
1271541,82847,77096,,,
1271543,82847,77087,,,
1271544,82847,67866,,,
1271545,82847,73993,,,
1271546,82847,69897,,,
1271547,82847,72457,,,
1271548,82847,75017,,,
1271550,82847,69892,,,
1271551,82847,77054,,,
1271552,82847,69881,,,
1271553,82847,68856,,,
1271554,82847,69357,,,
1271555,82847,68839,,,
1271557,82847,69348,,,
1271558,82847,68838,,,
1271559,82847,69349,,,
1271560,82847,78052,,,
1271561,82847,76514,,,
1271562,82847,73442,,,
1271564,82847,72926,,,
1271565,82847,75479,,,
1271566,82847,75476,,,
1271567,82847,77523,,,
1271568,82847,77522,,,
1271569,82847,75456,,,
1271571,82847,73910,,,
1271572,82847,73908,,,
1271573,82847,70320,,,
1271574,82847,75436,,,
1271575,82847,77480,,,
1271576,82847,76967,,,
1271578,82847,75428,,,
1271579,82847,68751,,,
1271580,82847,75400,,,
1271581,82847,70279,,,
1271582,82847,70277,,,
1271583,82847,68740,,,
1271585,82847,66671,,,
1271586,82847,77420,,,
1271587,82847,73314,,,
1271588,82847,66654,,,
1271590,82847,73287,,,
1271591,82847,70722,,,
1271592,82847,73275,,,
1271594,82847,69170,,,
1271595,82847,66094,,,
1271596,82847,73256,,,
1271597,82847,73254,,,
1271598,82847,73749,,,
1271599,82847,73741,,,
1271601,82848,67063,,,
1271602,82848,70645,,,
1271603,82848,71144,,,
1271604,82848,67559,,,
1271605,82848,73188,,,
1271606,82848,67557,,,
1271608,82848,73187,,,
1271609,82848,67553,,,
1271610,82848,67547,,,
1271611,82848,66519,,,
1271612,82848,66520,,,
1271613,82848,75223,,,
1271615,82848,75712,,,
1271616,82848,75711,,,
1271617,82848,75709,,,
1271618,82848,68027,,,
1271619,82848,77229,,,
1271620,82848,77227,,,
1271622,82848,77223,,,
1271623,82848,73638,,,
1271624,82848,68005,,,
1271625,82848,77730,,,
1271626,82848,76192,,,
1271627,82848,76191,,,
1271629,82848,77715,,,
1271630,82848,71056,,,
1271631,82848,68490,,,
1271632,82848,77190,,,
1271633,82848,71042,,,
1271634,82848,74111,,,
1271636,82848,76157,,,
1271637,82848,76155,,,
1271638,82848,73588,,,
1271639,82848,73581,,,
1271640,82848,73580,,,
1271641,82848,70495,,,
1271643,82848,70496,,,
1271644,82848,73566,,,
1271645,82848,73567,,,
1271646,82848,69982,,,
1271647,82848,76102,,,
1271648,82848,71485,,,
1271650,82848,76081,,,
1271651,82848,72980,,,
1271652,82848,77070,,,
1271653,82848,76044,,,
1271654,82848,68868,,,
1271655,82848,76536,,,
1271657,82848,78048,,,
1271658,82848,75967,,,
1271659,82848,72383,,,
1271660,82848,77996,,,
1271661,82848,69288,,,
1271662,82848,70300,,,
1271664,82848,75912,,,
1271665,82848,75910,,,
1271666,82848,75909,,,
1271667,82848,75908,,,
1271668,82848,69744,,,
1271669,82848,69743,,,
1271671,82848,66669,,,
1271672,82848,76907,,,
1271673,82848,76394,,,
1271674,82848,77418,,,
1271675,82848,76385,,,
1271676,82848,70751,,,
1271678,82848,76879,,,
1271679,82848,69194,,,
1271680,82848,69193,,,
1271681,82848,69699,,,
1271682,82848,70717,,,
1271683,82848,75837,,,
1271685,82848,75821,,,
1271686,82848,73256,,,
1271687,82848,69153,,,
1271688,82848,73758,,,
1271689,82848,68635,,,
1271690,82848,74778,,,
1271692,82848,68119,,,
1271693,82848,66071,,,
1271694,82848,68118,,,
1271695,82848,76308,,,
1271697,82848,76304,,,
1271698,82848,66060,,,
1271699,82848,69125,,,
1271701,82848,76288,,,
1271702,82848,74752,,,
1271703,82850,74712,,,
1271704,82850,74262,,,
1271705,82850,70675,,,
1271706,82850,67444,,,
1271708,82850,73778,,,
1271709,82850,68074,,,
1271710,82850,71145,,,
1271711,82850,67653,,,
1271712,82850,71172,,,
1271713,82850,67651,,,
1271715,82851,70359,,,
1271716,82851,66383,,,
1271717,82851,75948,,,
1271718,82851,68266,,,
1271719,82851,71045,,,
1271720,82852,70009,,,
1271722,82852,68943,,,
1271723,82852,68939,,,
1271724,82852,69450,,,
1271725,82852,75398,,,
1271726,82852,75556,,,
1271727,82853,76030,,,
1271729,82853,72577,,,
1271730,82854,72863,,,
1271731,82854,67582,,,
1271732,82854,70557,,,
1271733,82854,66961,,,
1271734,82854,75312,,,
1271736,82854,68390,,,
1271737,82854,67910,,,
1271738,82854,74046,,,
1271739,82854,73857,,,
1271740,82854,73856,,,
1271741,82855,69845,,,
1271743,82857,67547,,,
1271744,82857,77715,,,
1271745,82857,77418,,,
1271746,82928,24029,,,
1271747,82928,59448,,,
1271748,82928,20916,,,
1271750,82928,24653,,,
1271751,82928,13803,,,
1271752,82928,13802,,,
1271753,82928,13801,,,
1271754,82928,13800,,,
1271755,82928,60071,,,
1271757,82905,41724,,,
1271758,82905,41723,,,
1271759,82905,43578,,,
1271760,82905,569,,,
1271761,82905,27063,,,
1271762,82905,46742,,,
1271764,82905,25073,,,
1271765,82905,45446,,,
1271766,82905,60005,,,
1271767,82905,47554,,,
1271768,82860,77151,,,
1271769,82860,77147,,,
1271771,82861,77521,,,
1271772,82861,71888,,,
1271773,82861,69388,,,
1271774,82861,71881,,,
1271775,82861,72457,,,
1271776,82861,68642,,,
1271778,82863,67710,,,
1271779,82863,67709,,,
1271780,82863,66932,,,
1271781,82863,66804,,,
1271782,82863,67180,,,
1271783,82863,72039,,,
1271785,82863,71513,,,
1271786,82863,78038,,,
1271787,82863,71510,,,
1271788,82863,72777,,,
1271789,82863,72776,,,
1271790,82863,72772,,,
1271792,82863,75278,,,
1271793,82863,75277,,,
1271794,82863,68487,,,
1271795,82863,66182,,,
1271796,82863,67715,,,
1271797,82863,67713,,,
1271799,82863,66177,,,
1271800,82863,66176,,,
1271801,82864,67967,,,
1271802,82864,77434,,,
1271804,82864,71284,,,
1271805,82864,68071,,,
1271806,82864,67043,,,
1271808,82864,73338,,,
1271809,82864,73559,,,
1271810,82864,66518,,,
1271811,82864,74960,,,
1271812,82864,71759,,,
1271813,82864,71756,,,
1271815,82864,72650,,,
1271816,82864,76608,,,
1271817,82864,66865,,,
1271818,82864,67884,,,
1271819,82864,67883,,,
1271820,82864,73130,,,
1271822,82864,74153,,,
1271823,82864,73129,,,
1271824,82864,74152,,,
1271825,82864,72866,,,
1271826,82864,74403,,,
1271827,82864,72867,,,
1271829,82864,75297,,,
1271830,82864,68503,,,
1271831,82864,72218,,,
1271832,82864,66969,,,
1271833,82864,66453,,,
1271834,82864,77333,,,
1271836,82864,75413,,,
1271837,82864,73747,,,
1271838,82864,73746,,,
1271839,82864,73745,,,
1271840,82864,73736,,,
1271841,82864,73735,,,
1271843,82865,69460,,,
1271844,82865,69457,,,
1271845,82865,68720,,,
1271846,82865,69067,,,
1271847,82865,68715,,,
1271848,82865,71078,,,
1271850,82865,78054,,,
1271851,82865,69060,,,
1271852,82866,72188,,,
1271853,82866,72187,,,
1271854,82866,78067,,,
1271855,82866,67570,,,
1271857,82866,67568,,,
1271858,82866,67567,,,
1271859,82866,75708,,,
1271860,82866,73958,,,
1271861,82866,71172,,,
1271862,82866,76836,,,
1271864,82866,68097,,,
1271865,82866,71776,,,
1271866,82868,68924,,,
1271867,82868,71025,,,
1271868,82868,72464,,,
1271869,82868,68303,,,
1271871,82868,75306,,,
1271872,82868,75303,,,
1271873,82868,69799,,,
1271874,82868,76931,,,
1271875,82868,66531,,,
1271876,82868,75746,,,
1271878,82869,71115,,,
1271879,82869,74004,,,
1271880,82869,75316,,,
1271881,82869,71123,,,
1271882,82869,74040,,,
1271883,82870,76538,,,
1271885,82870,74866,,,
1271886,82870,69232,,,
1271887,82870,68636,,,
1271888,82870,76397,,,
1271889,82870,75114,,,
1271890,82870,77418,,,
1271892,82870,76133,,,
1271893,82870,71141,,,
1271894,82870,71140,,,
1271895,82870,69859,,,
1271896,82870,74844,,,
1271897,82870,68633,,,
1271899,82870,76379,,,
1271900,82870,67547,,,
1271901,82870,76375,,,
1271902,82870,76373,,,
1271903,82870,70743,,,
1271904,82870,74838,,,
1271906,82870,77396,,,
1271907,82870,68174,,,
1271908,82870,76102,,,
1271909,82870,77640,,,
1271911,82870,67910,,,
1271912,82870,70596,,,
1271913,82870,67267,,,
1271915,82870,73912,,,
1271916,82870,74166,,,
1271917,82870,66735,,,
1271918,82870,77102,,,
1271919,82870,74157,,,
1271920,82870,75814,,,
1271922,82870,76199,,,
1271923,82870,76453,,,
1271924,82870,74149,,,
1271925,82870,76452,,,
1271926,82870,77730,,,
1271927,82870,70818,,,
1271929,82870,75808,,,
1271930,82870,76189,,,
1271931,82870,68635,,,
1271932,82870,77724,,,
1271933,82870,77084,,,
1271934,82870,77211,,,
1271936,82870,77081,,,
1271937,82870,76439,,,
1271938,82870,66581,,,
1271939,82870,72341,,,
1271940,82870,77715,,,
1271941,82870,68499,,,
1271943,82870,67599,,,
1271944,82870,77966,,,
1271945,82870,77962,,,
1271946,82870,77063,,,
1271947,82870,77062,,,
1271948,82870,67585,,,
1271950,82870,74112,,,
1271951,82871,70845,,,
1271952,82871,71451,,,
1271953,82871,66451,,,
1271954,82871,71469,,,
1271955,82871,75627,,,
1271957,82871,66848,,,
1271958,82873,72904,,,
1271959,82873,67582,,,
1271960,82873,71781,,,
