25,45962,,,
1221216,47825,39243,,,
1221218,47825,63912,,,
1221219,47825,16773,,,
1221220,47825,102051,,,
1221221,47874,34648,,,
1221222,47874,85876,,,
1221223,47874,32883,,,
1221225,47874,95213,,,
1221226,47874,88903,,,
1221227,47874,82118,,,
1221228,47874,82117,,,
1221229,47875,69722,,,
1221230,47875,73976,,,
1221232,47875,70671,,,
1221233,47875,69614,,,
1221234,47875,74017,,,
1221235,47878,73974,,,
1221236,47878,73971,,,
1221237,47878,73976,,,
1221239,47880,22653,,,
1221240,47880,2073,,,
1221241,47880,30773,,,
1221242,47880,34646,,,
1221243,47880,69618,,,
1221244,47880,69620,,,
1221246,47880,69617,,,
1221247,47880,34654,,,
1221248,47880,22569,,,
1221249,47880,73992,,,
1221250,47882,71161,,,
1221251,47882,69624,,,
1221253,47882,73971,,,
1221254,47882,75505,,,
1221255,47882,73977,,,
1221256,47882,73976,,,
1221257,47882,68445,,,
1221258,47882,75739,,,
1221260,47882,69968,,,
1221261,47882,67272,,,
1221262,47882,78147,,,
1221263,47882,76609,,,
1221264,47882,68665,,,
1221265,47882,66745,,,
1221267,47882,76336,,,
1221268,47882,75185,,,
1221269,47882,76080,,,
1221270,47882,76078,,,
1221271,47882,75054,,,
1221272,47882,67370,,,
1221274,47882,69415,,,
1221275,47882,76069,,,
1221276,47882,76068,,,
1221277,47882,78114,,,
1221278,47882,68119,,,
1221279,47882,66837,,,
1221281,47882,78097,,,
1221282,47882,67981,,,
1221283,47882,75534,,,
1221284,47882,67979,,,
1221285,47882,67980,,,
1221286,47882,67211,,,
1221288,47882,69249,,,
1221289,47828,17055,,,
1221290,47828,63902,,,
1221291,47828,63901,,,
1221292,47828,63967,,,
1221293,47828,63960,,,
1221295,47909,47802,,,
1221296,47909,38969,,,
1221297,47909,48149,,,
1221298,47909,6518,,,
1221300,47909,48151,,,
1221301,47909,6513,,,
1221302,47909,32398,,,
1221304,47909,61161,,,
1221305,47909,13798,,,
1221306,47909,21121,,,
1221307,47909,21122,,,
1221308,47909,14433,,,
1221309,47909,21120,,,
1221311,47918,45295,,,
1221312,47918,17272,,,
1221313,47918,42479,,,
1221314,47918,41898,,,
1221315,47918,42280,,,
1221316,47922,38143,,,
1221318,47922,38139,,,
1221319,47922,59514,,,
1221320,47922,17142,,,
1221321,47922,60143,,,
1221322,47922,26990,,,
1221323,47922,29033,,,
1221325,47922,13282,,,
1221326,47922,38113,,,
1221327,47922,13281,,,
1221328,47922,13280,,,
1221329,47922,42327,,,
1221330,47922,4311,,,
1221332,47922,33494,,,
1221333,47922,19920,,,
1221334,47922,38098,,,
1221335,47922,34000,,,
1221336,47922,41296,,,
1221337,47922,33867,,,
1221339,47922,2629,,,
1221340,47922,57923,,,
1221341,47922,59970,,,
1221342,47922,59969,,,
1221343,47922,24126,,,
1221344,47922,20922,,,
1221346,47922,65842,,,
1221347,47922,28820,,,
1221348,47922,14612,,,
1221349,47922,14611,,,
1221350,47922,22803,,,
1221351,47922,19856,,,
1221353,47922,19854,,,
1221354,47922,22794,,,
1221355,47922,62348,,,
1221356,47922,37385,,,
1221357,47922,15626,,,
1221358,47922,1161,,,
1221360,47922,45957,,,
1221361,47922,39683,,,
1221362,47887,59644,,,
1221363,47887,22790,,,
1221364,47887,27981,,,
1221365,47887,27692,,,
1221367,81127,25273,,,
1221368,81127,56331,,,
1221369,81127,8357,,,
1221370,81127,16837,,,
1221371,81127,59523,,,
1221372,81127,59425,,,
1221374,47902,37873,,,
1221375,47902,37887,,,
1221376,47902,38270,,,
1221377,47902,38269,,,
1221378,47902,38268,,,
1221379,47902,38267,,,
1221381,47902,22794,,,
1221382,47902,17142,,,
1221383,47902,60143,,,
1221384,47902,26990,,,
1221385,47902,29033,,,
1221386,47902,13282,,,
1221388,47902,37220,,,
1221389,47902,38113,,,
1221390,47902,13281,,,
1221391,47902,37347,,,
1221392,47902,37346,,,
1221393,47902,37345,,,
1221395,47902,44127,,,
1221396,47902,37468,,,
1221397,47902,42327,,,
1221398,47902,4311,,,
1221399,47902,33495,,,
1221400,47902,33494,,,
1221402,47902,34000,,,
1221403,47902,41296,,,
1221404,47902,38224,,,
1221405,47902,33867,,,
1221407,47902,59977,,,
1221408,47902,60232,,,
1221409,47902,2629,,,
1221411,47902,59970,,,
1221412,47902,59969,,,
1221413,47902,9792,,,
1221414,47902,24126,,,
1221415,47902,20922,,,
1221416,47902,37559,,,
1221418,47902,65842,,,
1221419,47902,38143,,,
1221420,47902,25507,,,
1221421,47902,17570,,,
1221422,47902,11041,,,
1221423,47902,17055,,,
1221425,47902,28820,,,
1221426,47902,14612,,,
1221427,47902,14611,,,
1221428,47902,19854,,,
1221429,47902,22803,,,
1221430,47902,19856,,,
1221432,47902,38139,,,
1221433,47902,38671,,,
1221434,47902,17166,,,
1221435,47902,62348,,,
1221436,47902,37900,,,
1221437,47902,37385,,,
1221439,47902,1161,,,
1221440,47902,37374,,,
1221441,47902,20102,,,
1221442,47902,45957,,,
1221443,47902,39683,,,
1221444,47961,79676,,,
1221446,47961,87735,,,
1221447,47961,81715,,,
1221448,47961,84103,,,
1221449,47961,80136,,,
1221450,47961,91592,,,
1221451,47961,89287,,,
1221453,47961,79649,,,
1221454,47893,283,,,
1221455,47893,631,,,
1221456,47893,82421,,,
1221457,47893,60468,,,
1221458,47893,18131,,,
1221460,47893,57582,,,
1221461,47893,34658,,,
1221462,47893,57283,,,
1221463,47893,4738,,,
1221464,47894,82422,,,
1221465,47894,82420,,,
1221467,47895,59340,,,
1221468,47895,38379,,,
1221469,47895,27764,,,
1221470,47897,4245,,,
1221471,47897,57164,,,
1221472,47897,33117,,,
1221474,47900,57283,,,
1221475,47900,4738,,,
1221476,47900,283,,,
1221477,47907,38582,,,
1221478,47910,68349,,,
1221479,47910,77941,,,
1221481,47910,70731,,,
1221482,47910,66631,,,
1221483,47910,77766,,,
1221484,47910,102079,,,
1221485,47910,77490,,,
1221486,47910,74803,,,
1221488,47910,72619,,,
1221489,47910,75389,,,
1221490,47910,77478,,,
1221491,47910,73893,,,
1221492,47910,76067,,,
1221493,47910,76064,,,
1221495,47910,76061,,,
1221496,47910,76687,,,
1221497,47910,77960,,,
1221498,47910,70659,,,
1221499,47910,74498,,,
1221500,47944,80504,,,
1221502,47944,82531,,,
1221503,47944,90210,,,
1221504,47944,81627,,,
1221505,47944,80728,,,
1221506,47944,86094,,,
1221507,47944,79949,,,
1221509,47944,92616,,,
1221510,47944,85187,,,
1221511,47944,86079,,,
1221512,47944,89021,,,
1221514,47944,80564,,,
1221515,47944,80563,,,
1221516,47944,79790,,,
1221518,47944,87197,,,
1221519,47944,90780,,,
1221520,47944,90775,,,
1221521,47944,80534,,,
1221522,47944,80524,,,
1221523,47944,80262,,,
1221525,47913,34223,,,
1221526,47913,59988,,,
1221527,47913,34187,,,
1221528,47913,1376,,,
1221529,47933,61978,,,
1221530,47933,184,,,
1221532,47933,1364,,,
1221533,47933,34192,,,
1221534,47933,34480,,,
1221535,47933,48654,,,
1221536,47933,34475,,,
1221537,47933,1639,,,
1221539,47933,1700,,,
1221540,47933,62490,,,
1221541,47933,59939,,,
1221542,47933,61730,,,
1221543,47933,2625,,,
1221544,47916,96430,,,
1221546,47916,96396,,,
1221547,47916,39155,,,
1221548,47916,39137,,,
1221549,47920,69119,,,
1221550,47920,77307,,,
1221551,47920,69754,,,
1221553,47920,78068,,,
1221554,47920,67186,,,
1221555,47920,66545,,,
1221556,47920,73328,,,
1221557,47920,68975,,,
1221558,47920,68974,,,
1221560,47920,68836,,,
1221561,47920,77691,,,
1221562,47920,78050,,,
1221563,47920,72289,,,
1221564,47920,72542,,,
1221565,47920,76508,,,
1221567,47920,76370,,,
1221568,47920,66512,,,
1221569,47920,72527,,,
1221570,47920,77390,,,
1221571,47920,72525,,,
1221572,47920,68423,,,
1221574,47920,73157,,,
1221575,47920,73283,,,
1221576,47920,77121,,,
1221577,47920,71679,,,
1221578,47920,73148,,,
1221579,47920,66363,,,
1221581,47920,73143,,,
1221582,47920,66355,,,
1221583,47920,71602,,,
1221584,47920,71594,,,
1221585,47920,73247,,,
1221586,47920,73638,,,
1221588,47920,69284,,,
1221589,47920,73248,,,
1221590,47920,77470,,,
1221591,47920,69537,,,
1221592,47920,77215,,,
1221593,47920,66078,,,
1221595,47920,68509,,,
1221596,47920,77468,,,
1221597,47920,75160,,,
1221598,47920,74903,,,
1221599,47920,75412,,,
1221600,47920,74899,,,
1221602,47920,71825,,,
1221603,47920,66063,,,
1221604,47920,73742,,,
1221605,47920,73740,,,
1221606,47920,73223,,,
1221607,47920,71939,,,
1221609,47920,71680,,,
1221610,47921,75098,,,
1221611,47921,77623,,,
1221612,47921,75411,,,
1221613,47921,66164,,,
1221614,47921,75091,,,
1221616,47921,69069,,,
1221617,47921,75564,,,
1221618,47921,75499,,,
1221619,47921,75399,,,
1221621,47921,69921,,,
1221622,47921,77761,,,
1221623,47908,62941,,,
1221625,47908,65048,,,
1221626,47908,89394,,,
1221627,47908,37682,,,
1221628,47908,59184,,,
1221629,47908,99659,,,
