3819,69832,,,
2362551,83819,69319,,,
2362552,83819,69306,,,
2362553,83819,75451,,,
2362554,83819,75450,,,
2362555,83819,69305,,,
2362557,83819,78007,,,
2362558,83819,78006,,,
2362559,83819,76457,,,
2362560,83819,77789,,,
2362562,83819,76758,,,
2362563,83819,69585,,,
2362564,83819,76751,,,
2362566,83819,75724,,,
2362567,83819,72652,,,
2362568,83819,75722,,,
2362569,83819,76738,,,
2362570,83819,77761,,,
2362571,83819,77758,,,
2362573,83819,77753,,,
2362574,83819,77752,,,
2362575,83819,70582,,,
2362576,83819,71083,,,
2362577,83819,72618,,,
2362578,83819,74150,,,
2362580,83819,73125,,,
2362581,83819,77728,,,
2362582,83819,76703,,,
2362583,83819,74918,,,
2362584,83819,77988,,,
2362585,83819,77982,,,
2362587,83819,77467,,,
2362588,83819,70810,,,
2362589,83819,70808,,,
2362590,83819,76952,,,
2362591,83819,77973,,,
2362592,83819,70805,,,
2362594,83819,70803,,,
2362595,83819,69778,,,
2362596,83819,70286,,,
2362597,83819,69772,,,
2362598,83819,70283,,,
2362599,83819,71817,,,
2362601,83819,72826,,,
2362602,83819,72821,,,
2362603,83819,77938,,,
2362604,83819,72813,,,
2362605,83819,72812,,,
2362606,83819,77930,,,
2362608,83819,72808,,,
2362609,83819,69731,,,
2362610,83819,72291,,,
2362611,83819,67675,,,
2362612,83819,77399,,,
2362613,83819,73801,,,
2362615,83819,71238,,,
2362616,83819,77377,,,
2362617,83819,66075,,,
2362618,83819,77340,,,
2362619,83819,69147,,,
2362620,83819,71188,,,
2362622,83819,77833,,,
2362623,83819,69127,,,
2362624,83819,75780,,,
2362625,83822,73247,,,
2362626,83822,77758,,,
2362627,83822,75451,,,
2362629,83822,76759,,,
2362630,83822,70675,,,
2362631,83822,71347,,,
2362632,83822,72813,,,
2362633,83822,74732,,,
2362634,83822,68074,,,
2362636,83822,72809,,,
2362637,83822,74599,,,
2362638,83822,74918,,,
2362639,83822,71172,,,
2362640,83822,69284,,,
2362641,83823,74750,,,
2362643,83823,74742,,,
2362644,83823,74743,,,
2362645,83823,74740,,,
2362646,83823,74739,,,
2362647,83823,66548,,,
2362648,83823,66547,,,
2362650,83823,66536,,,
2362651,83823,70631,,,
