34,8496,,,
2337436,42234,24847,,,
2337437,42234,62349,,,
2337438,42234,23499,,,
2337439,42234,62348,,,
2337440,42234,48651,,,
2337442,42234,33670,,,
2337443,42234,9830,,,
2337444,42234,24932,,,
2337445,42234,16289,,,
2337446,42234,16288,,,
2337447,42287,66548,,,
2337449,42287,75501,,,
2337450,42287,77292,,,
2337451,42287,77291,,,
2337452,42287,66282,,,
2337453,42287,75746,,,
2337454,42287,76762,,,
2337456,42287,76757,,,
2337457,42287,77906,,,
2337458,42287,75347,,,
2337459,42287,76370,,,
2337460,42287,77904,,,
2337461,42287,75727,,,
2337463,42287,75722,,,
2337464,42287,78025,,,
2337465,42287,75840,,,
2337466,42287,77504,,,
2337467,42287,75571,,,
2337468,42287,70961,,,
2337470,42287,73638,,,
2337471,42287,69284,,,
2337472,42287,70297,,,
2337473,42287,66326,,,
2337474,42287,66324,,,
2337475,42287,76435,,,
2337477,42261,64381,,,
2337478,42261,71420,,,
2337479,42261,64379,,,
2337480,42261,64377,,,
2337481,42261,80760,,,
2337482,42261,62379,,,
2337484,42261,91115,,,
2337485,42261,5224,,,
2337486,42261,23908,,,
2337487,42261,82404,,,
2337488,42261,23011,,,
2337489,42261,1760,,,
2337491,42261,79064,,,
2337492,42261,92630,,,
2337493,42261,71381,,,
2337494,42261,84561,,,
2337495,42261,90834,,,
2337496,42261,90833,,,
2337498,42261,82510,,,
2337499,42261,84557,,,
2337500,42261,85115,,,
2337501,42261,82507,,,
2337502,42261,32842,,,
2337503,42261,82377,,,
2337505,42261,84674,,,
2337506,42261,84667,,,
2337507,42261,80559,,,
2337508,42261,80556,,,
2337509,42261,80557,,,
2337510,42261,86703,,,
2337512,42261,90931,,,
2337513,42261,90930,,,
2337514,42261,90929,,,
2337515,42261,90928,,,
2337516,42261,90927,,,
2337517,42261,86702,,,
2337519,42261,86700,,,
2337520,42261,86699,,,
2337521,42261,85162,,,
2337522,42261,80547,,,
2337524,42261,90788,,,
2337525,42261,86691,,,
2337526,42261,80160,,,
2337528,42261,78750,,,
2337529,42261,34073,,,
2337530,42261,76174,,,
2337531,42261,87050,,,
2337532,42261,92165,,,
2337533,42261,92164,,,
2337535,42276,78566,,,
2337536,42276,92803,,,
2337537,42276,84030,,,
2337538,42292,1311,,,
2337539,42292,33182,,,
2337540,42292,252,,,
2337542,42292,26774,,,
2337543,42292,43578,,,
2337544,42292,26800,,,
2337545,42292,79,,,
2337546,42292,45261,,,
2337547,42292,26795,,,
2337549,42292,2311,,,
2337550,42292,34246,,,
2337551,42292,19811,,,
2337552,42292,33786,,,
2337553,42292,30144,,,
2337554,42292,5088,,,
2337556,42238,57087,,,
2337557,42238,24190,,,
2337558,42238,31229,,,
2337559,42238,34012,,,
2337560,42238,34997,,,
2337561,42238,35081,,,
2337563,42238,27173,,,
2337564,42238,2240,,,
2337565,42295,66303,,,
2337566,42295,68403,,,
2337567,42296,1605,,,
2337568,42296,1077,,,
2337570,42245,57087,,,
2337571,42245,24190,,,
2337572,42245,31229,,,
2337573,42245,27001,,,
2337574,42245,24932,,,
2337575,42245,34012,,,
2337577,42245,3795,,,
2337578,42245,32339,,,
2337579,42245,26834,,,
2337580,42245,26829,,,
2337581,42245,23499,,,
2337582,42245,26826,,,
2337584,42245,4795,,,
2337585,42245,47417,,,
2337586,42245,24121,,,
2337587,42245,32436,,,
2337588,42245,27183,,,
2337589,42245,27182,,,
2337591,42245,27945,,,
2337592,42245,32550,,,
2337593,42245,27173,,,
2337594,42245,22807,,,
2337595,42245,30360,,,
2337596,42245,30358,,,
2337598,42245,27924,,,
2337599,42245,24847,,,
2337600,42245,23183,,,
2337601,42245,13065,,,
2337602,42245,26752,,,
2337603,42245,27520,,,
2337605,42298,87706,,,
2337606,42298,27764,,,
2337607,42298,90679,,,
2337608,42298,84340,,,
2337609,42298,90676,,,
2337610,42298,77908,,,
2337612,42298,77906,,,
2337613,42298,77904,,,
2337614,42298,59340,,,
2337615,42298,89901,,,
2337616,42298,101356,,,
2337617,42298,80970,,,
2337619,42298,92194,,,
2337620,42298,85664,,,
2337621,42302,86559,,,
2337622,42302,86846,,,
2337623,42302,89499,,,
2337624,42302,87958,,,
2337626,42302,80726,,,
2337627,42302,79443,,,
2337628,42302,86091,,,
2337629,42302,87691,,,
2337631,42302,83496,,,
2337632,42302,83492,,,
2337633,42274,48123,,,
2337635,42274,43904,,,
2337636,42274,37198,,,
2337637,42303,42090,,,
2337638,42303,40778,,,
2337639,42303,18304,,,
2337640,42306,91614,,,
2337642,42306,85180,,,
2337643,42306,85179,,,
2337644,42306,81720,,,
2337645,42306,85172,,,
2337646,42306,85171,,,
2337647,42306,85905,,,
2337649,42306,89455,,,
2337650,42306,79480,,,
2337651,42306,89452,,,
2337652,42306,84426,,,
2337653,42306,88168,,,
2337654,42306,79492,,,
2337656,42306,91523,,,
2337657,42306,85281,,,
2337658,42311,24158,,,
2337659,42311,24728,,,
2337660,42311,64397,,,
2337661,42311,21612,,,
2337663,42311,41864,,,
2337664,42309,90728,,,
2337665,42310,84671,,,
2337666,42310,80249,,,
2337667,42310,80824,,,
2337668,42310,89266,,,
2337670,42310,82744,,,
2337671,42310,89683,,,
2337672,42310,79250,,,
2337673,42310,83759,,,
2337674,42310,82831,,,
2337675,42310,85325,,,
2337677,42310,84875,,,
2337678,42310,82154,,,
2337679,42310,88454,,,
2337680,42310,94888,,,
2337681,42310,86821,,,
2337682,42310,88421,,,
2337684,42310,90979,,,
2337685,42310,82370,,,
2337686,42316,81975,,,
2337687,42316,85572,,,
2337688,42243,22815,,,
2337689,42243,28838,,,
2337691,42243,24106,,,
2337692,42267,21983,,,
2337693,42267,4222,,,
2337694,42267,4221,,,
2337695,42267,60373,,,
2337696,42267,34260,,,
2337698,42267,33906,,,
2337699,42267,3441,,,
2337700,42267,38064,,,
2337701,42267,38191,,,
2337702,42267,62126,,,
2337703,42267,37343,,,
2337705,42267,40773,,,
2337706,42267,37379,,,
2337707,42267,62113,,,
2337708,42269,43903,,,
2337709,42269,65396,,,
2337710,42269,65395,,,
2337712,42269,65393,,,
2337713,42269,41835,,,
2337714,42269,20202,,,
2337715,42269,41320,,,
2337716,42269,41318,,,
2337717,42269,60133,,,
2337719,42269,39640,,,
2337720,42269,13783,,,
2337721,42269,42582,,,
2337722,42269,44352,,,
2337723,42269,65339,,,
2337724,42269,65841,,,
2337726,42269,39082,,,
2337727,42269,28202,,,
2337728,42269,47524,,,
2337729,42269,60452,,,
2337730,42269,60451,,,
2337731,42269,13472,,,
2337733,42269,13470,,,
2337734,42269,26525,,,
2337735,42269,39580,,,
2337736,42269,45593,,,
2337738,42269,65409,,,
2337739,42269,43904,,,
2337740,42288,4863,,,
2337742,42288,29454,,,
2337743,42288,4862,,,
2337744,42288,23438,,,
2337745,42288,60557,,,
2337746,42288,43,,,
2337747,42288,3876,,,
2337749,42313,90728,,,
2337750,42256,81534,,,
2337751,42256,84732,,,
2337752,42256,82807,,,
2337753,42256,90990,,,
2337754,42256,90730,,,
2337756,42256,89442,,,
2337757,42256,78549,,,
2337758,42256,84434,,,
2337759,42256,87625,,,
2337760,42256,78792,,,
2337761,42256,84030,,,
2337763,42256,78268,,,
2337764,42256,80818,,,
2337765,42256,81073,,,
2337766,42256,85679,,,
2337767,42256,92587,,,
2337768,42256,79274,,,
2337770,42256,84129,,,
2337771,42256,89757,,,
2337772,42256,80669,,,
2337773,42256,91418,,,
2337774,42256,85147,,,
2337775,42256,87194,,,
2337777,42256,79503,,,
2337778,42256,79479,,,
2337779,42256,84485,,,
2337780,42275,43903,,,
2337781,42275,48123,,,
2337782,42275,43904,,,
2337784,42332,77881,,,
2337785,42332,77880,,,
2337786,42329,84671,,,
2337787,42329,84030,,,
2337788,42329,87676,,,
2337789,42329,80249,,,
2337791,42329,87123,,,
2337792,42329,78229,,,
2337793,42329,82744,,,
2337794,42329,89683,,,
2337795,42329,79250,,,
2337796,42329,82831,,,
2337798,42329,85325,,,
2337799,42329,84586,,,
2337800,42329,84875,,,
2337801,42329,82154,,,
2337802,42329,78566,,,
2337803,42329,92583,,,
2337805,42329,84869,,,
2337806,42329,82370,,,
2337807,42331,85279,,,
2337808,42331,86708,,,
2337809,42331,86707,,,
2337810,42331,80975,,,
2337812,42331,80973,,,
2337813,42331,80972,,,
2337814,42331,85280,,,
2337815,42344,92509,,,
2337816,42344,84535,,,
2337817,42344,93717,,,
2337819,42344,84179,,,
2337820,42344,36977,,,
2337821,42344,79492,,,
2337822,42344,90561,,,
2337823,42335,78225,,,
2337824,42336,84732,,,
2337826,42336,90990,,,
2337827,42336,90730,,,
2337828,42336,88423,,,
2337829,42336,89442,,,
2337830,42336,78549,,,
2337831,42336,84434,,,
2337833,42336,78792,,,
2337834,42336,82494,,,
2337835,42336,84030,,,
2337836,42336,81073,,,
2337837,42336,85679,,,
2337838,42336,92587,,,
2337840,42336,84129,,,
2337841,42336,80669,,,
2337842,42336,89757,,,
2337843,42336,91418,,,
2337845,42336,84753,,,
2337846,42336,79503,,,
2337847,42336,79479,,,
2337849,42338,90781,,,
2337850,42338,91179,,,
2337851,42338,84083,,,
2337852,42338,84080,,,
2337853,42338,91185,,,
2337854,42338,91186,,,
2337856,42338,89329,,,
2337857,42338,91184,,,
2337858,42338,91183,,,
2337859,42338,91182,,,
2337860,42338,91181,,,
2337861,42338,91180,,,
2337863,42338,91178,,,
2337864,42338,91177,,,
2337865,42338,91176,,,
2337866,42338,91175,,,
2337867,42338,91174,,,
2337868,42338,80961,,,
2337870,42340,91771,,,
2337871,42340,87914,,,
2337872,42340,82282,,,
2337873,42340,92634,,,
2337874,42340,84565,,,
2337875,42340,92628,,,
