llium with edible bulbs found growing wild,"2158,2172"
53181,08733977,n,9,coarse Old World perennial having a large bulb and tall stalk of greenish purple-tinged flowers; widely naturalized,"2158,2172"
53182,08734195,n,9,North American bulbous plant,"2158,2172"
53183,08734328,n,9,Eurasian bulbous plant,"2158,2172"
53184,08734429,n,9,bulbous plant having hollow leaves cultivated worldwide for its rounded edible bulb,"2158,2172"
53187,08735053,n,9,aggregated bulb of the multiplier onion,2172
53186,08734802,n,9,type of onion plant producing small clustered mild-flavored bulbs used as seasoning,"2158,2172"
100624,N0000108,n,10,,2446
53188,08735165,n,9,type of perennial onion grown chiefly as a curiosity or for early salad onions; having bulbils that replace the flowers,"2158,2172"
53189,08735394,n,9,widely distributed North American wild onion with white to rose flowers,"2158,2172"
53190,08735577,n,9,Asiatic onion with slender bulbs; used as early green onions,"2158,2172"
53191,08735731,n,9,onion with white to deep red tunic; California,"2158,2172"
53192,08735864,n,9,plant having a large slender white bulb and flat overlapping dark green leaves; used in cooking; believed derived from the wild Allium ampeloprasum,"2158,2172"
53193,08736108,n,9,European onion with white flowers,"2158,2172"
53194,08736259,n,9,leek producing bulbils instead of flowers; Russia and Iran,"2158,2172"
53195,08736400,n,9,bulbous herb of southern Europe widely naturalized; bulb breaks up into separate strong-flavored cloves,"2158,2172"
53176,08732499,n,9,one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted; includes especially genus Allium,2158
53167,08730542,n,9,small genus of South African evergreen or deciduous plants; sometimes placed in family or subfamily Aliaceae,2158
53199,08737093,n,9,pungent Old World wild onion,"2158,2172"
53200,08737256,n,9,pungent Old World weedy plant,"2158,2172"
53235,08744710,n,9,genus of eastern Asiatic herbs; sometimes placed in the family Convallariaceae,2158
53202,08737568,n,9,Old World leek with a spherical bulb,"2158,2172"
53203,08737693,n,9,European leek naturalized in Great Britain; leaves triangular in section,"2158,2172"
53225,08742435,n,9,large genus of Old World perennial herbs with erect or spreading or climbing stems and small scalelike leaves and inconspicuous flowers; sometimes placed in family Asparagaceae,2158
53206,08738287,n,9,succulent plants having rosettes of leaves usually with hemp-like fiber and spikes of showy flowers; chiefly Africa,"2158,2172"
53207,08738508,n,9,much-branched South African plant with reddish prickly succulent leaves,"2158,2172"
53213,08739617,n,9,one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted; sometimes included in subfamily Amaryllidaceae,2158
53210,08739114,n,9,a plant of the genus Kniphofia having long grasslike leaves and tall scapes of red or yellow drooping flowers,"2158,2172"
53211,08739340,n,9,clump-forming plant of South Africa with spikes of scarlet flowers,"2158,2172"
53212,08739501,n,9,widely cultivated hybrid poker plant,"2158,2172"
53214,08739895,n,9,genus of showy South American herbs with leafy stems; sometimes placed in family Alstroemeriaceae or in family Amaryllidaceae,2158
53217,08740547,n,9,1 species: fly poison; sometimes placed in family Melanthiaceae,2158
53215,08740142,n,9,any of various South American plants of the genus Alstroemeria valued for their handsome umbels of beautiful flowers,"2158,2172"
53216,08740354,n,9,an Andean herb having umbels of showy pinkish-purple lilylike flowers,"2158,2172"
53219,08740968,n,9,genus of Old World (mainly African) perennial herbs; sometimes placed in family Asphodelaceae,2158
53218,08740722,n,9,all parts of plant are highly toxic; bulb pounded and used as a fly poison; sometimes placed in subfamily Melanthiaceae,"2158,2172"
53222,08741696,n,9,one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted; includes genus Aphyllanthes,2158
53220,08741194,n,9,southern European plant commonly cultivated for its spikes of small starry greenish-white flowers,"2158,2172"
53221,08741398,n,9,plant having basal grasslike leaves and a narrow open cluster of starlike yellowish-orange flowers atop a leafless stalk; southwestern United States; only species of Anthericum growing in North America,"2158,2172"
53223,08741953,n,9,1 species; small fibrous-rooted perennial with rushlike foliage and deep blue flowers; sometimes placed in its own family Aphyllanthaceae,2158
53224,08742189,n,9,one of many families or subfamilies into which some classification systems subdivide the Liliaceae: includes genera Asparagus and sometimes Ruscus,2158
53231,08743786,n,9,genus of rhizomatous perennial or biennial herbs with numerous sometimes fragrant flowers in long cylindrical racemes; Mediterranean region to Caucasus; sometimes placed in family Asphodelaceae,2158
53226,08742749,n,9,plant whose succulent young shoots are cooked and eaten as a vegetable,"2158,2172"
53227,08742956,n,9,a fernlike plant native to South Africa,"2158,2172"
53228,08743118,n,9,fragile twining plant of South Africa with bright green flattened stems and glossy foliage popular as a floral decoration,"2158,2172"
53239,08745495,n,9,small species of tuberous-rooted Australian perennial herbs,2158
53230,08743524,n,9,any of various chiefly Mediterranean plants of the genera Asphodeline and Asphodelus having linear leaves and racemes of white or pink or yellow flowers,"2158,2172"
53234,08744431,n,9,small genus of tall striking annuals or perennials with grasslike foliage and flowers in dense racemes or panicles; Mediterranean to Himalayas; sometimes placed in family Asphodelaceae,2158
53232,08744114,n,9,asphodel having erect smooth unbranched stem either flexuous or straight,"2158,2172"
53233,08744263,n,9,asphodel with leafy stem and fragrant yellow flowers,"2158,2172"
53229,08743336,n,9,one of many subfamilies into which some classification systems subdivide the Liliaceae,2158
53237,08745113,n,9,small genus of cormous perennials of Mexico; sometimes placed in family Alliaceae,2158
53236,08744889,n,9,evergreen perennial with large handsome basal leaves; grown primarily as a foliage houseplant,"2158,2172"
53209,08738912,n,9,genus of showy clump-forming African herbs with grasslike leaves; sometimes placed in family Aloeaceae,2158
