id,type,source,target
135100,/,40114,40113
135101,/,40114,40119
135102,/,40114,40121
135103,/,40114,40329
135104,/,40676,28938
135105,/,40676,28940
135106,/,40676,28942
135107,/,40676,28945
135108,/,43494,38823
135109,/,43494,38838
135110,/,43494,38839
135111,/,43494,38845
135112,/,43494,38846
135113,/,43494,38847
135114,/,43494,38849
135115,/,43494,38850
135116,/,43494,38853
135117,/,43494,38889
135118,/,43527,39748
135119,/,31963,31967
135120,/,31963,31968
135121,/,31963,31969
135122,/,31662,31663
135123,/,32047,1557
135124,/,32047,1560
135125,/,32047,32041
135126,/,39941,7926
135127,/,39941,39958
135128,/,39941,39960
135129,/,39941,39961
135130,/,39941,39962
135131,/,39941,39963
135132,/,39941,39964
135133,/,39941,39965
135134,/,39941,39973
135135,/,39941,39977
135136,/,39941,39986
135137,/,39941,39985
135138,/,28995,44617
135139,/,31915,7665
135140,/,31915,20103
135141,/,31915,25582
135142,/,31915,26013
135143,/,31915,31886
135144,/,31915,31896
135145,/,31915,31907
135146,/,31915,31916
135147,/,31915,31917
135148,/,31915,31918
135149,/,31915,31919
135150,/,31915,31920
135151,/,31915,32030
135152,/,32268,32266
135153,/,31915,33319
135154,/,31915,48986
135155,/,31915,49225
135156,/,31915,49345
135157,/,31915,50721
135158,/,31915,54215
135159,/,31915,54519
135160,/,31915,58021
135161,/,31915,60132
135162,/,31915,60326
135163,/,31915,67182
135164,/,31915,68242
135165,/,31915,69673
135166,/,31915,69680
135167,/,31915,69679
135168,/,31915,76059
135169,/,31915,78113
135170,/,31915,87713
135171,/,31915,88925
135172,/,31915,100055
135173,/,31915,108414
135174,/,31915,108816
135175,/,31915,110224
135176,/,40483,40456
135177,/,40483,40459
135178,/,40483,40460
135179,/,40483,40462
135180,/,40483,40470
135181,/,40483,40619
135182,/,43808,44097
135183,/,43808,44159
135184,/,43856,44003
135185,/,44054,44097
135186,/,44426,44427
135187,/,44426,44428
135188,/,44426,44429
135189,/,44426,44430
135190,/,44426,44431
135191,/,44282,44281
135192,/,44282,44285
135193,/,44282,44287
135194,/,44282,44290
135195,/,44282,44292
135196,/,44282,44294
135197,/,44282,44295
135198,/,44282,44299
135199,/,44282,44300
135200,/,44282,44301
135201,/,44317,7338
135202,/,44317,44319
135203,/,44317,44381
135204,/,44317,44400
135205,/,44317,45254
135206,/,44317,45257
135207,/,44317,45266
135208,/,45454,46254
135209,/,45524,45590
135210,/,45524,46217
135211,/,45528,1752
135212,/,45528,16076
135213,/,45528,45526
135214,/,45528,45527
135215,/,45528,98434
135216,/,45528,98440
135217,/,45528,98439
135218,/,45601,46217
135219,/,47272,8422
135220,/,47272,47227
135221,/,47272,47247
135222,/,47272,47285
135223,/,47272,47286
135224,/,47272,47296
135225,/,47272,47297
135226,/,47272,47298
135227,/,47272,47299
135228,/,47272,47300
135229,/,47272,47301
135230,/,47272,47302
135231,/,47272,47303
135232,/,47272,47305
135233,/,47272,47325
135234,/,47314,47310
135235,/,47314,47311
135236,/,47314,47312
135237,/,47314,47313
135238,/,47463,8432
135239,/,47463,47462
135240,/,47463,47482
135241,/,47755,47751
135242,/,47755,47752
135243,/,47755,47753
135244,/,47755,47754
135245,/,47488,8441
135246,/,47488,47487
135247,/,47488,47498
135248,/,47488,47501
135249,/,47488,47503
135250,/,47827,47785
135251,/,47891,8462
135252,/,47891,47889
135253,/,47891,47890
135254,/,47891,47892
135255,/,47891,47893
135256,/,47891,47894
135257,/,47891,47895
135258,/,47891,47896
135259,/,47891,47897
135260,/,47891,47904
135261,/,47710,28954
135262,/,47710,44617
135263,/,47716,40683
135264,/,31915,32203
135265,/,47716,41058
135266,/,47864,47804
135267,/,47864,47854
135268,/,47864,47863
135269,/,48752,15567
135270,/,48752,92115
135271,/,48752,92154
135272,/,48752,92159
135273,/,48752,92183
135274,/,48752,92193
135275,/,48752,92592
135276,/,50427,55982
135277,/,50427,55981
135278,/,50427,55988
135279,/,50446,50419
135280,/,50446,50434
135281,/,50446,50435
135282,/,50446,50440
135283,/,50446,50441
135284,/,50446,50443
135285,/,50446,50468
135286,/,50446,50469
135287,/,49330,52601
135288,/,49330,52604
135289,/,49330,52607
135290,/,49330,52608
135291,/,49492,49441
135292,/,49580,49583
135293,/,50024,55083
135294,/,50024,55082
135295,/,50481,50482
135296,/,50481,50488
135297,/,50481,50489
135298,/,53347,41954
135299,/,53347,53348
135300,/,53347,53349
135301,/,53347,53350
135302,/,54551,54530
135303,/,54551,54531
135304,/,54551,54532
135305,/,54551,54533
135306,/,54551,54536
135307,/,54551,54539
135308,/,54551,54540
135309,/,54551,54542
135310,/,54551,54549
135311,/,54725,54728
135312,/,54725,54731
135313,/,54725,54735
135314,/,54725,54737
135315,/,54725,54738
135316,/,54725,54739
135317,/,54725,54740
135318,/,54725,54741
135319,/,54940,54909
135320,/,54940,54912
135321,/,54940,54913
135322,/,55065,57766
135323,/,55591,55593
135324,/,55591,55594
135325,/,55591,55595
135326,/,55591,55597
135327,/,56747,3193
135328,/,56747,53757
135329,/,56747,53759
135330,/,56747,56728
135331,/,56747,56759
135332,/,57363,57351
135333,/,57363,57352
135334,/,57363,57353
135335,/,57363,57354
135336,/,57363,57355
135337,/,57363,57356
135338,/,57363,57357
135339,/,57363,57358
135340,/,57363,57359
135341,/,57363,57360
135342,/,57363,57362
135343,/,57363,57375
135344,/,57363,57378
135345,/,57363,57380
135346,/,57363,57386
135347,/,57363,57391
135348,/,57363,57401
135349,/,56858,56857
135350,/,56858,56872
135351,/,56858,56875
135352,/,56858,56876
135353,/,56858,56877
135354,/,56858,56878
135355,/,57486,57493
135356,/,57486,57494
135357,/,57486,57495
135358,/,57486,57498
135359,/,57486,57503
135360,/,57428,1100
135361,/,57428,4112
135362,/,57428,8324
135363,/,57428,16824
135364,/,57428,19827
135365,/,57428,64314
135366,/,57428,68109
135367,/,57428,76391
135368,/,57428,81247
135369,/,57428,101646
135370,/,57694,57695
135371,/,57694,57697
135372,/,57694,57698
135373,/,57694,57701
135374,/,58318,58301
135375,/,58318,58303
135376,/,47716,40698
135377,/,58318,58312
135378,/,58318,58314
135379,/,58318,58315
135380,/,58318,58316
135381,/,58601,6386
135382,/,58601,9464
135383,/,58865,58825
135384,/,58865,58826
135385,/,58865,58827
135386,/,58865,58832
135387,/,58865,58872
135388,/,59752,3824
135389,/,59752,3823
135390,/,59752,59803
135391,/,59752,59804
135392,/,59752,59864
135393,/,59752,59863
135394,/,58765,58758
135395,/,58765,58759
135396,/,58765,58762
135397,/,58765,58763
135398,/,58765,58767
135399,/,58765,58766
135400,/,58765,58768
135401,/,58765,58769
135402,/,58765,58770
135403,/,58765,58771
135404,/,58765,58772
135405,/,58765,58773
135406,/,58765,58774
135407,/,58765,58781
135408,/,58783,58496
135409,/,58783,59057
135410,/,59174,59173
135411,/,59174,59959
135412,/,59174,59963
135413,/,59174,59964
135414,/,59174,59969
135415,/,59174,59971
135416,/,59174,60562
135417,/,59174,60561
135418,/,59174,60560
135419,/,59174,60676
135420,/,59174,60677
135421,/,59174,60678
135422,/,59174,60679
135423,/,59174,60680
135424,/,59174,60681
135425,/,59226,3686
135426,/,59226,59223
135427,/,59226,59224
135428,/,59226,59256
135429,/,59226,59258
135430,/,59253,59180
135431,/,59253,60541
135432,/,59253,60544
135433,/,59253,60545
135434,/,59253,60546
135435,/,59253,60548
135436,/,59253,60555
135437,/,60153,3920
135438,/,60153,60151
135439,/,60153,60152
135440,/,60153,60154
135441,/,60153,60155
135442,/,60153,60157
135443,/,60153,60158
135444,/,60153,60159
135445,/,60153,60160
135446,/,60153,60161
135447,/,60153,60162
135448,/,60153,60167
135449,/,60803,4348
135450,/,60803,60776
135451,/,60803,60781
135452,/,60803,60783
135453,/,60803,60784
135454,/,60803,60785
135455,/,60803,60789
135456,/,60803,60790
135457,/,60803,60791
135458,/,60803,60794
135459,/,60803,60913
135460,/,60803,60982
135461,/,60803,60981
135462,/,60803,60994
135463,/,61917,61246
135464,/,61917,61257
135465,/,61917,61262
135466,/,61917,61269
135467,/,61917,61273
135468,/,61917,61274
135469,/,61917,61307
135470,/,61917,61563
135471,/,61917,61564
135472,/,61917,61565
135473,/,61917,61566
135474,/,61917,61570
135475,/,62096,62050
135476,/,62096,62079
135477,/,62096,62080
135478,/,62096,62081
135479,/,62096,62082
135480,/,62096,62083
135481,/,62096,62084
135482,/,62096,62085
135483,/,62096,62086
135484,/,62961,62736
135485,/,62961,62748
135486,/,62961,62750
135487,/,62961,62751
135488,/,58318,58311
135489,/,63011,63006
135490,/,63011,63008
135491,/,63011,63009
135492,/,63011,63012
135493,/,63011,63018
135494,/,63011,65119
135495,/,63050,271
135496,/,63050,62998
135497,/,63050,64593
135498,/,63050,65174
135499,/,61381,4865
135500,/,61381,61715
135501,/,61381,61719
135502,/,61381,61718
135503,/,61381,61726
135504,/,61381,64216
135505,/,61381,64217
135506,/,61381,64221
135507,/,61291,61286
135508,/,61291,61295
135509,/,61291,61302
135510,/,61291,61303
135511,/,61717,4520
135512,/,61717,4521
135513,/,61717,38079
135514,/,61717,61333
135515,/,61717,61334
135516,/,61717,61339
135517,/,61717,61340
135518,/,61717,61341
135519,/,61717,61342
135520,/,61717,61343
135521,/,61717,61344
135522,/,61717,61347
135523,/,61717,61348
135524,/,61751,4558
135525,/,61751,61747
135526,/,61751,61750
135527,/,61751,61752
135528,/,61751,61753
135529,/,61751,61754
135530,/,61751,61755
135531,/,61751,81291
135532,/,61877,61878
135533,/,61877,61879
135534,/,61877,61880
135535,/,61877,61881
135536,/,62466,4749
135537,/,62466,62467
135538,/,62466,62469
135539,/,62466,62470
135540,/,62466,62471
135541,/,64592,61381
135542,/,64592,63045
135543,/,64592,64872
135544,/,64592,64879
135545,/,64592,70022
135546,/,64694,64698
135547,/,64694,64700
135548,/,64694,64701
135549,/,64694,64702
135550,/,64694,64703
135551,/,64694,64704
135552,/,64694,64705
135553,/,64694,64706
135554,/,65144,65148
135555,/,65489,5048
135556,/,65489,65492
135557,/,65489,65493
135558,/,65489,65494
135559,/,65489,65495
135560,/,66806,66795
135561,/,66806,66799
135562,/,66806,66805
135563,/,66806,67543
135564,/,66806,67592
135565,/,66806,67591
135566,/,66315,66287
135567,/,66315,66288
135568,/,66315,66289
135569,/,66315,66299
135570,/,66315,66352
135571,/,66315,66405
135572,/,66315,66406
135573,/,66695,66696
135574,/,67431,67433
135575,/,67431,67435
135576,/,67431,67436
135577,/,67431,67437
135578,/,67431,67438
135579,/,67431,67439
135580,/,67431,67441
135581,/,67622,8722
135582,/,67622,67626
135583,/,67622,67627
135584,/,67622,67632
135585,/,67622,67633
135586,/,68818,10465
135587,/,68818,68820
135588,/,68818,68823
135589,/,68818,68824
135590,/,68818,68825
135591,/,68818,68826
135592,/,68818,68827
135593,/,68818,68828
135594,/,68818,68829
135595,/,68818,68830
135596,/,68818,68831
135597,/,69490,69491
135598,/,69490,69492
135599,/,69490,69493
135600,/,63011,4783
135601,/,69823,69825
135602,/,69943,69942
135603,/,70600,10310
135604,/,70600,70606
135605,/,70600,70607
135606,/,70600,70608
135607,/,70600,70609
135608,/,70600,70610
135609,/,70600,70611
135610,/,71258,8698
135611,/,71258,71248
135612,/,71258,71253
135613,/,71258,71255
135614,/,71258,71256
135615,/,71258,71257
135616,/,71258,71304
135617,/,71258,71305
135618,/,71258,71307
135619,/,71258,71308
135620,/,71258,71310
135621,/,71258,71348
135622,/,71862,71858
135623,/,71226,71231
135624,/,71906,71908
135625,/,71906,71909
135626,/,71906,71911
135627,/,71906,71912
135628,/,71906,71913
135629,/,71906,71914
135630,/,71906,71920
135631,/,71906,71925
135632,/,72485,72477
135633,/,72485,72478
135634,/,72485,72480
135635,/,72485,72481
135636,/,72485,72482
135637,/,72485,72483
135638,/,72485,72571
135639,/,70193,70194
135640,/,70193,70196
135641,/,70193,70197
135642,/,70193,70198
135643,/,70228,70229
135644,/,70228,70230
135645,/,70228,70231
135646,/,70228,70232
135647,/,70228,70233
135648,/,71531,10493
135649,/,71531,71532
135650,/,71531,71550
135651,/,71531,71551
135652,/,71531,71552
135653,/,71531,71553
135654,/,71531,71554
135655,/,71531,71555
135656,/,71531,111738
135657,/,68698,17869
135658,/,68698,27966
135659,/,68698,68684
135660,/,68698,68689
135661,/,68698,68690
135662,/,68698,68691
135663,/,68698,68692
135664,/,68698,68700
135665,/,68698,68699
135666,/,68698,71968
135667,/,68698,71969
135668,/,68698,71970
135669,/,68698,71971
135670,/,68698,71972
135671,/,68698,71973
135672,/,68698,71974
135673,/,68698,71978
135674,/,69682,69443
135675,/,69682,69442
135676,/,69682,69448
135677,/,69682,69462
135678,/,69682,72259
135679,/,69682,69870
135680,/,76716,11110
135681,/,76716,57429
135682,/,76716,76714
135683,/,76716,76715
135684,/,76716,77210
135685,/,76716,80644
135686,/,76883,76878
135687,/,76883,76880
135688,/,76883,76882
135689,/,76883,76890
135690,/,76883,81868
135691,/,76883,81873
135692,/,78938,82017
135693,/,79003,11185
135694,/,79003,27710
135695,/,79003,42462
135696,/,79003,76857
135697,/,79003,77215
135698,/,79003,77222
135699,/,79003,77224
135700,/,79003,77271
135701,/,79003,77273
135702,/,79003,77274
135703,/,79003,77275
135704,/,79003,77277
135705,/,79003,79145
135706,/,79003,81945
135707,/,79048,79034
135708,/,79048,82193
135709,/,79048,87309
135710,/,79048,87342
135711,/,79048,87355
135712,/,69823,69824
135713,/,79048,87360
135714,/,79172,11375
135715,/,79172,72820
135716,/,79172,72824
135717,/,79172,72829
135718,/,79172,72832
135719,/,79172,72877
135720,/,79172,76276
135721,/,79172,76478
135722,/,79172,79162
135723,/,79172,79170
135724,/,79172,79176
135725,/,79172,79177
135726,/,79172,79200
135727,/,79172,79202
135728,/,79172,79280
135729,/,79461,11491
135730,/,79461,80048
135731,/,79461,80086
135732,/,79461,80124
135733,/,79461,80125
135734,/,79461,80126
135735,/,79510,79525
135736,/,79510,79592
135737,/,79510,79591
135738,/,79510,82209
135739,/,79510,82223
135740,/,79510,82222
135741,/,79510,82227
135742,/,79510,82230
135743,/,79510,82234
135744,/,79510,82235
135745,/,79510,82252
135746,/,79510,82310
135747,/,79510,82311
135748,/,79510,88142
135749,/,79510,88141
135750,/,73093,73064
135751,/,75866,75226
135752,/,75866,75643
135753,/,75866,75645
135754,/,75866,75653
135755,/,75866,75976
135756,/,75866,76055
135757,/,75866,76147
135758,/,75866,76148
135759,/,75866,76149
135760,/,75969,75148
135761,/,75969,75150
135762,/,75969,75153
135763,/,74748,10807
135764,/,74748,74775
135765,/,74748,74776
135766,/,74748,74777
135767,/,74748,74778
135768,/,76339,10936
135769,/,76339,76340
135770,/,76339,76342
135771,/,76339,76343
135772,/,76339,76344
135773,/,76339,76345
135774,/,76339,76346
135775,/,76653,11406
135776,/,76653,11408
135777,/,76653,11409
135778,/,76653,76654
135779,/,76653,76702
135780,/,76653,79362
135781,/,76653,79367
135782,/,76653,79595
135783,/,76653,79601
135784,/,76653,79600
135785,/,76653,79614
135786,/,76688,78942
135787,/,76688,81994
135788,/,76688,82042
135789,/,76688,82049
135790,/,76688,82618
135791,/,76688,82617
135792,/,78166,78171
135793,/,79768,79703
135794,/,79768,79762
135795,/,79768,79763
135796,/,79768,79770
135797,/,79768,79771
135798,/,79768,79772
135799,/,79768,79773
135800,/,79768,79777
135801,/,79768,79787
135802,/,79768,79788
135803,/,79768,79789
135804,/,79768,79790
135805,/,79768,79791
135806,/,80048,80039
135807,/,80048,80044
135808,/,80048,80045
135809,/,80048,80047
135810,/,80130,80026
135811,/,80130,80028
135812,/,80130,80030
135813,/,80130,80031
135814,/,80130,80032
135815,/,80130,80033
135816,/,80130,80054
135817,/,80130,80055
135818,/,80130,80056
135819,/,80130,80057
135820,/,80130,80058
135821,/,80130,80059
135822,/,80130,80060
135823,/,80130,80061
135824,/,79048,87358
135825,/,80239,80240
135826,/,80322,80318
135827,/,80322,80319
135828,/,80322,80320
135829,/,80322,80321
135830,/,80322,80343
135831,/,85544,85324
135832,/,85544,85218
135833,/,85544,85220
135834,/,85544,85541
135835,/,85544,85543
135836,/,85544,86058
135837,/,85544,86063
135838,/,85544,86297
135839,/,85544,86298
135840,/,87433,87417
135841,/,87433,87422
135842,/,87433,87425
135843,/,87433,87435
135844,/,87433,87436
135845,/,87433,87437
135846,/,87433,87438
135847,/,87433,87439
135848,/,87686,79106
135849,/,87686,79108
135850,/,87796,87794
135851,/,88109,88111
135852,/,88109,88112
135853,/,88109,88113
135854,/,88109,88114
135855,/,88109,88115
135856,/,88109,88116
135857,/,88109,88117
135858,/,88109,88119
135859,/,88109,88120
135860,/,88335,88296
135861,/,88335,88295
