id,lemma,synset,period,genre,notes
369,26,79939,,,
370,26,79940,,,
371,26,84679,,,
372,26,79941,,,
373,26,82370,,,
374,26,82372,,,
376,26,82114,,,
377,26,84671,,,
378,26,86717,,,
379,26,86716,,,
380,26,84667,,,
381,26,82744,,,
383,26,87216,,,
384,26,87215,,,
385,26,87212,,,
386,26,84645,,,
387,26,91683,,,
388,26,91680,,,
390,26,80280,,,
391,26,78229,,,
392,26,85909,,,
393,26,88081,,,
394,26,79250,,,
395,26,85905,,,
397,26,82831,,,
398,26,80526,,,
399,26,84875,,,
400,26,84874,,,
401,26,88200,,,
402,26,84869,,,
404,17,57467,,,
405,17,57466,,,
406,17,33651,,,
407,17,57971,,,
408,17,24946,,,
409,17,33777,,,
411,17,5227,,,
412,17,65892,,,
413,17,15962,,,
414,17,33878,,,
415,17,30167,,,
416,17,86,,,
418,17,101453,,,
419,17,1352,,,
420,17,64,,,
421,17,3519,,,
422,17,3386,,,
423,17,58289,,,
425,17,31021,,,
426,17,3370,,,
427,17,810,,,
428,17,1317,,,
430,17,158,,,
431,17,285,,,
432,17,33560,,,
434,17,788,,,
435,17,146,,,
436,17,2314,,,
437,35,34815,,,
438,35,26621,,,
439,35,49651,,,
441,35,20464,,,
442,35,31209,,,
443,35,63465,,,
444,35,59874,,,
445,35,472,,,
446,35,39348,,,
448,35,12705,,,
449,35,12704,,,
450,35,64414,,,
451,35,14234,,,
452,35,15759,,,
453,35,18821,,,
455,35,2945,,,
456,35,20350,,,
457,35,20349,,,
458,35,20348,,,
459,35,13677,,,
460,35,13676,,,
462,35,38757,,,
463,35,38756,,,
464,35,41826,,,
465,35,38231,,,
466,35,21321,,,
467,35,21320,,,
469,35,41283,,,
470,35,30525,,,
471,35,21819,,,
472,35,59699,,,
473,35,59696,,,
474,35,100650,,,
476,35,14615,,,
477,35,56584,,,
478,35,19207,,,
479,35,19206,,,
480,35,19205,,,
481,35,19204,,,
483,35,19202,,,
484,35,19201,,,
485,35,29949,,,
486,35,31477,,,
487,35,41192,,,
488,35,41191,,,
490,35,17120,,,
491,35,29917,,,
492,35,17117,,,
493,35,8383,,,
494,35,8382,,,
495,35,29882,,,
497,35,15033,,,
498,35,37561,,,
499,35,8376,,,
500,35,15031,,,
501,35,15030,,,
502,35,15029,,,
504,35,44192,,,
505,35,29855,,,
506,35,15513,,,
507,35,101525,,,
508,35,13969,,,
509,35,20113,,,
511,35,18063,,,
512,35,18062,,,
513,35,29824,,,
514,35,15461,,,
515,35,20569,,,
516,35,59478,,,
518,35,38997,,,
519,35,65106,,,
520,35,14929,,,
521,35,34888,,,
522,35,38979,,,
523,35,35390,,,
525,35,34867,,,
526,35,15404,,,
527,35,41510,,,
528,35,38429,,,
529,20,89975,,,
530,20,89974,,,
532,20,89972,,,
533,32,90967,,,
534,32,82618,,,
535,32,81040,,,
537,52,62238,,,
538,52,30969,,,
539,52,20151,,,
541,52,33329,,,
542,52,62641,,,
543,52,34606,,,
544,52,33291,,,
545,52,34137,,,
546,52,32864,,,
548,52,47776,,,
549,36,83391,,,
550,36,83165,,,
551,36,87803,,,
552,36,84950,,,
553,36,86742,,,
555,36,85015,,,
556,36,80630,,,
557,36,91793,,,
558,36,85975,,,
559,36,82031,,,
560,36,92687,,,
562,36,79054,,,
563,36,83839,,,
564,36,86728,,,
565,36,80411,,,
566,36,82042,,,
567,36,88805,,,
569,29,18364,,,
570,29,18363,,,
571,29,59225,,,
572,29,30231,,,
573,29,41173,,,
574,29,61525,,,
576,29,49682,,,
577,29,63213,,,
578,29,64265,,,
579,29,27976,,,
580,29,21062,,,
581,29,26523,,,
583,25,77263,,,
584,59,44039,,,
585,59,44230,,,
586,59,44354,,,
587,59,44402,,,
588,59,47354,,,
590,70,91483,,,
591,70,91928,,,
592,70,78260,,,
593,70,87952,,,
594,70,87951,,,
595,70,89221,,,
597,37,86779,,,
598,37,86785,,,
599,41,83326,,,
600,41,78969,,,
601,41,91735,,,
602,41,83382,,,
604,41,87507,,,
605,41,83376,,,
606,41,85898,,,
607,41,78985,,,
608,41,87495,,,
609,41,85861,,,
611,41,78976,,,
612,42,92445,,,
613,42,87387,,,
614,42,84084,,,
615,42,88721,,,
616,42,84081,,,
618,42,83245,,,
619,42,87755,,,
620,42,79658,,,
621,42,91335,,,
622,42,87877,,,
623,42,87395,,,
625,42,87394,,,
626,44,92445,,,
627,44,79836,,,
628,44,79835,,,
629,44,87958,,,
630,44,84084,,,
632,44,84081,,,
633,44,79837,,,
634,44,84110,,,
635,44,83245,,,
636,44,87755,,,
637,44,79658,,,
639,44,84067,,,
640,44,87395,,,
641,44,87394,,,
642,45,88158,,,
644,45,87387,,,
645,45,90073,,,
646,45,84084,,,
648,45,89873,,,
649,45,84081,,,
650,45,90077,,,
651,45,90093,,,
652,45,84110,,,
653,45,83245,,,
655,45,79658,,,
656,45,92477,,,
657,45,87877,,,
658,45,84067,,,
659,45,87395,,,
660,45,87394,,,
662,22,70645,,,
663,22,73588,,,
664,22,68848,,,
665,22,77296,,,
666,22,76398,,,
667,22,73581,,,
669,22,73964,,,
670,22,75361,,,
671,22,78048,,,
672,22,69599,,,
673,22,75357,,,
674,22,73939,,,
676,22,66379,,,
677,22,66881,,,
678,22,77243,,,
679,22,74805,,,
680,22,69685,,,
681,22,75313,,,
683,22,66349,,,
684,22,67112,,,
685,22,66344,,,
686,22,73892,,,
687,22,67108,,,
688,22,73887,,,
690,22,73753,,,
691,22,66071,,,
692,22,66326,,,
693,22,66321,,,
694,22,66323,,,
695,22,69522,,,
697,22,77070,,,
698,22,66060,,,
699,40,96186,,,
700,40,96184,,,
701,40,45815,,,
702,40,45814,,,
704,40,33204,,,
705,40,16730,,,
706,40,90967,,,
707,40,74541,,,
708,40,96332,,,
709,40,45962,,,
711,55,81393,,,
712,55,90093,,,
713,55,80365,,,
714,55,80366,,,
715,55,82413,,,
716,55,82410,,,
718,55,81891,,,
719,55,90077,,,
720,55,88540,,,
721,55,87003,,,
722,55,90073,,,
723,55,87509,,,
725,55,88526,,,
726,55,92622,,,
727,55,81356,,,
728,55,86462,,,
729,55,81337,,,
730,55,89014,,,
732,55,89012,,,
733,55,89011,,,
734,55,89010,,,
735,55,89009,,,
736,55,89008,,,
737,55,89007,,,
739,55,89005,,,
740,55,89004,,,
741,55,89003,,,
742,55,89002,,,
743,55,89001,,,
744,55,88998,,,
746,55,88996,,,
747,55,86947,,,
748,55,82850,,,
749,55,94091,,,
751,55,78723,,,
752,55,78722,,,
753,55,90998,,,
755,55,80244,,,
756,55,90990,,,
757,55,81258,,,
758,55,81257,,,
759,55,78183,,,
760,55,78177,,,
762,55,86865,,,
763,55,92477,,,
764,55,92472,,,
765,55,83240,,,
766,55,83749,,,
767,55,88865,,,
769,55,88332,,,
770,55,82187,,,
771,55,89849,,,
772,55,89857,,,
773,55,89856,,,
774,55,89855,,,
776,55,89853,,,
777,55,89852,,,
778,55,89851,,,
779,55,89850,,,
780,55,92409,,,
781,55,89336,,,
783,55,86774,,,
784,55,89845,,,
785,55,89844,,,
786,55,89841,,,
787,55,84719,,,
788,55,92396,,,
790,55,92395,,,
791,55,92394,,,
792,55,82145,,,
793,55,86740,,,
794,55,84690,,,
795,55,83152,,,
797,55,81085,,,
798,55,85174,,,
799,55,92846,,,
800,55,81068,,,
801,55,92836,,,
802,55,84132,,,
804,55,81060,,,
805,55,81059,,,
806,55,81057,,,
807,55,81054,,,
808,55,89757,,,
809,55,91287,,,
811,55,91276,,,
812,55,87173,,,
813,55,90733,,,
814,55,90729,,,
815,55,85594,,,
816,55,88154,,,
818,55,88129,,,
819,55,88125,,,
820,55,81467,,,
821,55,81460,,,
822,55,87576,,,
823,55,82965,,,
825,62,88575,,,
826,62,101365,,,
827,62,86129,,,
828,62,87149,,,
829,62,87019,,,
830,62,87018,,,
832,62,87135,,,
833,62,91997,,,
834,62,86100,,,
835,62,87119,,,
836,62,95051,,,
837,62,81351,,,
839,62,87233,,,
840,62,79164,,,
841,62,90171,,,
842,62,88122,,,
843,62,89271,,,
844,62,88376,,,
846,62,89270,,,
847,62,89269,,,
848,62,79156,,,
849,62,89516,,,
850,62,78380,,,
851,62,92714,,,
853,62,92449,,,
854,62,91553,,,
855,62,90142,,,
856,62,92443,,,
858,62,84246,,,
859,62,82832,,,
860,62,82830,,,
862,62,78608,,,
863,62,78607,,,
864,62,78606,,,
865,62,78605,,,
866,62,91781,,,
867,62,91778,,,
869,62,91526,,,
870,62,89478,,,
871,62,89477,,,
872,62,78596,,,
873,62,78595,,,
874,62,78594,,,
876,66,86206,,,
877,66,79832,,,
878,66,89682,,,
879,66,89681,,,
880,66,84240,,,
881,66,83215,,,
883,66,89699,,,
884,67,86202,,,
885,76,84223,,,
886,76,84222,,,
887,76,92540,,,
888,76,84752,,,
890,76,84227,,,
891,76,84226,,,
892,76,84225,,,
893,76,84224,,,
894,77,81398,,,
895,77,85385,,,
897,47,77314,,,
898,60,85885,,,
899,60,89212,,,
900,60,83189,,,
901,60,91508,,,
902,60,91507,,,
904,60,83042,,,
905,60,89949,,,
906,60,80604,,,
907,60,80603,,,
908,60,80602,,,
909,60,80601,,,
911,60,80599,,,
912,60,80598,,,
913,60,80597,,,
914,60,80596,,,
915,60,82386,,,
916,60,82383,,,
918,60,92748,,,
919,60,92747,,,
920,60,84039,,,
921,60,86857,,,
922,60,81352,,,
923,60,80583,,,
925,60,85700,,,
926,60,85699,,,
927,60,85698,,,
928,60,85697,,,
929,60,85696,,,
930,60,80575,,,
932,60,92600,,,
933,60,85297,,,
934,60,89520,,,
935,60,89134,,,
936,60,85293,,,
937,60,89218,,,
939,60,90240,,,
940,57,73590,,,
941,57,74350,,,
942,57,74351,,,
943,57,76399,,,
944,57,72044,,,
946,57,73580,,,
947,57,77929,,,
948,57,73570,,,
949,57,73189,,,
950,57,73571,,,
951,57,71139,,,
953,57,69601,,,
954,57,77280,,,
955,57,69597,,,
956,57,70864,,,
957,57,77386,,,
958,57,70985,,,
960,57,102082,,,
961,57,66367,,,
962,57,70584,,,
963,57,76596,,,
1117208,31855,82318,,,
652547,26797,33251,,,
652548,26798,66055,,,
652549,26798,72662,,,
652550,26798,72803,,,
652551,26798,72802,,,
652552,26803,92652,,,
652553,26803,92651,,,
652554,26803,89052,,,
652555,26803,78296,,,
652556,26803,87508,,,
652557,26803,87501,,,
652558,26803,92617,,,
652559,26803,87497,,,
652560,26803,92616,,,
652561,26803,87495,,,
652562,26803,91581,,,
652563,26803,91580,,,
652564,26803,91579,,,
652565,26803,83379,,,
652566,26803,91566,,,
652567,26803,89004,,,
652568,26803,89003,,,
652569,26803,91562,,,
652570,26803,89001,,,
652571,26803,89512,,,
652572,26803,86943,,,
652573,26803,91024,,,
652574,26803,86405,,,
652575,26803,88426,,,
652576,26803,88424,,,
652577,26803,94054,,,
652578,26803,94053,,,
652579,26803,89927,,,
652580,26803,89412,,,
652581,26803,82739,,,
652582,26803,82738,,,
652583,26803,85804,,,
652584,26803,85802,,,
652585,26803,91944,,,
652586,26803,82726,,,
965,57,69037,,,
966,57,73001,,,
967,57,70554,,,
969,57,66070,,,
970,57,70927,,,
971,57,73609,,,
972,57,73603,,,
973,57,73602,,,
974,57,76673,,,
976,71,60493,,,
977,71,34141,,,
978,71,62585,,,
979,71,61556,,,
980,65,88831,,,
981,65,81148,,,
986,65,84332,,,
987,65,84073,,,
988,65,78182,,,
989,65,90967,,,
1037,75,75289,,,
1038,75,70552,,,
1039,75,72726,,,
1040,75,75157,,,
1041,75,66450,,,
1042,75,77584,,,
1043,75,77583,,,
1044,75,67470,,,
1045,75,77069,,,
1047,75,67463,,,
1048,75,77953,,,
1049,138,15003,,,
1050,138,34978,,,
1051,138,16633,,,
1052,81,74738,,,
1053,81,68071,,,
1054,81,67043,,,
1055,81,74211,,,
1056,81,72662,,,
1057,81,66518,,,
1058,81,77773,,,
1059,81,68554,,,
1060,81,72650,,,
1061,81,77252,,,
1062,81,74691,,,
1063,81,77762,,,
1064,81,77761,,,
1065,81,74684,,,
1066,81,70581,,,
1068,81,73131,,,
1069,81,76203,,,
1070,81,74153,,,
1072,81,74152,,,
1073,81,66969,,,
1074,81,68503,,,
1076,81,66453,,,
1077,81,74637,,,
1078,81,66437,,,
1079,81,70529,,,
1080,81,67967,,,
1081,81,70520,,,
1083,81,71520,,,
1084,81,71518,,,
1085,81,68441,,,
1086,81,70489,,,
1087,81,73559,,,
1088,81,69974,,,
1090,81,77126,,,
1091,81,69441,,,
1092,81,76608,,,
1093,81,67901,,,
1094,81,66865,,,
1095,81,67884,,,
1097,81,75555,,,
1098,81,75554,,,
1099,81,69409,,,
1100,81,69407,,,
1101,81,77084,,,
1102,81,70939,,,
1104,81,71443,,,
1105,81,77580,,,
1106,81,77569,,,
1107,81,76539,,,
1108,81,76536,,,
1109,81,66285,,,
1111,81,74960,,,
1112,81,75979,,,
1113,81,77515,,,
1114,81,67275,,,
1115,81,77513,,,
1116,81,69800,,,
1118,81,72866,,,
1119,81,74403,,,
1120,81,72867,,,
1121,81,74402,,,
1122,81,74906,,,
1123,81,72854,,,
1125,81,70289,,,
1126,81,67728,,,
1127,81,74365,,,
1128,81,75389,,,
1129,81,77434,,,
1130,81,73338,,,
1132,81,71284,,,
1133,81,77927,,,
1134,81,69209,,,
1135,81,69207,,,
1136,81,75348,,,
1137,81,71759,,,
1139,81,77891,,,
1140,81,68647,,,
1141,81,68643,,,
1142,81,68642,,,
1143,81,75297,,,
1144,81,68640,,,
1146,81,77333,,,
1147,81,67603,,,
1148,81,73747,,,
1149,81,73746,,,
1150,81,73745,,,
1151,81,73736,,,
1153,81,70661,,,
1154,81,76802,,,
1155,82,22750,,,
1156,82,23292,,,
1157,82,186,,,
1158,82,4665,,,
1160,82,62326,,,
1161,82,23518,,,
1162,82,27836,,,
1163,82,179,,,
1164,82,177,,,
1165,82,2353,,,
1167,82,33071,,,
1168,82,22732,,,
1169,82,27838,,,
1170,82,41576,,,
1171,82,31111,,,
1172,82,162,,,
1174,152,24706,,,
1175,152,23339,,,
1176,152,22576,,,
1177,152,23468,,,
1179,152,34978,,,
1180,152,24408,,,
1181,152,24190,,,
1183,152,62068,,,
1184,152,33011,,,
1185,152,23280,,,
1186,152,62186,,,
1187,152,62436,,,
1188,152,33124,,,
1190,152,3036,,,
1191,152,13788,,,
1192,152,65882,,,
1193,152,65992,,,
1194,152,22980,,,
1195,152,60740,,,
1197,152,37182,,,
1198,152,62144,,,
1199,152,26815,,,
1200,152,48190,,,
1201,152,24121,,,
1202,152,23865,,,
1204,152,23991,,,
1205,152,34997,,,
1206,152,23345,,,
1207,152,23982,,,
1208,152,23597,,,
1209,152,24745,,,
1211,152,23717,,,
1212,152,27173,,,
1213,152,24866,,,
1214,152,27165,,,
1215,152,29980,,,
1216,152,34459,,,
1218,152,65300,,,
1219,152,14484,,,
1220,152,23824,,,
1221,152,23183,,,
1222,152,65804,,,
1223,152,35081,,,
1225,152,24192,,,
1226,94,83835,,,
1227,94,80506,,,
1228,94,80377,,,
1229,94,83687,,,
1230,94,85098,,,
1232,94,85091,,,
1233,94,85097,,,
1234,94,82407,,,
1235,94,79584,,,
1236,94,83681,,,
1237,94,83683,,,
1239,94,88547,,,
1240,94,83682,,,
1241,94,88545,,,
1242,94,83680,,,
1243,94,89978,,,
1244,94,86364,,,
1246,94,90967,,,
1247,94,82003,,,
1248,94,81621,,,
1249,94,86355,,,
1250,94,81619,,,
1251,94,89297,,,
1253,94,89295,,,
1254,94,86347,,,
1255,94,85089,,,
1256,94,84036,,,
1257,94,84034,,,
1258,94,86077,,,
1260,94,91837,,,
1261,94,80180,,,
1262,94,80179,,,
1263,94,82226,,,
1264,94,84528,,,
1265,94,82224,,,
1267,94,84909,,,
1268,94,84908,,,
1269,94,84907,,,
1270,94,84906,,,
1271,94,80678,,,
1272,94,79776,,,
1274,94,92316,,,
1275,94,90271,,,
1276,94,90269,,,
1277,94,90270,,,
1278,94,90272,,,
1279,94,92319,,,
1281,94,92317,,,
1282,94,90268,,,
1283,94,88218,,,
1284,94,88853,,,
1286,94,80147,,,
1287,94,78843,,,
1288,93,25115,,,
1290,93,34486,,,
1291,93,24404,,,
1292,93,62355,,,
1293,93,62321,,,
1294,93,34691,,,
1295,91,91069,,,
1297,91,80373,,,
1298,91,90098,,,
1299,91,86510,,,
1300,91,88546,,,
1301,91,88547,,,
1302,91,88548,,,
1304,91,82402,,,
1305,91,87010,,,
1306,91,88545,,,
1307,91,92638,,,
1308,91,92630,,,
1309,91,88531,,,
1311,91,80834,,,
1312,91,82377,,,
1313,91,82376,,,
1314,91,82375,,,
1315,91,82374,,,
1316,91,82373,,,
1318,91,82371,,,
1319,91,82370,,,
1320,91,80833,,,
1321,91,80320,,,
1322,91,92602,,,
1323,91,80824,,,
1325,91,89524,,,
1326,91,92593,,,
1327,91,87981,,,
1328,91,89004,,,
1329,91,82856,,,
1330,91,82855,,,
1332,91,85909,,,
1333,91,89493,,,
1334,91,78229,,,
1335,91,84880,,,
1336,91,79250,,,
1337,91,78224,,,
1339,91,82830,,,
1340,91,79246,,,
1341,91,84877,,,
1342,91,79756,,,
1343,91,84875,,,
1344,91,84874,,,
1346,91,84869,,,
1347,91,84868,,,
1348,91,84863,,,
1349,91,85887,,,
1350,91,83838,,,
1351,91,86397,,,
1353,91,83833,,,
1354,91,80247,,,
1355,91,84853,,,
1356,91,90479,,,
1357,91,79727,,,
1358,91,92015,,,
1360,91,79213,,,
1361,91,86379,,,
1362,91,86377,,,
1363,91,84839,,,
1364,91,88421,,,
1365,91,88415,,,
1367,91,85325,,,
1368,91,85323,,,
1369,91,79683,,,
1370,91,86331,,,
1371,91,84794,,,
1372,91,82744,,,
1374,91,90932,,,
1375,91,83245,,,
1376,91,84774,,,
1377,91,91934,,,
1378,91,85264,,,
1379,91,79119,,,
1381,91,85260,,,
1382,91,79625,,,
1383,91,79617,,,
1384,91,91380,,,
1385,91,89327,,,
1386,91,92399,,,
1388,91,92405,,,
1389,91,92404,,,
1390,91,92403,,,
1391,91,92402,,,
1393,91,92400,,,
1394,91,92398,,,
1395,91,91374,,,
1397,91,82155,,,
1398,91,88811,,,
1399,91,82154,,,
1400,91,82153,,,
1401,91,89317,,,
1402,91,83678,,,
1404,91,91866,,,
1405,91,79064,,,
1406,91,86744,,,
1407,91,84695,,,
1408,91,81106,,,
1409,91,91345,,,
1411,91,86731,,,
1412,91,80585,,,
1413,91,84679,,,
1414,91,84672,,,
1415,91,86720,,,
1416,91,84671,,,
1418,91,84667,,,
1419,91,91318,,,
1420,91,91319,,,
1421,91,85175,,,
1422,91,86710,,,
1423,91,91317,,,
1425,91,91315,,,
1426,91,91314,,,
1427,91,91313,,,
1428,91,87216,,,
1429,91,91311,,,
1430,91,91310,,,
1432,91,89772,,,
1433,91,91307,,,
1434,91,91306,,,
1435,91,91305,,,
1436,91,91304,,,
1437,91,84645,,,
1439,91,82156,,,
1440,91,91810,,,
1441,91,91312,,,
1442,91,91286,,,
1443,91,91283,,,
1444,91,91280,,,
1446,91,84618,,,
1447,91,90761,,,
1448,91,88200,,,
1449,91,91309,,,
1450,91,90245,,,
1451,91,90244,,,
1453,91,91308,,,
1454,91,91778,,,
1455,91,84095,,,
1456,91,82046,,,
1457,91,84085,,,
1458,91,91761,,,
1460,91,81519,,,
1461,91,84586,,,
1462,91,84585,,,
1463,91,81513,,,
1464,91,82533,,,
1465,91,82532,,,
1467,91,89683,,,
1468,91,89681,,,
1469,91,83530,,,
1470,91,87118,,,
1471,91,88141,,,
1472,91,80459,,,
1474,91,79946,,,
1475,91,79943,,,
1476,91,84033,,,
1477,91,80960,,,
1478,91,80959,,,
1479,91,82485,,,
1481,91,88114,,,
1482,91,91692,,,
1483,91,86057,,,
1484,91,91686,,,
1485,91,81445,,,
1486,91,91683,,,
1488,91,92703,,,
1489,91,80396,,,
1490,91,92165,,,
1491,91,80387,,,
1492,87,3198,,,
1493,87,32379,,,
1495,87,13305,,,
1496,87,1399,,,
1497,87,24182,,,
1498,87,1524,,,
1500,87,27507,,,
1501,87,3826,,,
1502,87,31344,,,
1504,87,63341,,,
1505,87,62060,,,
1506,87,3308,,,
1507,87,39273,,,
1508,87,60265,,,
1509,87,31465,,,
1511,87,3425,,,
1512,87,19937,,,
1513,87,47325,,,
1514,87,15068,,,
1515,87,3417,,,
1516,87,471,,,
1518,87,30421,,,
1519,87,850,,,
1520,87,20302,,,
1521,87,11602,,,
1522,87,20303,,,
1523,87,20304,,,
1525,87,27981,,,
1526,87,60109,,,
1527,87,20419,,,
1528,87,34373,,,
1529,87,20420,,,
1530,87,62403,,,
1532,87,319,,,
1533,87,34112,,,
1534,87,33855,,,
1535,87,22846,,,
1536,87,31164,,,
1537,87,2362,,,
1539,87,48689,,,
1540,87,20784,,,
1541,87,26671,,,
1542,87,20654,,,
1543,87,157,,,
1544,87,2339,,,
1546,87,33952,,,
1547,87,2844,,,
1548,87,60831,,,
1549,87,33822,,,
1550,87,156,,,
1551,87,20124,,,
1553,87,39578,,,
1554,87,39193,,,
1555,87,8343,,,
1556,87,403,,,
1557,87,41362,,,
1558,87,101772,,,
1560,87,26378,,,
1561,87,16518,,,
1562,87,31237,,,
1563,87,1284,,,
1564,87,31104,,,
1565,87,31105,,,
1567,101,59340,,,
1568,101,38379,,,
1569,101,27764,,,
1570,107,91159,,,
1571,107,91163,,,
1572,107,84330,,,
1574,102,39369,,,
1575,102,22427,,,
1576,102,14674,,,
