985,69090,,,
113699,5985,77281,,,
113700,5985,73184,,,
113701,5985,69087,,,
113703,5985,73181,,,
113704,5985,71126,,,
113705,5985,71125,,,
113706,5985,69077,,,
113707,5985,71124,,,
113708,5985,77259,,,
113710,5985,75211,,,
113711,5985,69065,,,
113712,5985,75198,,,
113713,5985,77243,,,
113714,5985,73146,,,
113715,5985,75194,,,
113717,5985,77233,,,
113718,5985,73136,,,
113719,5985,73135,,,
113720,5985,77230,,,
113721,5985,77229,,,
113722,5985,75180,,,
113724,5985,73128,,,
113725,5985,69032,,,
113726,5985,77223,,,
113727,5985,75173,,,
113728,5985,75171,,,
113729,5985,75170,,,
113731,5985,75163,,,
113732,5985,77211,,,
113733,5985,77209,,,
113734,5985,71064,,,
113735,5985,69012,,,
113736,5985,66962,,,
113738,5985,77199,,,
113739,5985,75150,,,
113740,5985,66956,,,
113741,5985,77194,,,
113743,5985,71041,,,
113744,5985,77178,,,
113745,5985,77177,,,
113747,5985,77174,,,
113748,5985,73077,,,
113749,5985,77156,,,
113750,5985,73052,,,
113751,5985,68956,,,
113752,5985,75086,,,
113754,5985,77117,,,
113755,5985,77111,,,
113756,5985,66872,,,
113757,5985,70967,,,
113758,5985,75063,,,
113759,5985,66871,,,
113761,5985,77102,,,
113762,5985,77103,,,
113763,5985,68910,,,
113764,5985,70935,,,
113765,5985,68877,,,
113766,5985,75017,,,
113768,5985,72967,,,
113769,5985,68868,,,
113770,5985,75011,,,
113771,5985,75008,,,
113772,5985,77054,,,
113773,5985,75006,,,
113775,5985,75004,,,
113776,5985,75003,,,
113777,5985,75002,,,
113778,5985,75000,,,
113779,5985,72952,,,
113780,5985,68855,,,
113782,5985,77039,,,
113783,5985,68848,,,
113784,5985,72943,,,
113785,5985,66798,,,
113786,5985,66787,,,
113787,5985,68835,,,
113789,5985,66774,,,
113790,5985,70865,,,
113791,5985,77006,,,
113792,5985,72908,,,
113793,5985,68809,,,
113794,5985,74948,,,
113796,5985,74945,,,
113797,5985,74940,,,
113798,5985,74939,,,
113799,5985,70834,,,
113800,5985,76975,,,
113801,5985,72876,,,
113803,5985,72873,,,
113804,5985,70818,,,
113805,5985,76957,,,
113806,5985,70811,,,
113807,5985,76952,,,
113808,5985,76936,,,
113810,5985,74883,,,
113811,5985,68736,,,
