4,1656,,,
154784,6974,62440,,,
154785,6974,25062,,,
154786,6974,60390,,,
154787,6974,28005,,,
154788,6974,34271,,,
154789,6974,2654,,,
154791,6974,42194,,,
154792,6974,26959,,,
154793,6974,2626,,,
154794,6974,3645,,,
154795,6974,573,,,
154796,6974,27574,,,
154798,6974,62258,,,
154799,6974,11699,,,
154800,6974,24882,,,
154801,6974,24878,,,
154802,6974,15662,,,
154803,6974,15661,,,
154805,6974,2977,,,
154806,6974,5005,,,
154807,6974,3850,,,
154808,6974,58250,,,
154809,6974,1673,,,
154810,6974,1667,,,
154812,6990,87914,,,
154813,6990,78949,,,
154814,6990,89826,,,
154815,6990,89825,,,
154816,6990,79837,,,
154817,6990,81884,,,
154819,6990,89560,,,
154820,6990,80468,,,
154821,6990,79316,,,
154822,6990,83917,,,
154823,6990,90058,,,
154824,6990,86346,,,
154826,6990,90310,,,
154827,6990,85058,,,
154828,6990,87617,,,
154829,6990,87611,,,
154831,6990,92463,,,
154832,6990,88877,,,
154833,6990,90025,,,
154835,6990,87848,,,
154836,6990,88744,,,
154837,6990,84258,,,
154838,6990,85531,,,
154839,6990,87578,,,
154840,6990,87577,,,
154842,6990,79257,,,
154843,6990,87576,,,
154844,6990,87575,,,
154845,6990,87574,,,
154846,6990,87572,,,
154847,6990,86034,,,
154849,6990,87566,,,
154850,6990,87565,,,
154851,6990,91914,,,
154852,6990,90761,,,
154853,6990,87561,,,
154854,6990,96007,,,
154856,49377,80760,,,
154857,49377,87027,,,
154858,49377,82417,,,
154859,49377,92655,,,
154860,49377,92651,,,
154861,49377,91115,,,
154863,49377,79064,,,
154864,49377,84694,,,
154865,49377,84561,,,
154866,49377,90834,,,
154867,49377,90833,,,
154868,49377,84560,,,
154870,49377,84557,,,
154871,49377,78411,,,
154872,49377,82377,,,
154873,49377,92616,,,
154874,49377,89920,,,
154875,49377,82622,,,
154877,49377,92739,,,
154878,49377,85954,,,
154879,49377,85953,,,
154880,49377,85952,,,
154881,49377,85951,,,
154882,49377,85950,,,
154884,49377,85948,,,
154885,49377,85947,,,
154886,49377,90928,,,
154887,49377,80559,,,
154888,49377,90927,,,
154889,49377,89389,,,
154891,49377,86699,,,
154892,49377,85162,,,
154893,49377,85161,,,
154894,49377,86693,,,
154895,49377,90788,,,
154896,49377,88610,,,
154898,49377,80160,,,
154899,49377,80159,,,
154900,49377,78750,,,
154901,49377,96010,,,
154902,49377,87050,,,
154903,49377,92165,,,
154905,6978,67967,,,
154906,6978,73338,,,
154907,6978,75257,,,
154908,6978,70520,,,
154909,6978,75255,,,
154910,6978,66550,,,
154912,6978,71284,,,
154913,6978,74641,,,
154914,6978,74386,,,
154915,6978,70764,,,
154916,6978,74348,,,
154917,6978,71459,,,
154919,6978,74853,,,
154920,6978,71458,,,
154921,6978,75492,,,
154922,6978,67043,,,
154923,6978,72674,,,
154924,6978,66655,,,
154926,6978,74847,,,
154927,6978,77690,,,
154928,6978,74076,,,
154929,6978,68696,,,
154930,6978,74074,,,
154931,6978,70489,,,
154933,6978,73559,,,
154934,6978,66518,,,
154935,6978,74960,,,
154936,6978,71759,,,
154938,6978,67275,,,
154939,6978,72650,,,
154940,6978,68500,,,
154942,6978,74148,,,
154943,6978,77862,,,
154944,6978,76608,,,
154945,6978,74529,,,
154946,6978,67005,,,
154947,6978,69948,,,
154949,6978,72377,,,
154950,6978,74295,,,
154951,6978,74293,,,
154952,6978,66865,,,
154953,6978,77479,,,
154954,6978,67884,,,
154956,6978,73130,,,
154957,6978,73131,,,
154958,6978,74153,,,
154959,6978,73129,,,
154960,6978,74152,,,
154961,6978,74276,,,
154963,6978,72866,,,
154964,6978,74403,,,
154965,6978,72867,,,
154966,6978,74402,,,
154967,6978,75297,,,
154968,6978,66654,,,
154970,6978,75164,,,
154971,6978,68503,,,
154972,6978,72218,,,
154973,6978,66969,,,
154974,6978,66453,,,
154975,6978,77333,,,
154977,6978,75413,,,
154978,6978,75258,,,
154979,6978,73747,,,
154980,6978,73746,,,
154981,6978,73745,,,
154982,6978,75152,,,
154984,6978,74376,,,
154985,6978,74631,,,
154986,6978,75256,,,
154987,6978,73736,,,
154988,6978,73735,,,
154989,6978,74626,,,
154991,6979,72952,,,
154992,6979,73328,,,
154993,6979,69871,,,
154994,6979,69870,,,
154995,6979,69994,,,
154996,6979,72935,,,
154998,6979,72928,,,
