r; in some versions of the legend she became Lancelot's lover and that led to the end of the Knights of the Round Table,"1566,2657"
48308,07711602,n,9,(1284-1327) King of England from 1307 to 1327 and son of Edward I; was defeated at Bannockburn by the Scots led by Robert the Bruce; was deposed and died in prison,2768
48326,07715465,n,9,Greek geometer (3rd century BC),"2768,2873"
48327,07715567,n,9,the English physicist nd chemist who discovered electromagnetic induction (1791-1867),"2097,2111"
48330,07716066,n,9,elected Vice President and became the 13th President of the United States when Taylor died in office (1800-1874),"1718,2516,2768"
48336,07717103,n,9,(1123-1190) Holy Roman Emperor from 1152 to 1190; conceded supremacy to the pope; drowned leading the Third Crusade,2768
48332,07716470,n,9,1863-1947,1787
48333,07716543,n,9,38th President of the United States; appointed Vice President and succeeded Nixon when Nixon resigned (1913- ),"1718,2516,2768"
48334,07716757,n,9,(1624-1691) English religious leader who founded the Society of Friends,1565
48337,07717312,n,9,(1194-1250) Holy Roman Emperor; led the Sixth Crusade and crowned himself king of Jerusalem,2768
48335,07716891,n,9,(1181-1226) Italian monk who founded the Franciscan order of friars,1565
48340,07717771,n,9,US poet famous for his lyrical poems on country life in New England (1874-1963),2657
48338,07717462,n,9,"(1712-1786) king of Prussia from 1740 to 1786; brought Prussia military prestige by winning the War of the Austrian Succession and the Seven Years"" War",2768
48328,07715742,n,9,(1897-1962) novelist who wrote about people in the southern U.S.,2657
48339,07717694,n,9,1856-1939,2232
48331,07716252,n,9,Roman statesman and general who built the Flaminian Way; was defeated by Hannibal at Trasimene (died 217 BC),"1718,1781,2768"
48341,07717936,n,9,American inventor who designed the first commercially successful steamboat and the first steam warship (1765-1815),2516
48342,07718119,n,9,1727-1788,2511
48348,07719271,n,9,Italian patriot whose conquest of Sicily and Naples led to the formation of the Italian state (1807-1882),"1718,1781,2768"
48343,07718209,n,9,(Arthurian legend) the most virtuous knight of the Round Table; was able to see the Holy Grail,"1566,2657"
48345,07718631,n,9,(1869-1948) political and spiritual leader during India's struggle with Great Britain for home rule; an advocate of passive resistance,"1718,2768"
48346,07718882,n,9,(1917-1984) daughter of Nehru who served as Prime Minister of India from 1966 to 1977,"1718,2768"
48357,07720566,n,9,(1762-1830) King of Great Britain and Ireland and Hanover from 1820 to 1830; his attempt to divorce his estranged wife undermined the prestige of the crown,2768
48349,07719471,n,9,1848-1903,2511
48352,07719773,n,9,Mongol conqueror (died in 1227),2768
48350,07719549,n,9,1777-1855,"2076,2873"
48351,07719651,n,9,(Arthurian legend) one of the knights of the Round Table,"1566,2657"
48353,07719893,n,9,German physicist who developed the Geiger counter (1882-1945),2097
48354,07720021,n,9,(1660-1727) Elector of Hanover and the first Hanoverian King of Great Britain and Ireland from 1714 to 1727,2768
48355,07720183,n,9,(1683-1760) King of Great Britain and Elector of Hanover from 1727 to 1760,2768
